Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
"Наименование Избирательной комиссии:    Орел, Заводская"																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №794	УИК №819					
1	"Число избирателей, внесенных в списки избирателей"	89904	1319	1011	1853	1904	2243	2198	1471	1151	933	936	2066	2236	2877	2234	2412	2374	1846	2725	1928	2549	2001	1219	2280	2089	1709	1892	1889	1132	1987	2845	2273	2618	2545	1493	2278	2467	2667	2091	840	1481	1475	1805	1735	2965	1622	2240					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	84871	1160	1000	1832	1894	2231	2195	1457	900	904	900	2028	1622	2805	1730	1950	2280	1849	2195	1890	2525	1940	1202	2247	2135	1656	1892	1891	1108	1976	2910	2242	2532	2540	1450	2255	2440	2624	2073	831	1336	1460	1420	1383	2859	1292	1830					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	55660	831	522	1296	1122	1479	1474	971	687	476	560	1254	1548	2256	1274	1460	1547	1161	1637	1035	1389	1028	661	1320	1345	1111	1246	1247	588	1294	1889	1453	1409	1626	924	1553	1536	1624	1235	439	700	794	1115	1067	1781	974	1722					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2191	48	34	62	50	40	24	50	29	54	48	41	44	28	49	71	14	30	27	57	58	63	53	58	69	44	35	32	44	28	29	29	44	21	38	90	34	35	58	36	2	85	97	155	103	35	16					
6	Число погашенных избирательных бюллетеней	27020	281	444	474	722	712	697	436	184	374	292	733	30	521	407	419	719	658	531	798	1078	849	488	869	721	501	611	612	476	654	992	760	1079	893	488	612	870	965	780	356	634	581	208	161	975	283	92					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2191	48	34	62	50	40	24	50	29	54	48	41	44	28	49	71	14	30	27	57	58	63	53	58	69	44	35	32	44	28	29	29	44	21	38	90	34	35	58	36	2	85	97	155	103	35	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	55643	831	522	1296	1122	1479	1474	971	687	476	560	1254	1548	2256	1274	1460	1547	1160	1636	1035	1389	1028	660	1320	1341	1111	1246	1247	588	1294	1889	1452	1408	1626	924	1549	1536	1624	1233	439	700	794	1115	1065	1781	974	1722					
9	Число недействительных избирательных бюллетеней	655	8	5	17	10	23	15	19	13	5	6	15	18	19	18	13	13	16	17	7	19	13	5	15	13	15	8	12	9	19	41	18	5	19	31	16	13	21	14	0	6	8	13	17	27	6	15					
10	Число действительных избирательных бюллетеней	57179	871	551	1341	1162	1496	1483	1002	703	525	602	1280	1574	2265	1305	1518	1548	1174	1646	1085	1428	1078	708	1363	1397	1140	1273	1267	623	1303	1877	1463	1447	1628	931	1623	1557	1638	1277	475	696	871	1199	1203	1857	1003	1723					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1818	60	20	35	35	40	50	35	20	20	20	40	40	50	40	60	50	40	45	40	30	40	40	50	30	40	60	35	30	35	60	55	40	50	30	40	64	50	40	20	25	30	30	30	50	30	44					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1331	23	19	29	29	40	42	31	14	19	8	31	21	24	33	50	43	36	42	21	28	29	14	29	19	19	47	30	11	30	48	44	34	50	20	37	60	44	32	11	17	22	28	13	33	11	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1681	53	14	23	22	25	27	36	30	33	26	15	29	183	28	25	26	16	18	21	12	51	12	24	30	15	29	14	12	26	21	22	18	26	22	25	33	19	23	16	15	14	49	26	29	17	431					
14	Число погашенных неиспользованных открепительных удостоверений	487	37	1	6	6	0	8	4	6	1	12	9	19	26	7	10	7	4	3	19	2	11	26	21	11	21	13	5	19	5	12	11	6	0	10	3	4	6	8	9	8	8	2	17	17	19	28					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	0	0	2	1	2	1	0	1	0	0	0	0	2	2	1	1	1	2	3	1	2	1	1	0	1	5	0	2	0	3	3	2	6	2	2	6	1	0	0	3	1	2	2	1	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
