Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Селтинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817					
1	"Число избирателей, внесенных в списки избирателей"	10471	287	418	590	790	363	273	629	434	361	2493	2103	283	168	197	425	193	464					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9800	300	500	600	750	350	250	550	450	350	2000	2000	250	150	200	450	200	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6074	167	291	308	361	265	150	440	244	214	1436	1150	125	102	125	336	104	256					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	432	31	32	81	19	33	6	14	23	18	26	34	14	4	4	33	20	40					
6	Число погашенных избирательных бюллетеней	3294	102	177	211	370	52	94	96	183	118	538	816	111	44	71	81	76	154					
7	Число избирательных бюллетеней в переносных ящиках для голосования	432	31	32	81	19	33	6	14	23	18	26	34	14	4	4	33	20	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6072	167	291	308	361	265	150	440	244	214	1436	1148	125	102	125	336	104	256					
9	Число недействительных избирательных бюллетеней	67	1	4	2	0	2	3	5	0	3	14	16	3	2	1	7	1	3					
10	Число действительных избирательных бюллетеней	6437	197	319	387	380	296	153	449	267	229	1448	1166	136	104	128	362	123	293					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	144	5	20	5	10	10	5	10	5	5	10	10	5	5	0	29	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	101	5	17	5	6	10	0	10	0	5	8	3	0	0	0	29	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	21	0	1	1	2	4	1	0	1	0	4	6	0	1	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	43	0	3	0	4	0	5	0	5	0	2	7	5	5	0	0	2	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	141	13	6	10	11	5	7	9	12	5	22	17	5	3	4	4	4	4					
		2.17%	6.57%	1.86%	2.57%	2.89%	1.68%	4.49%	1.98%	4.49%	2.16%	1.50%	1.44%	3.60%	2.83%	3.10%	1.08%	3.23%	1.35%					
19	2.Всероссийская политическая партия «Гражданская Сила»	14	0	0	0	0	1	1	2	1	0	3	4	1	0	0	1	0	0					
		0.22%	0.00%	0.00%	0.00%	0.00%	0.34%	0.64%	0.44%	0.37%	0.00%	0.21%	0.34%	0.72%	0.00%	0.00%	0.27%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	5	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.22%	0.37%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	419	14	10	25	20	17	12	45	18	25	114	74	13	6	10	8	1	7					
		6.44%	7.07%	3.10%	6.43%	5.26%	5.70%	7.69%	9.91%	6.74%	10.78%	7.80%	6.26%	9.35%	5.66%	7.75%	2.17%	0.81%	2.36%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	0	0	0	0	0	0	1	0	0	9	6	1	0	0	0	0	0					
		0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.62%	0.51%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	9	0	0	1	0	1	1	2	0	0	1	2	1	0	0	0	0	0					
		0.14%	0.00%	0.00%	0.26%	0.00%	0.34%	0.64%	0.44%	0.00%	0.00%	0.07%	0.17%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	490	18	13	32	23	7	7	27	24	13	135	105	19	3	9	18	5	32					
		7.53%	9.09%	4.02%	8.23%	6.05%	2.35%	4.49%	5.95%	8.99%	5.60%	9.23%	8.88%	13.67%	2.83%	6.98%	4.88%	4.03%	10.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	324	11	11	10	26	8	7	13	8	8	107	68	10	3	9	9	6	10					
		4.98%	5.56%	3.41%	2.57%	6.84%	2.68%	4.49%	2.86%	2.99%	3.45%	7.32%	5.75%	7.19%	2.83%	6.98%	2.44%	4.84%	3.38%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	32	0	0	2	5	1	1	4	1	1	7	5	2	0	1	2	0	0					
		0.49%	0.00%	0.00%	0.51%	1.32%	0.34%	0.64%	0.88%	0.37%	0.43%	0.48%	0.42%	1.44%	0.00%	0.78%	0.54%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4972	141	279	307	293	255	117	344	202	176	1041	883	84	89	95	319	107	240					
		76.45%	71.21%	86.38%	78.92%	77.11%	85.57%	75.00%	75.77%	75.66%	75.86%	71.20%	74.70%	60.43%	83.96%	73.64%	86.45%	86.29%	81.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	14	0	0	0	1	1	0	1	0	1	7	2	0	0	0	1	0	0					
		0.22%	0.00%	0.00%	0.00%	0.26%	0.34%	0.00%	0.22%	0.00%	0.43%	0.48%	0.17%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
