Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Селтинская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819					
1	"Число избирателей, внесенных в список избирателей"	10494	286	703	569	767	367	254	628	329	357	2245	1476	201	443	200	101	583	92	689	204					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10200	300	700	550	750	350	250	600	300	350	2200	1400	200	450	200	100	550	100	650	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5371	152	363	262	322	214	132	391	164	207	1172	728	93	296	109	17	274	50	305	120					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	445	25	40	48	36	18	11	17	12	16	29	23	8	21	28	49	9	16	33	6					
6	Число погашенных избирательных бюллетеней	4384	123	297	240	392	118	107	192	124	127	999	649	99	133	63	34	267	34	312	74					
7	Число избирательных бюллетеней в переносных ящиках для голосования	445	25	40	48	36	18	11	17	12	16	29	23	8	21	28	49	9	16	33	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5354	152	363	262	321	214	132	391	164	207	1172	728	93	296	109	17	274	34	305	120					
9	Число недействительных избирательных бюллетеней	75	2	11	0	4	5	2	1	2	1	14	13	0	5	0	2	5	0	4	4					
10	Число действительных избирательных бюллетеней	5724	175	392	310	353	227	141	407	174	222	1187	738	101	312	137	64	278	50	334	122					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	199	5	10	10	10	5	5	15	10	10	30	24	5	20	5	5	10	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	114	0	2	3	10	5	4	11	10	10	13	9	0	20	3	1	4	2	4	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	31	1	1	2	1	2	1	2	2	3	8	1	1	3	1	0	1	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	85	5	8	7	0	0	1	4	0	0	17	15	5	0	2	4	6	3	6	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	532	19	20	18	44	37	10	24	15	11	139	65	5	25	10	4	36	14	18	18					
		9.17%	10.73%	4.96%	5.81%	12.32%	15.95%	6.99%	5.88%	8.52%	4.93%	11.57%	8.66%	4.95%	7.89%	7.30%	6.06%	12.72%	28.00%	5.33%	14.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1004	17	77	55	63	33	26	54	35	39	221	158	23	41	14	14	46	11	60	17					
		17.31%	9.60%	19.11%	17.74%	17.65%	14.22%	18.18%	13.24%	19.89%	17.49%	18.40%	21.04%	22.77%	12.93%	10.22%	21.21%	16.25%	22.00%	17.75%	13.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	1	1	4	0	1	1	3	1	1	12	5	1	2	1	0	3	1	2	2					
		0.72%	0.56%	0.25%	1.29%	0.00%	0.43%	0.70%	0.74%	0.57%	0.45%	0.99%	0.67%	0.99%	0.63%	0.73%	0.00%	1.06%	2.00%	0.59%	1.59%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	707	21	42	51	62	18	18	46	25	34	161	93	6	22	10	2	34	3	44	15					
		12.19%	11.86%	10.42%	16.45%	17.37%	7.76%	12.59%	11.27%	14.20%	15.25%	13.41%	12.38%	5.94%	6.94%	7.30%	3.03%	12.01%	6.00%	13.02%	11.90%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	2	2	0	2	2	0	1	1	3	25	5	0	4	0	0	3	0	4	3					
		0.98%	1.13%	0.50%	0.00%	0.56%	0.86%	0.00%	0.25%	0.57%	1.35%	2.08%	0.67%	0.00%	1.26%	0.00%	0.00%	1.06%	0.00%	1.18%	2.38%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3369	114	250	182	181	136	86	278	96	132	626	411	66	218	102	44	155	20	205	67					
		58.10%	64.41%	62.03%	58.71%	50.70%	58.62%	60.14%	68.14%	54.55%	59.19%	52.12%	54.73%	65.35%	68.77%	74.45%	66.67%	54.77%	40.00%	60.65%	53.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	13	1	0	0	1	0	0	1	1	2	3	1	0	0	0	0	1	1	1	0					
		0.22%	0.56%	0.00%	0.00%	0.28%	0.00%	0.00%	0.25%	0.57%	0.90%	0.25%	0.13%	0.00%	0.00%	0.00%	0.00%	0.35%	2.00%	0.30%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
