Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    ТИК Еловского МР																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116					
1	"Число избирателей, внесенных в списки избирателей"	9656	444	820	1664	1546	1715	279	385	389	514	218	195	338	464	204	221	260					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7450	350	600	1100	1100	1200	250	300	300	400	200	200	300	500	200	200	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4814	233	297	801	756	927	158	241	202	173	116	120	146	300	156	82	106					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1047	50	162	51	112	93	26	33	15	177	15	33	79	69	23	60	49					
6	Число погашенных избирательных бюллетеней	1589	67	141	248	232	180	66	26	83	50	69	47	75	131	21	58	95					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1047	50	162	51	112	93	26	33	15	177	15	33	79	69	23	60	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4814	233	297	801	756	927	158	241	202	173	116	120	146	300	156	82	106					
9	Число недействительных избирательных бюллетеней	47	1	3	7	4	10	4	1	4	1	2	1	1	3	1	1	3					
10	Число действительных избирательных бюллетеней	5814	282	456	845	864	1010	180	273	213	349	129	152	224	366	178	141	152					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	215	10	10	23	30	24	10	10	10	5	5	13	10	35	5	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	168	5	3	23	29	23	3	6	5	5	5	13	1	35	5	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	79	7	3	16	3	9	3	3	3	5	5	6	6	4	1	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	47	5	7	0	1	1	7	4	5	0	0	0	9	0	0	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	239	18	15	26	37	42	5	14	17	13	7	5	3	21	3	1	12					
		4.08%	6.36%	3.27%	3.05%	4.26%	4.12%	2.72%	5.11%	7.83%	3.71%	5.34%	3.27%	1.33%	5.69%	1.68%	0.70%	7.74%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	1	6	2	6	6	1	1	0	0	2	1	0	4	0	0	1					
		0.53%	0.35%	1.31%	0.23%	0.69%	0.59%	0.54%	0.36%	0.00%	0.00%	1.53%	0.65%	0.00%	1.08%	0.00%	0.00%	0.65%					
20	3.Политическая партия «Демократическая партия России»	9	1	0	1	2	2	1	0	0	0	0	0	0	1	1	0	0					
		0.15%	0.35%	0.00%	0.12%	0.23%	0.20%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.56%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	338	19	31	50	45	81	10	19	7	24	1	4	17	17	3	8	2					
		5.77%	6.71%	6.75%	5.87%	5.18%	7.94%	5.43%	6.93%	3.23%	6.86%	0.76%	2.61%	7.56%	4.61%	1.68%	5.63%	1.29%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	29	1	3	4	4	7	1	2	1	1	0	1	1	0	1	0	2					
		0.49%	0.35%	0.65%	0.47%	0.46%	0.69%	0.54%	0.73%	0.46%	0.29%	0.00%	0.65%	0.44%	0.00%	0.56%	0.00%	1.29%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	3	2	1	2	0	1	1	0	0	1	0	0	1	0	0					
		0.20%	0.00%	0.65%	0.23%	0.12%	0.20%	0.00%	0.36%	0.46%	0.00%	0.00%	0.65%	0.00%	0.00%	0.56%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1008	29	57	176	221	183	36	64	17	34	26	17	35	50	24	24	15					
		17.20%	10.25%	12.42%	20.66%	25.46%	17.94%	19.57%	23.36%	7.83%	9.71%	19.85%	11.11%	15.56%	13.55%	13.41%	16.90%	9.68%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	227	15	13	29	36	46	6	9	3	12	6	5	11	20	7	6	3					
		3.87%	5.30%	2.83%	3.40%	4.15%	4.51%	3.26%	3.28%	1.38%	3.43%	4.58%	3.27%	4.89%	5.42%	3.91%	4.23%	1.94%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	79	5	4	16	8	19	1	5	3	1	2	3	2	3	0	3	4					
		1.35%	1.77%	0.87%	1.88%	0.92%	1.86%	0.54%	1.82%	1.38%	0.29%	1.53%	1.96%	0.89%	0.81%	0.00%	2.11%	2.58%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3810	193	322	534	499	612	118	158	164	263	83	113	155	248	136	99	113					
		65.01%	68.20%	70.15%	62.68%	57.49%	60.00%	64.13%	57.66%	75.58%	75.14%	63.36%	73.86%	68.89%	67.21%	75.98%	69.72%	72.90%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	32	0	2	5	5	10	1	0	0	1	2	2	0	2	2	0	0					
		0.55%	0.00%	0.44%	0.59%	0.58%	0.98%	0.54%	0.00%	0.00%	0.29%	1.53%	1.31%	0.00%	0.54%	1.12%	0.00%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
