Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Балахтинская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884					
1	"Число избирателей, внесенных в списки избирателей"	16540	1074	749	1075	666	702	957	303	133	95	376	151	754	180	152	1310	497	110	49	225	180	566	66	150	300	55	760	124	83	143	348	124	86	1349	174	131	105	556	173	116	172	561	50	511	29	19	51					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16895	1150	760	1000	680	730	900	310	139	95	410	171	770	185	163	1200	490	108	54	220	200	620	82	148	320	69	800	128	85	157	380	137	82	1400	187	127	122	570	179	125	168	590	54	520	32	20	58					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11189	729	443	594	415	485	504	209	106	95	251	118	501	136	133	784	310	97	49	192	165	347	47	114	264	48	572	112	83	108	224	97	78	721	125	127	96	371	138	84	156	359	50	456	29	17	50					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1231	42	34	125	50	19	102	37	22	0	28	13	85	17	2	85	44	5	0	2	0	103	16	8	7	3	32	4	0	26	58	22	4	130	10	0	9	38	7	12	0	23	0	7	0	0	0					
6	Число погашенных избирательных бюллетеней	4475	379	283	281	215	226	294	64	11	0	131	40	184	32	28	331	136	6	5	26	35	170	19	26	49	18	196	12	2	23	98	18	0	549	52	0	17	161	34	29	12	208	4	57	3	3	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1231	42	34	125	50	19	102	37	22	0	28	13	85	17	2	85	44	5	0	2	0	103	16	8	7	3	32	4	0	26	58	22	4	130	10	0	9	38	7	12	0	23	0	7	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11187	729	443	594	414	485	504	209	106	95	251	118	501	136	133	784	310	97	49	192	165	347	47	114	264	48	572	112	83	108	224	97	78	720	125	127	96	371	138	84	156	359	50	456	29	17	50					
9	Число недействительных избирательных бюллетеней	118	5	5	8	1	5	7	1	0	0	6	2	10	2	0	11	3	0	1	7	1	0	1	1	6	0	6	1	0	1	2	0	0	6	1	3	1	5	0	1	1	4	0	3	0	0	0					
10	Число действительных избирательных бюллетеней	12300	766	472	711	463	499	599	245	128	95	273	129	576	151	135	858	351	102	48	187	164	450	62	121	265	51	598	115	83	133	280	119	82	844	134	124	104	404	145	95	155	378	50	460	29	17	50					
