Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Топкинская городская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555					
1	"Число избирателей, внесенных в список избирателей"	37701	1280	1343	1358	1338	1342	1165	1121	1062	1044	2368	1118	1219	1225	1172	1113	1191	1331	2435	1258	473	91	367	170	120	485	236	174	96	651	239	138	1123	244	735	156	295	113	741	125	602	1108	583	269	130	617	192	624	276	423	140	281	201					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37210	1200	1300	1300	1300	1300	1100	1100	1000	1000	2300	1000	1200	1200	1100	1100	1200	1300	2400	1200	500	100	400	200	150	500	250	200	100	700	250	150	1100	250	750	150	300	110	750	130	600	1100	600	300	120	600	200	650	300	450	150	300	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23743	844	694	705	713	984	859	743	664	693	1464	784	816	874	726	705	637	798	1250	672	343	74	234	109	106	424	164	143	86	419	152	118	661	170	470	99	167	70	453	69	332	677	297	147	75	542	167	357	244	360	104	153	132					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2037	51	35	87	64	55	48	38	29	153	36	94	47	53	38	61	134	78	45	72	36	6	10	11	0	38	60	22	5	25	10	20	78	11	26	10	15	9	49	19	40	65	57	10	11	42	11	41	10	23	12	23	14					
6	Число погашенных избирательных бюллетеней	11430	305	571	508	523	261	193	319	307	154	800	122	337	273	336	334	429	424	1105	456	121	20	156	80	44	38	26	35	9	256	88	12	361	69	254	41	118	31	248	42	228	358	246	143	34	16	22	252	46	67	34	124	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2037	51	35	87	64	55	48	38	29	153	36	94	47	53	38	61	134	78	45	72	36	6	10	11	0	38	60	22	5	25	10	20	78	11	26	10	15	9	49	19	40	65	57	10	11	42	11	41	10	23	12	23	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23743	844	694	705	713	984	859	743	664	693	1464	784	816	874	726	705	637	798	1250	672	343	74	234	109	106	424	164	143	86	419	152	118	661	170	470	99	167	70	453	69	332	677	297	147	75	542	167	357	244	360	104	153	132					
9	Число недействительных избирательных бюллетеней	461	14	8	17	10	7	10	21	10	7	33	17	14	19	5	20	23	19	26	18	10	1	2	4	2	9	0	0	1	12	2	1	18	3	14	2	2	0	8	4	8	11	8	3	3	0	2	12	3	8	3	3	4					
10	Число действительных избирательных бюллетеней	25319	881	721	775	767	1032	897	760	683	839	1467	861	849	908	759	746	748	857	1269	726	369	79	242	116	104	453	224	165	90	432	160	137	721	178	482	107	180	79	494	84	364	731	346	154	83	584	176	386	251	375	113	173	142					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	513	13	10	11	13	8	15	15	17	15	27	10	15	27	20	15	24	15	26	20	15	1	5	2	2	7	2	2	1	15	4	2	8	2	2	2	2	2	13	2	4	20	21	2	1	12	2	11	2	26	1	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	462	12	9	10	13	8	14	14	11	15	26	9	15	24	20	14	21	8	21	20	15	1	5	2	2	6	2	2	1	15	4	0	8	0	2	2	1	1	13	2	4	18	21	0	1	8	2	11	0	26	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	476	9	14	16	20	11	8	13	14	22	16	19	12	18	16	13	19	15	15	10	10	5	7	3	5	6	5	5	3	11	2	4	20	2	5	13	5	3	4	5	6	9	9	3	10	8	8	7	4	2	1	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	51	1	1	1	0	0	1	1	6	0	1	1	0	3	0	1	3	7	5	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	1	1	0	0	0	2	0	2	0	4	0	0	2	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	134	9	3	2	5	2	5	2	8	6	23	6	5	12	7	10	3	4	9	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
