Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Новопокровская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329					
1	"Число избирателей, внесенных в списки избирателей"	35902	2427	2503	2018	1849	2078	1866	2742	386	274	708	1662	464	303	2479	99	841	1318	399	1716	250	124	1803	1368	695	1673	1856	825	764	412					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33710	2200	2300	1900	1700	1900	1800	2500	350	250	700	1600	450	300	2400	96	900	1200	400	1600	240	124	1700	1250	650	1550	1750	750	750	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26789	1357	1738	1487	1316	1532	984	1900	287	232	646	1320	435	273	2040	93	563	814	348	1325	218	114	1548	1119	553	1392	1566	616	611	362					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2941	229	201	138	99	151	296	236	37	18	42	228	0	12	73	0	156	279	16	148	13	0	142	103	57	126	74	47	20	0					
6	Число погашенных избирательных бюллетеней	3980	614	361	275	285	217	520	364	26	0	12	52	15	15	287	3	181	107	36	127	9	10	10	28	40	32	110	87	119	38					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2941	229	201	138	99	151	296	236	37	18	42	228	0	12	73	0	156	279	16	148	13	0	142	103	57	126	74	47	20	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26789	1357	1738	1487	1316	1532	984	1900	287	232	646	1320	435	273	2040	93	563	814	348	1325	218	114	1548	1119	553	1392	1566	616	611	362					
9	Число недействительных избирательных бюллетеней	318	22	14	6	26	24	13	17	6	0	21	11	3	2	16	3	6	13	6	24	0	0	12	10	6	7	6	22	12	10					
10	Число действительных избирательных бюллетеней	29412	1564	1925	1619	1389	1659	1267	2119	318	250	667	1537	432	283	2097	90	713	1080	358	1449	231	114	1678	1212	604	1511	1634	641	619	352					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	465	25	25	40	25	35	25	35	5	5	10	20	5	5	30	5	10	10	5	20	5	5	20	20	10	20	20	10	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	269	25	9	40	12	22	11	35	0	1	10	16	1	2	14	0	5	2	2	7	1	0	2	8	10	12	16	2	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	148	10	6	8	3	27	3	8	3	2	3	4	3	3	4	4	0	4	3	10	5	2	9	8	0	5	1	4	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	196	0	16	0	13	13	14	0	5	4	0	4	4	3	16	5	5	8	3	13	4	5	18	12	0	8	4	8	8	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	4	0	4	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	559	23	22	23	30	28	34	31	6	1	10	29	5	9	35	2	19	33	12	60	6	3	14	30	26	15	37	2	10	4					
		1.88%	1.45%	1.13%	1.42%	2.12%	1.66%	2.66%	1.45%	1.85%	0.40%	1.45%	1.87%	1.15%	3.16%	1.66%	2.15%	2.64%	3.02%	3.30%	4.07%	2.60%	2.63%	0.83%	2.45%	4.26%	0.99%	2.26%	0.30%	1.58%	1.10%					
19	2.Всероссийская политическая партия «Гражданская Сила»	106	8	6	7	16	16	8	6	1	2	3	10	0	0	2	0	0	0	0	6	0	0	5	1	0	3	2	2	2	0					
		0.36%	0.50%	0.31%	0.43%	1.13%	0.95%	0.63%	0.28%	0.31%	0.80%	0.44%	0.65%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.30%	0.08%	0.00%	0.20%	0.12%	0.30%	0.32%	0.00%					
