Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Барабинская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105					
1	"Число избирателей, внесенных в списки избирателей"	24799	1142	2077	896	1765	1894	896	1177	1023	934	1173	1010	1928	1200	997	945	875	981	882	942	1115	947					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23900	1100	2000	850	1700	1800	900	1150	1000	900	1150	1000	1800	1100	1000	900	850	950	850	900	1100	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13186	555	1119	411	1006	1217	492	665	543	469	558	610	1093	563	602	455	452	474	422	463	517	500					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	923	52	49	45	64	75	36	53	35	23	39	17	46	59	29	40	30	44	84	32	38	33					
6	Число погашенных избирательных бюллетеней	9791	493	832	394	630	508	372	432	422	408	553	373	661	478	369	405	368	432	344	405	545	367					
7	Число избирательных бюллетеней в переносных ящиках для голосования	923	52	49	45	64	75	36	53	35	23	39	17	46	59	29	40	30	44	84	32	38	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13173	555	1119	411	1006	1214	492	665	543	469	558	610	1083	563	602	455	452	474	422	463	517	500					
9	Число недействительных избирательных бюллетеней	158	7	11	3	8	10	7	5	5	3	4	7	28	5	6	5	10	6	9	8	7	4					
10	Число действительных избирательных бюллетеней	13938	600	1157	453	1062	1279	521	713	573	489	593	620	1101	617	625	490	472	512	497	487	548	529					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	379	16	28	16	28	27	16	20	18	13	18	19	27	25	15	15	12	13	12	13	16	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	226	3	20	9	23	27	6	14	10	9	6	11	20	4	14	7	4	12	9	9	6	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	165	3	11	7	10	21	6	11	5	11	2	3	7	2	5	0	9	6	10	2	1	33					
14	Число погашенных неиспользованных открепительных удостоверений	153	13	8	7	5	0	10	6	8	4	12	8	7	21	1	8	8	1	3	4	10	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	293	9	22	16	32	29	8	16	16	7	13	21	22	13	8	3	10	2	6	13	12	15					
		2.08%	1.48%	1.88%	3.51%	2.99%	2.25%	1.52%	2.23%	2.77%	1.42%	2.18%	3.35%	1.95%	2.09%	1.27%	0.61%	2.07%	0.39%	1.19%	2.63%	2.16%	2.81%					
19	2.Всероссийская политическая партия «Гражданская Сила»	74	2	8	3	11	9	1	3	3	3	1	6	3	3	6	2	4	4	0	1	1	0					
