Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Бакалинская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797					
1	"Число избирателей, внесенных в списки"	22008	905	1363	1334	761	422	837	905	424	383	368	370	387	181	52	235	150	380	400	332	700	363	167	335	267	119	218	244	234	223	793	374	420	792	448	330	335	337	599	558	223	156	321	337	864	400	168	453	387	179	75	114	148	138					
2	"Число бюллетеней, полученных участковыми комиссиями"	23151	933	1427	1334	933	488	906	944	478	402	404	404	399	194	53	259	167	396	417	333	716	367	178	363	267	123	219	245	226	252	848	386	423	828	440	357	357	349	624	582	225	157	326	353	899	400	170	487	404	186	82	119	167	155					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18087	661	1143	1014	725	390	702	790	371	340	340	315	354	159	46	206	142	306	287	266	512	316	132	269	233	98	189	178	173	195	629	290	327	659	315	274	302	293	495	416	195	129	283	291	620	257	158	386	322	167	70	105	132	120					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1791	20	37	13	36	23	28	26	29	25	28	17	23	22	6	29	8	18	29	24	87	30	35	39	34	18	21	49	29	28	95	54	48	133	101	49	26	33	28	26	17	18	18	17	88	69	0	67	36	12	2	9	16	18					
6	Число погашенных бюллетеней	3273	252	247	307	172	75	176	128	78	37	36	72	22	13	1	24	17	72	101	43	117	21	11	55	0	7	9	18	24	29	124	42	48	36	24	34	29	23	101	140	13	10	25	45	191	74	12	34	46	7	10	5	19	17					
7	Число бюллетеней в переносных ящиках для голосования	1791	20	37	13	36	23	28	26	29	25	28	17	23	22	6	29	8	18	29	24	87	30	35	39	34	18	21	49	29	28	95	54	48	133	101	49	26	33	28	26	17	18	18	17	88	69	0	67	36	12	2	9	16	18					
8	Число бюллетеней в стационарных ящиках для голосования	18086	661	1143	1014	725	390	702	790	371	340	340	315	354	159	46	206	142	306	287	266	512	316	132	269	233	98	189	178	173	195	629	290	327	659	315	274	302	293	495	415	195	129	283	291	620	257	158	386	322	167	70	105	132	120					
9	Число недействительных бюллетеней	1034	7	26	30	7	5	10	19	12	16	13	38	12	8	15	12	2	16	24	9	34	16	14	28	15	9	20	16	21	29	66	47	33	33	25	17	29	12	23	38	21	3	14	16	35	13	22	16	33	12	14	2	18	9					
10	Число действительных бюллетеней	18843	674	1154	997	754	408	720	797	388	349	355	294	365	173	37	223	148	308	292	281	565	330	153	280	252	107	190	211	181	194	658	297	342	759	391	306	299	314	500	403	191	144	287	292	673	313	136	437	325	167	58	112	130	129					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	484	18	18	23	21	17	19	32	19	9	6	5	9	2	0	5	4	4	5	1	14	6	4	10	12	4	4	5	8	5	12	7	7	14	7	6	11	12	10	10	5	4	6	6	13	7	4	12	22	4	4	4	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	406	17	17	23	18	17	19	29	19	9	4	3	9	2	0	5	3	3	5	1	14	6	0	10	9	4	3	5	8	2	10	7	5	14	6	4	7	11	10	7	0	1	5	4	8	0	3	12	16	4	0	3	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	243	1	14	20	5	1	8	28	6	7	3	5	10	0	2	2	3	3	3	3	7	0	1	2	8	2	4	4	2	3	4	4	4	5	2	2	0	4	8	7	3	5	5	5	3	3	2	4	5	1	1	3	3	3					
14	Число погашенных открепительных удостоверений	78	1	1	0	3	0	0	3	0	0	2	2	0	0	0	0	1	1	0	0	0	0	4	0	3	0	1	0	0	3	2	0	2	0	1	2	4	1	0	3	5	3	1	2	5	7	1	0	6	0	4	1	0	3					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	644	14	30	20	18	12	24	24	13	15	9	4	6	9	0	9	4	7	12	8	21	6	12	18	14	8	6	8	7	8	21	13	16	20	17	20	16	19	17	9	19	6	15	13	16	9	7	8	9	12	1	4	5	6					
		3.23%	2.05%	2.54%	1.94%	2.36%	2.90%	3.28%	2.94%	3.25%	4.10%	2.44%	1.20%	1.59%	4.97%	0.0%	3.82%	2.66%	2.16%	3.79%	2.75%	3.50%	1.73%	7.18%	5.84%	5.24%	6.89%	2.85%	3.52%	3.46%	3.58%	2.90%	3.77%	4.26%	2.52%	4.08%	6.19%	4.87%	5.82%	3.25%	2.04%	8.96%	4.08%	4.98%	4.22%	2.25%	2.76%	4.43%	1.76%	2.51%	6.70%	1.38%	3.50%	3.37%	4.34%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	257	15	26	25	15	10	18	18	9	10	7	4	4	0	0	6	1	3	1	1	4	3	4	2	0	0	7	2	2	1	0	1	7	9	6	2	2	1	3	4	0	3	1	5	5	4	1	1	2	2	0	0	0	0					
		1.29%	2.20%	2.20%	2.43%	1.97%	2.42%	2.46%	2.20%	2.25%	2.73%	1.90%	1.20%	1.06%	0.0%	0.0%	2.55%	0.66%	0.92%	0.31%	0.34%	0.66%	0.86%	2.39%	0.64%	0.0%	0.0%	3.33%	0.88%	0.99%	0.44%	0.0%	0.29%	1.86%	1.13%	1.44%	0.61%	0.60%	0.30%	0.57%	0.90%	0.0%	2.04%	0.33%	1.62%	0.70%	1.22%	0.63%	0.22%	0.55%	1.11%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	568	18	35	39	36	7	24	20	18	10	19	5	9	4	5	4	1	14	7	8	13	10	7	7	7	3	5	6	10	9	8	14	6	11	15	8	9	6	17	9	6	3	0	10	40	5	3	3	9	2	2	3	10	9					
		2.85%	2.64%	2.96%	3.79%	4.73%	1.69%	3.28%	2.45%	4.5%	2.73%	5.16%	1.50%	2.38%	2.20%	9.61%	1.70%	0.66%	4.32%	2.21%	2.75%	2.17%	2.89%	4.19%	2.27%	2.62%	2.58%	2.38%	2.64%	4.95%	4.03%	1.10%	4.06%	1.6%	1.38%	3.60%	2.47%	2.74%	1.84%	3.25%	2.04%	2.83%	2.04%	0.0%	3.24%	5.64%	1.53%	1.89%	0.66%	2.51%	1.11%	2.77%	2.63%	6.75%	6.52%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	246	10	20	17	12	6	8	16	6	4	5	4	1	4	0	4	2	2	9	3	3	4	4	4	1	0	3	5	5	2	1	6	4	11	6	2	2	3	9	4	0	1	1	5	6	1	5	4	2	3	0	0	1	5					
		1.23%	1.46%	1.69%	1.65%	1.57%	1.45%	1.09%	1.96%	1.5%	1.09%	1.35%	1.20%	0.26%	2.20%	0.0%	1.70%	1.33%	0.61%	2.84%	1.03%	0.50%	1.15%	2.39%	1.29%	0.37%	0.0%	1.42%	2.20%	2.47%	0.89%	0.13%	1.74%	1.06%	1.38%	1.44%	0.61%	0.60%	0.92%	1.72%	0.90%	0.0%	0.68%	0.33%	1.62%	0.84%	0.30%	3.16%	0.88%	0.55%	1.67%	0.0%	0.0%	0.67%	3.62%					
22	"5. ""За Русь Святую"""	103	2	12	9	3	1	6	5	3	2	1	0	0	2	0	2	1	2	1	2	2	5	0	0	1	1	1	2	3	1	0	3	4	2	5	0	6	2	1	1	0	0	1	2	4	0	0	0	0	1	0	0	0	1					
		0.51%	0.29%	1.01%	0.87%	0.39%	0.24%	0.82%	0.61%	0.75%	0.54%	0.27%	0.0%	0.0%	1.10%	0.0%	0.85%	0.66%	0.61%	0.31%	0.68%	0.33%	1.44%	0.0%	0.0%	0.37%	0.86%	0.47%	0.88%	1.48%	0.44%	0.0%	0.87%	1.06%	0.25%	1.20%	0.0%	1.82%	0.61%	0.19%	0.22%	0.0%	0.0%	0.33%	0.64%	0.56%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.72%					
23	"6. ""Объединенная Российская партия ""Русь"""	108	4	2	2	4	3	3	4	1	1	2	1	0	0	0	2	5	0	0	6	2	2	0	1	2	2	0	2	0	4	0	2	0	5	4	2	3	1	6	2	4	0	4	5	3	3	1	1	3	1	0	1	1	1					
		0.54%	0.58%	0.16%	0.19%	0.52%	0.72%	0.41%	0.49%	0.25%	0.27%	0.54%	0.30%	0.0%	0.0%	0.0%	0.85%	3.33%	0.0%	0.0%	2.06%	0.33%	0.57%	0.0%	0.32%	0.74%	1.72%	0.0%	0.88%	0.0%	1.79%	0.0%	0.58%	0.0%	0.63%	0.96%	0.61%	0.91%	0.30%	1.14%	0.45%	1.88%	0.0%	1.32%	1.62%	0.42%	0.92%	0.63%	0.22%	0.83%	0.55%	0.0%	0.87%	0.67%	0.72%					
24	"7. ""Новый курс - Автомобильная Россия"""	130	6	14	10	2	8	6	6	6	7	0	6	5	0	0	2	0	0	1	2	2	1	2	2	1	0	2	0	0	3	0	1	1	8	2	1	1	0	5	3	0	0	1	2	4	3	1	0	0	0	0	0	3	0					
		0.65%	0.88%	1.18%	0.97%	0.26%	1.93%	0.82%	0.73%	1.5%	1.91%	0.0%	1.80%	1.32%	0.0%	0.0%	0.85%	0.0%	0.0%	0.31%	0.68%	0.33%	0.28%	1.19%	0.64%	0.37%	0.0%	0.95%	0.0%	0.0%	1.34%	0.0%	0.29%	0.26%	1.01%	0.48%	0.30%	0.30%	0.0%	0.95%	0.68%	0.0%	0.0%	0.33%	0.64%	0.56%	0.92%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	2.02%	0.0%					
