Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Алейская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13563	622	219	50	126	163	258	528	474	92	874	61	255	958	390	183	196	508	788	75	526	652	431	41	68	150	95	478	298	683	69	624	367	344	440	504	507	466									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13717	638	220	49	122	165	258	537	474	91	887	58	253	969	389	186	197	518	789	73	536	660	444	42	66	153	95	487	306	706	70	631	374	350	445	510	514	455									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6982	333	99	40	69	109	128	290	334	59	312	35	120	425	197	117	99	265	298	68	321	314	196	34	44	79	55	209	154	302	43	339	258	155	244	290	257	291									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	782	27	10	0	6	4	4	26	25	0	82	2	18	94	23	10	19	29	17	0	35	22	50	2	0	6	10	10	38	27	5	44	23	15	5	44	24	26									
6	Число погашенных избирательных бюллетеней	5953	278	111	9	47	52	126	221	115	32	493	21	115	450	169	59	79	224	474	5	180	324	198	6	22	68	30	268	114	377	22	248	93	180	196	176	233	138									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	782	27	10	0	6	4	4	26	25	0	82	2	18	94	23	10	19	29	17	0	35	22	50	2	0	6	10	10	38	27	5	44	23	15	5	44	24	26									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6981	333	99	40	69	109	128	290	334	59	312	35	120	424	197	117	99	265	298	68	321	314	196	34	44	79	55	209	154	302	43	339	258	155	244	290	257	291									
9	Число недействительных избирательных бюллетеней	151	9	3	0	1	0	3	5	2	0	14	0	2	19	3	1	0	6	5	1	5	8	1	1	0	3	2	13	3	7	0	1	7	7	8	1	8	2									
10	Число действительных избирательных бюллетеней	7612	351	106	40	74	113	129	311	357	59	380	37	136	499	217	126	118	288	310	67	351	328	245	35	44	82	63	206	189	322	48	382	274	163	241	333	273	315									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	133	20	3	2	1	2	3	5	3	2	6	0	2	4	4	2	2	10	4	0	6	3	4	0	0	1	0	4	2	12	0	4	3	4	3	5	4	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	117	20	3	2	1	2	0	5	2	0	6	0	2	4	1	2	0	10	4	0	6	3	4	0	0	1	0	4	2	12	0	4	3	4	0	5	4	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	138	7	4	3	5	1	2	1	8	2	2	5	6	2	7	2	3	5	13	3	3	6	0	2	3	2	1	2	1	0	1	4	1	4	2	7	4	14									
14	Число погашенных неиспользованных открепительных удостоверений	16	0	0	0	0	0	3	0	1	2	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	39	2	0	0	0	0	1	1	0	1	2	1	1	3	1	1	1	2	0	1	4	2	2	0	0	0	0	3	0	3	1	0	2	1	0	0	1	2									
		0.50%	0.56%	0.00%	0.00%	0.00%	0.00%	0.76%	0.32%	0.00%	1.69%	0.51%	2.70%	0.72%	0.58%	0.45%	0.79%	0.85%	0.68%	0.00%	1.47%	1.12%	0.60%	0.81%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%	0.91%	2.08%	0.00%	0.71%	0.59%	0.00%	0.00%	0.36%	0.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	293	16	5	0	1	2	7	14	9	2	21	1	11	18	4	5	4	9	12	3	7	20	13	1	0	4	2	11	3	18	2	9	24	3	8	9	4	11									
		3.77%	4.44%	4.59%	0.00%	1.33%	1.77%	5.30%	4.43%	2.51%	3.39%	5.33%	2.70%	7.97%	3.47%	1.82%	3.94%	3.39%	3.06%	3.81%	4.41%	1.97%	5.95%	5.28%	2.78%	0.00%	4.71%	3.08%	5.02%	1.56%	5.47%	4.17%	2.35%	8.54%	1.76%	3.21%	2.69%	1.42%	3.47%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	85	6	0	0	1	1	2	4	13	0	3	0	1	3	4	1	1	2	1	0	5	4	2	0	0	1	0	2	0	3	1	2	2	3	3	2	8	4									
		1.09%	1.67%	0.00%	0.00%	1.33%	0.88%	1.52%	1.27%	3.62%	0.00%	0.76%	0.00%	0.72%	0.58%	1.82%	0.79%	0.85%	0.68%	0.32%	0.00%	1.40%	1.19%	0.81%	0.00%	0.00%	1.18%	0.00%	0.91%	0.00%	0.91%	2.08%	0.52%	0.71%	1.76%	1.20%	0.60%	2.85%	1.26%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3872	162	39	21	27	80	47	165	243	33	182	11	58	257	101	84	67	149	120	45	192	110	141	23	26	33	21	103	87	105	19	287	112	72	133	200	132	185									
		49.88%	45.00%	35.78%	52.50%	36.00%	70.80%	35.61%	52.22%	67.69%	55.93%	46.19%	29.73%	42.03%	49.61%	45.91%	66.14%	56.78%	50.68%	38.10%	66.18%	53.93%	32.74%	57.32%	63.89%	59.09%	38.82%	32.31%	47.03%	45.31%	31.91%	39.58%	74.93%	39.86%	42.35%	53.41%	59.88%	46.98%	58.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	2	2	0	0	1	0	1									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.28%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.79%	0.85%	0.34%	0.00%	0.00%	0.28%	0.00%	0.00%	2.78%	0.00%	0.00%	0.00%	0.00%	0.52%	0.30%	2.08%	0.52%	0.71%	0.00%	0.00%	0.30%	0.00%	0.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0									
		0.09%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	1.54%	0.46%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1193	68	19	8	30	19	17	66	37	8	48	12	12	55	54	10	14	43	83	4	56	55	40	4	8	9	8	30	27	50	10	33	52	30	54	38	45	37									
		15.37%	18.89%	17.43%	20.00%	40.00%	16.81%	12.88%	20.89%	10.31%	13.56%	12.18%	32.43%	8.70%	10.62%	24.55%	7.87%	11.86%	14.63%	26.35%	5.88%	15.73%	16.37%	16.26%	11.11%	18.18%	10.59%	12.31%	13.70%	14.06%	15.20%	20.83%	8.62%	18.51%	17.65%	21.69%	11.38%	16.01%	11.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	2	0	0	0	0	0	3	2	0	0	0	0	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0									
		0.23%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.56%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	0	0	0	0	0	0	0	0	0	4	0	1	1	2	0	0	1	5	0	0	1	0	0	0	0	4	0	1	1	0	1	0	2	4	2	0	1									
		0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.72%	0.19%	0.91%	0.00%	0.00%	0.34%	1.59%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	6.15%	0.00%	0.52%	0.30%	0.00%	0.26%	0.00%	1.18%	1.61%	0.60%	0.00%	0.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	1	0	0	2	1	0	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	1	1									
		0.22%	0.00%	0.92%	0.00%	0.00%	1.77%	0.76%	0.00%	0.28%	0.00%	0.00%	0.00%	2.17%	0.19%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	1.04%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.32%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	1	0	2	0	0	1	1	0	0	7	0	2	2	2	0	1	1	4	0	2	1	2	0	0	2	0	0	0	0	0	0	0	1	1	2	3	3									
		0.53%	0.28%	0.00%	5.00%	0.00%	0.00%	0.76%	0.32%	0.00%	0.00%	1.78%	0.00%	1.45%	0.39%	0.91%	0.00%	0.85%	0.34%	1.27%	0.00%	0.56%	0.30%	0.81%	0.00%	0.00%	2.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.40%	0.60%	1.07%	0.95%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1443	64	31	8	7	6	48	47	42	13	78	10	38	78	36	20	23	58	63	13	63	106	28	5	6	31	26	38	46	88	13	36	69	45	24	32	54	50									
		18.59%	17.78%	28.44%	20.00%	9.33%	5.31%	36.36%	14.87%	11.70%	22.03%	19.80%	27.03%	27.54%	15.06%	16.36%	15.75%	19.49%	19.73%	20.00%	19.12%	17.70%	31.55%	11.38%	13.89%	13.64%	36.47%	40.00%	17.35%	23.96%	26.75%	27.08%	9.40%	24.56%	26.47%	9.64%	9.58%	19.22%	15.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	1	0	0	0	0	1	1	0	0	0	0	2	1	0	0	1	0	1	0	0	3	1	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0									
