Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Могойтуйская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19371	1982	2018	2190	1999	882	460	190	769	128	875	1065	922	340	710	642	576	629	620	811	310	910	103	240									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19450	1930	1930	2100	2000	900	470	190	800	120	930	1000	980	360	700	650	590	650	640	900	370	900	110	230									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	949	0	0	0	0	53	24	26	91	13	82	90	121	36	15	43	0	60	74	113	0	73	15	20									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9353	718	775	926	816	488	279	99	317	56	403	595	458	236	314	426	334	372	344	514	261	453	44	125									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	655	44	52	27	24	43	17	17	24	9	65	78	23	14	34	29	31	22	31	30	0	20	0	21									
6	Число погашенных избирательных бюллетеней	8493	1168	1103	1147	1160	316	150	48	368	42	380	237	378	74	337	152	225	196	191	243	109	354	51	64									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1604	44	52	27	24	96	41	43	115	22	147	168	144	50	49	72	31	82	105	143	0	93	15	41									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9352	718	775	926	816	488	279	99	317	56	402	595	458	236	314	426	334	372	344	514	261	453	44	125									
9	Число недействительных избирательных бюллетеней	172	13	14	22	18	1	7	1	5	2	6	8	7	4	14	1	11	2	2	12	4	13	2	3									
10	Число действительных избирательных бюллетеней	10784	749	813	931	822	583	313	141	427	76	543	755	595	282	349	497	354	452	447	645	257	533	57	163									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	610	25	34	40	22	35	15	2	40	2	53	59	50	22	12	10	14	25	25	78	5	30	7	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	586	21	33	40	19	35	14	2	40	1	52	58	50	22	2	10	12	25	25	78	5	30	7	5									
