Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Ольховатская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18368	821	1087	1410	1004	1338	1010	1245	772	625	214	432	535	506	293	466	600	673	253	608	117	380	393	235	506	718	1089	412	626									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17840	800	1000	1300	1000	1200	1000	1200	750	650	220	420	550	500	300	500	600	700	260	600	110	350	400	230	500	700	1000	400	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9859	476	635	553	301	642	633	796	440	412	81	317	385	366	138	236	378	318	76	287	57	201	182	179	318	314	555	217	366									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	4775	166	136	127	250	306	188	212	211	145	112	102	123	101	142	186	193	324	173	270	47	131	193	22	73	214	242	171	215									
6	Число погашенных избирательных бюллетеней	3206	158	229	620	449	252	179	192	99	93	27	1	42	33	20	78	29	58	11	43	6	18	25	29	109	172	203	12	19									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	4775	166	136	127	250	306	188	212	211	145	112	102	123	101	142	186	193	324	173	270	47	131	193	22	73	214	242	171	215									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9859	476	635	553	301	642	633	796	440	412	81	317	385	366	138	236	378	318	76	287	57	201	182	179	318	314	555	217	366									
9	Число недействительных избирательных бюллетеней	144	10	9	5	7	10	2	9	0	6	4	0	3	0	0	4	0	40	0	7	0	4	0	0	8	4	10	0	2									
10	Число действительных избирательных бюллетеней	14490	632	762	675	544	938	819	999	651	551	189	419	505	467	280	418	571	602	249	550	104	328	375	201	383	524	787	388	579									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	335	10	15	10	10	10	15	15	15	30	5	10	15	10	10	25	10	15	10	10	5	10	10	5	10	10	15	10	10									
