Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Починковская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2020	УИК №2022	УИК №2023	УИК №2024	УИК №2026	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2035					
1	"Число избирателей, внесенных в список избирателей"	24401	1439	1756	2290	1481	1400	287	450	206	558	384	244	1798	817	668	226	899	265	600	62	385	303	1333	1086	540	94	403	727	390	321	524	473	308	152	94	392	125	477	444					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24521	1445	1800	2295	1495	1415	290	455	185	580	390	235	1815	815	680	225	915	250	615	62	375	305	1355	1090	530	94	400	730	390	325	520	475	300	150	90	390	125	470	445					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19217	1255	1537	1871	1063	1220	236	332	100	481	288	197	1347	611	522	147	688	190	503	51	297	224	1163	851	305	74	265	596	340	227	392	381	172	124	58	336	90	327	356					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3384	115	138	93	245	31	35	100	75	63	91	35	210	103	91	64	161	60	73	11	66	66	151	160	199	16	118	98	37	75	106	77	108	19	26	35	24	122	87					
6	Число погашенных избирательных бюллетеней	1920	75	125	331	187	164	19	23	10	36	11	3	258	101	67	14	66	0	39	0	12	15	41	79	26	4	17	36	13	23	22	17	20	7	6	19	11	21	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3384	115	138	93	245	31	35	100	75	63	91	35	210	103	91	64	161	60	73	11	66	66	151	160	199	16	118	98	37	75	106	77	108	19	26	35	24	122	87					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19215	1255	1537	1871	1063	1220	236	332	100	481	288	197	1345	611	522	147	688	190	503	51	297	224	1163	851	305	74	265	596	340	227	392	381	172	124	58	336	90	327	356					
9	Число недействительных избирательных бюллетеней	87	9	10	10	21	1	0	1	2	0	1	0	6	4	1	0	2	0	2	0	0	0	3	3	0	0	0	5	0	0	0	0	0	0	1	2	2	1	0					
10	Число действительных избирательных бюллетеней	22512	1361	1665	1954	1287	1250	271	431	173	544	378	232	1549	710	612	211	847	250	574	62	363	290	1311	1008	504	90	383	689	377	302	498	458	280	143	83	369	112	448	443					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	494	30	52	49	27	30	9	10	4	13	13	5	30	13	17	7	18	6	14	2	7	6	30	11	7	2	7	12	5	5	8	7	8	5	2	7	2	6	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	291	24	43	44	17	24	8	5	0	13	13	0	20	13	14	1	3	0	2	0	0	1	19	7	7	1	0	1	0	1	2	0	1	0	0	3	0	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	181	18	11	8	10	3	3	2	3	2	10	4	13	5	4	6	2	3	1	2	6	4	10	5	2	9	2	3	2	2	2	3	5	2	2	4	2	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	203	6	9	5	10	6	1	5	4	0	0	5	10	0	3	6	15	6	12	2	7	5	11	4	0	1	7	11	5	4	6	7	7	5	2	4	2	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	525	35	72	27	21	56	2	5	9	2	2	2	48	7	28	0	4	3	4	2	9	14	36	20	2	8	14	19	9	4	13	8	1	1	0	10	15	13	0					
		2.32%	2.55%	4.30%	1.37%	1.61%	4.48%	0.74%	1.16%	5.14%	0.37%	0.53%	0.86%	3.09%	0.98%	4.57%	0.00%	0.47%	1.20%	0.69%	3.23%	2.48%	4.83%	2.74%	1.98%	0.40%	8.89%	3.66%	2.74%	2.39%	1.32%	2.61%	1.75%	0.36%	0.70%	0.00%	2.70%	13.16%	2.90%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	693	22	128	32	33	50	5	17	7	5	14	2	64	6	41	1	6	3	17	0	7	8	65	14	2	4	17	30	13	4	19	22	1	3	3	15	6	2	5					
		3.07%	1.61%	7.64%	1.63%	2.52%	3.99%	1.85%	3.94%	4.00%	0.92%	3.69%	0.86%	4.12%	0.84%	6.69%	0.47%	0.71%	1.20%	2.95%	0.00%	1.93%	2.76%	4.95%	1.38%	0.40%	4.44%	4.44%	4.32%	3.45%	1.32%	3.82%	4.80%	0.36%	2.10%	3.57%	4.04%	5.26%	0.45%	1.13%					
