Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Ивановская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345					
1	"Число избирателей, внесенных в списки"	19658	1172	2932	97	160	591	391	191	271	255	153	454	508	925	304	150	108	612	112	1405	1228	1295	665	373	354	107	523	1609	1043	540	396	734					
2	"Число бюллетеней, полученных участковыми комиссиями"	20300	2260	2840	161	175	580	380	182	264	246	144	446	416	1040	305	140	120	593	112	1400	1210	1270	700	355	360	107	514	1570	1000	530	380	500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10827	1067	1429	97	113	276	250	91	171	132	120	237	241	422	177	102	53	342	62	638	599	811	320	228	224	83	302	854	471	306	195	414					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	508	105	51	0	3	35	20	0	0	0	4	8	8	45	7	9	0	12	0	13	24	0	7	13	6	0	11	34	42	21	11	19					
6	Число погашенных бюллетеней	8965	1088	1360	64	59	269	110	91	93	114	20	201	167	573	121	29	67	239	50	749	587	459	373	114	130	24	201	682	487	203	174	67					
7	Число бюллетеней в переносных ящиках для голосования	508	105	51	0	3	35	20	0	0	0	4	8	8	45	7	9	0	12	0	13	24	0	7	13	6	0	11	34	42	21	11	19					
8	Число бюллетеней в стационарных ящиках для голосования	10841	1067	1429	97	113	276	250	91	171	132	120	237	241	422	177	102	67	342	62	638	599	811	320	228	224	83	302	854	471	306	195	414					
9	Число недействительных бюллетеней	131	13	12	3	2	1	3	1	4	0	0	5	4	5	2	3	0	6	0	10	8	3	5	3	0	4	4	16	7	1	1	5					
10	Число действительных бюллетеней	11218	1159	1468	94	114	310	267	90	167	132	124	240	245	462	182	108	67	348	62	641	615	808	322	238	230	79	309	872	506	326	205	428					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	66	10	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	5	10	0	0	0	0	0	10	5	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	38	7	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	10	0	0	0	0	0	6	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	66	0	9	0	1	2	2	0	2	0	0	1	0	3	0	1	2	1	0	0	5	12	0	2	4	1	0	11	1	4	2	0					
14	Число погашенных открепительных удостоверений	28	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	5	0	0	0					
15	Число открепительных удостоверений выданных ТИК	14	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	193	23	18	5	3	5	3	3	3	1	2	3	7	4	3	5	4	7	0	12	9	7	5	9	5	2	10	11	9	10	3	2					
		1.70%	1.96%	1.21%	5.15%	2.58%	1.60%	1.11%	3.29%	1.75%	0.75%	1.61%	1.22%	2.81%	0.85%	1.63%	4.50%	5.97%	1.97%	0.0%	1.84%	1.44%	0.86%	1.52%	3.73%	2.17%	2.40%	3.19%	1.23%	1.75%	3.05%	1.45%	0.46%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	113	8	14	0	2	4	2	3	3	2	0	1	2	3	1	2	0	9	2	2	2	17	6	0	5	0	3	6	2	3	2	7					
		0.99%	0.68%	0.94%	0.0%	1.72%	1.28%	0.74%	3.29%	1.75%	1.51%	0.0%	0.40%	0.80%	0.64%	0.54%	1.80%	0.0%	2.54%	3.22%	0.30%	0.32%	2.09%	1.83%	0.0%	2.17%	0.0%	0.95%	0.67%	0.38%	0.91%	0.97%	1.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	372	48	34	6	1	13	5	6	13	4	1	5	10	13	2	3	3	9	1	23	24	9	12	9	6	2	18	27	23	16	9	17					
		3.27%	4.09%	2.29%	6.18%	0.86%	4.18%	1.85%	6.59%	7.60%	3.03%	0.80%	2.04%	4.01%	2.78%	1.08%	2.70%	4.47%	2.54%	1.61%	3.53%	3.85%	1.10%	3.66%	3.73%	2.60%	2.40%	5.75%	3.04%	4.48%	4.89%	4.36%	3.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	189	17	44	3	0	10	1	2	2	0	0	4	7	3	2	0	1	4	0	21	4	12	9	1	4	1	4	13	5	5	3	7					
		1.66%	1.45%	2.97%	3.09%	0.0%	3.21%	0.37%	2.19%	1.16%	0.0%	0.0%	1.63%	2.81%	0.64%	1.08%	0.0%	1.49%	1.12%	0.0%	3.22%	0.64%	1.47%	2.75%	0.41%	1.73%	1.20%	1.27%	1.46%	0.97%	1.52%	1.45%	1.61%					
22	"5. ""За Русь Святую"""	78	8	22	2	1	1	7	1	3	1	0	4	0	0	0	0	2	4	0	2	4	2	2	1	0	1	0	5	0	3	0	2					
		0.68%	0.68%	1.48%	2.06%	0.86%	0.32%	2.59%	1.09%	1.75%	0.75%	0.0%	1.63%	0.0%	0.0%	0.0%	0.0%	2.98%	1.12%	0.0%	0.30%	0.64%	0.24%	0.61%	0.41%	0.0%	1.20%	0.0%	0.56%	0.0%	0.91%	0.0%	0.46%					
23	"6. ""Объединенная Российская партия ""Русь"""	48	3	3	1	0	0	1	2	0	3	0	1	1	1	0	0	1	2	0	3	1	6	0	6	1	1	0	4	1	2	4	0					
		0.42%	0.25%	0.20%	1.03%	0.0%	0.0%	0.37%	2.19%	0.0%	2.27%	0.0%	0.40%	0.40%	0.21%	0.0%	0.0%	1.49%	0.56%	0.0%	0.46%	0.16%	0.73%	0.0%	2.48%	0.43%	1.20%	0.0%	0.45%	0.19%	0.61%	1.94%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	64	8	11	0	1	1	0	0	0	0	0	1	2	2	2	1	0	0	0	5	2	8	0	0	1	1	3	4	4	2	0	5					
		0.56%	0.68%	0.74%	0.0%	0.86%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.80%	0.42%	1.08%	0.90%	0.0%	0.0%	0.0%	0.76%	0.32%	0.98%	0.0%	0.0%	0.43%	1.20%	0.95%	0.45%	0.77%	0.61%	0.0%	1.15%					
25	"8. ""Народно-республиканская партия России"""	15	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	2	1	0	0	0	2					
		0.13%	0.08%	0.06%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.48%	0.0%	0.0%	0.82%	0.0%	0.0%	0.63%	0.11%	0.0%	0.0%	0.0%	0.46%					
