Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
"Наименование Избирательной комиссии:    Тула, Привокзальная"																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989					
1	"Число избирателей, внесенных в список избирателей"	67990	2077	2057	1983	2126	1620	1250	1494	1120	1169	1360	2029	1997	1132	1968	2056	1568	1995	1986	2507	1423	1215	2060	2314	2233	2315	1524	1944	1680	1894	1970	2272	2099	1079	276	2435	2060	2041	1452	210					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	64000	1800	1800	1700	1800	1300	1200	1450	1050	1200	1200	1600	1600	1000	2000	2100	1600	2100	2100	2600	1450	1200	2000	2200	2000	2100	1500	1900	1700	2000	2000	2300	2100	1050	300	2000	1700	1600	1450	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	48433	1627	1682	1298	1485	1214	818	850	733	1063	694	1091	1441	882	1070	1433	1190	1454	1449	1806	1158	1082	1721	1929	1578	1592	1221	1645	1338	1380	1112	1597	1711	638	276	1569	1386	931	1099	190					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3049	51	110	157	83	45	63	16	57	5	28	173	32	15	53	46	36	25	56	32	265	46	262	263	238	248	226	47	38	34	21	32	53	70	0	22	58	16	27	0					
6	Число погашенных избирательных бюллетеней	12518	122	8	245	232	41	319	584	260	132	478	336	127	103	877	621	374	621	595	762	27	72	17	8	184	260	53	208	324	586	867	671	336	342	24	409	256	653	324	60					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3039	51	110	157	83	45	63	16	57	5	28	173	32	15	53	46	36	25	56	32	255	46	262	263	238	248	226	47	38	34	21	32	53	70	0	22	58	16	27	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	47930	1627	1682	1296	1485	1214	811	841	733	1063	692	1089	1399	878	1061	1433	1190	1454	1449	1803	1042	1011	1719	1858	1578	1592	1221	1645	1333	1380	1109	1562	1658	638	276	1502	1386	931	1099	190					
9	Число недействительных избирательных бюллетеней	1223	0	0	18	1	6	0	12	10	6	12	38	23	13	16	20	13	30	19	17	63	159	146	159	11	166	84	16	17	15	24	12	19	12	1	19	17	21	7	1					
10	Число действительных избирательных бюллетеней	49746	1678	1792	1435	1567	1253	874	845	780	1062	708	1224	1408	880	1098	1459	1213	1449	1486	1818	1234	898	1835	1962	1805	1674	1363	1676	1354	1399	1106	1582	1692	696	275	1505	1427	926	1119	189					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1486	30	30	35	35	35	30	30	30	40	42	43	40	30	35	45	35	50	46	50	43	30	50	30	37	50	30	35	40	66	46	65	45	30	0	65	38	40	35	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1443	30	23	33	32	34	22	28	29	40	41	36	40	30	35	45	32	50	46	49	41	30	50	30	37	49	30	34	40	66	46	65	43	30	0	64	38	40	35	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1880	13	19	15	17	18	10	26	9	10	13	25	36	27	38	36	15	26	29	32	12	28	174	145	236	151	34	141	35	26	35	30	24	54	132	29	50	91	22	17					
14	Число погашенных неиспользованных открепительных удостоверений	43	0	7	2	3	1	8	2	1	0	1	7	0	0	0	0	3	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	655	5	10	9	7	3	8	3	2	9	27	23	27	12	21	12	23	18	28	29	12	15	22	30	8	27	23	13	27	29	31	29	23	15	0	25	18	16	16	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3866	15	10	79	6	109	79	83	71	88	108	73	122	85	111	127	128	118	133	162	85	73	131	134	148	158	89	132	87	122	110	117	114	72	33	187	126	97	111	33					
