Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Красноборская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485					
1	"Число избирателей, внесенных в списки"	11890	2218	1600	456	124	433	133	100	468	247	469	675	428	274	318	887	387	202	272	270	1217	168	121	278	145					
2	"Число бюллетеней, полученных участковыми комиссиями"	11776	2100	1600	460	110	460	150	100	470	250	470	670	430	280	315	870	390	200	270	270	1220	160	111	280	140					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7471	1299	926	272	73	264	85	81	331	151	277	462	280	195	240	575	293	132	175	175	750	65	87	204	79					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	930	74	70	16	27	20	10	7	55	72	109	20	29	12	27	79	38	16	18	40	117	41	11	6	16					
6	Число погашенных бюллетеней	3375	727	604	172	10	176	55	12	84	27	84	188	121	73	48	216	59	52	77	55	353	54	13	70	45					
7	Число бюллетеней в переносных ящиках для голосования	929	74	70	16	27	20	10	7	55	72	109	20	29	12	27	79	38	16	18	40	116	41	11	6	16					
8	Число бюллетеней в стационарных ящиках для голосования	7464	1292	926	272	73	264	85	81	331	151	277	462	280	195	240	575	293	132	175	175	750	65	87	204	79					
9	Число недействительных бюллетеней	102	19	18	4	0	0	1	2	5	3	5	14	2	3	0	7	4	2	1	6	3	1	1	1	0					
10	Число действительных бюллетеней	8291	1347	978	284	100	284	94	86	381	220	381	468	307	204	267	647	327	146	192	209	863	105	97	209	95					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	399	40	40	10	10	10	10	10	10	10	10	40	10	10	40	19	10	10	10	10	40	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	73	12	5	2	2	0	2	1	6	1	0	2	0	5	3	12	3	2	0	2	11	0	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	39	8	3	3	4	0	0	0	1	0	0	2	0	2	1	5	0	0	3	2	3	0	0	1	1					
14	Число погашенных открепительных удостоверений	326	28	35	8	8	10	8	9	4	9	10	38	10	5	37	7	7	8	10	8	29	10	9	9	10					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	124	12	13	9	2	5	1	4	5	2	5	6	3	2	4	10	0	9	1	4	14	2	5	4	2					
		1.47%	0.87%	1.30%	3.12%	2.0%	1.76%	1.05%	4.54%	1.29%	0.89%	1.29%	1.24%	0.97%	0.96%	1.49%	1.52%	0.0%	6.08%	0.51%	1.86%	1.61%	1.88%	5.10%	1.90%	2.10%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	92	19	17	3	2	0	1	5	1	10	1	3	2	3	3	10	0	1	2	1	6	0	1	1	0					
		1.09%	1.39%	1.70%	1.04%	2.0%	0.0%	1.05%	5.68%	0.25%	4.48%	0.25%	0.62%	0.64%	1.44%	1.12%	1.52%	0.0%	0.67%	1.03%	0.46%	0.69%	0.0%	1.02%	0.47%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	427	41	54	11	2	28	2	6	28	13	25	20	11	9	22	34	25	10	8	8	40	7	14	8	1					
		5.08%	3.00%	5.42%	3.81%	2.0%	9.85%	2.10%	6.81%	7.25%	5.82%	6.47%	4.14%	3.55%	4.34%	8.23%	5.19%	7.55%	6.75%	4.14%	3.72%	4.61%	6.60%	14.28%	3.80%	1.05%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	160	31	15	5	3	3	1	0	17	8	7	8	5	3	6	5	16	2	2	4	17	0	0	1	1					
		1.90%	2.26%	1.50%	1.73%	3.0%	1.05%	1.05%	0.0%	4.40%	3.58%	1.81%	1.65%	1.61%	1.44%	2.24%	0.76%	4.83%	1.35%	1.03%	1.86%	1.96%	0.0%	0.0%	0.47%	1.05%					
22	"5. ""За Русь Святую"""	55	11	4	1	0	2	1	1	2	2	4	2	4	1	1	5	0	1	2	2	8	1	0	0	0					
		0.65%	0.80%	0.40%	0.34%	0.0%	0.70%	1.05%	1.13%	0.51%	0.89%	1.03%	0.41%	1.29%	0.48%	0.37%	0.76%	0.0%	0.67%	1.03%	0.93%	0.92%	0.94%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	35	4	1	1	0	2	1	1	1	1	2	0	1	0	1	8	1	0	2	0	4	1	1	2	0					
		0.41%	0.29%	0.10%	0.34%	0.0%	0.70%	1.05%	1.13%	0.25%	0.44%	0.51%	0.0%	0.32%	0.0%	0.37%	1.22%	0.30%	0.0%	1.03%	0.0%	0.46%	0.94%	1.02%	0.95%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	37	5	7	3	1	1	0	1	1	2	1	2	1	1	2	1	0	1	1	0	6	0	0	0	0					
		0.44%	0.36%	0.70%	1.04%	1.0%	0.35%	0.0%	1.13%	0.25%	0.89%	0.25%	0.41%	0.32%	0.48%	0.74%	0.15%	0.0%	0.67%	0.51%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	20	4	2	0	1	3	1	0	0	0	1	0	0	0	0	0	0	1	1	2	2	0	2	0	0					
		0.23%	0.29%	0.20%	0.0%	1.0%	1.05%	1.05%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.51%	0.93%	0.23%	0.0%	2.04%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	2	4	2	0	0	1	0	1	0	0	2	1	2	0	0	0	0	1	0	4	0	0	1	0					
		0.25%	0.14%	0.40%	0.69%	0.0%	0.0%	1.05%	0.0%	0.25%	0.0%	0.0%	0.41%	0.32%	0.96%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.46%	0.0%	0.0%	0.47%	0.0%					
27	"10. ""Аграрная партия России"""	519	66	59	25	8	11	1	4	30	8	44	22	11	1	11	33	31	15	12	19	70	9	4	19	6					
		6.18%	4.83%	5.92%	8.68%	8.0%	3.87%	1.05%	4.54%	7.77%	3.58%	11.39%	4.56%	3.55%	0.48%	4.11%	5.04%	9.36%	10.13%	6.21%	8.83%	8.08%	8.49%	4.08%	9.04%	6.31%					
28	"11. ""Истинные патриоты России"""	8	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0					
		0.09%	0.14%	0.0%	0.0%	0.0%	0.35%	0.0%	1.13%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.11%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	174	39	31	5	0	3	1	5	9	2	5	5	2	2	4	8	9	1	2	11	19	2	0	7	2					
		2.07%	2.85%	3.11%	1.73%	0.0%	1.05%	1.05%	5.68%	2.33%	0.89%	1.29%	1.03%	0.64%	0.96%	1.49%	1.22%	2.71%	0.67%	1.03%	5.11%	2.19%	1.88%	0.0%	3.33%	2.10%					
30	"13. ""Демократическая партия России"""	34	5	2	2	0	1	1	0	1	2	0	1	1	0	0	5	2	0	1	3	4	2	0	1	0					
		0.40%	0.36%	0.20%	0.69%	0.0%	0.35%	1.05%	0.0%	0.25%	0.89%	0.0%	0.20%	0.32%	0.0%	0.0%	0.76%	0.60%	0.0%	0.51%	1.39%	0.46%	1.88%	0.0%	0.47%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	17	1	7	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	2	0	0	0	0					
		0.20%	0.07%	0.70%	0.34%	0.0%	0.35%	1.05%	0.0%	0.0%	0.0%	0.25%	0.0%	0.32%	0.0%	0.0%	0.15%	0.30%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	12	3	2	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0					
		0.14%	0.21%	0.20%	0.0%	0.0%	0.0%	0.0%	1.13%	0.0%	0.44%	0.25%	0.0%	0.0%	0.48%	0.37%	0.0%	0.30%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	430	90	51	11	5	12	3	2	26	11	21	28	12	4	12	61	18	9	4	8	23	5	5	7	2					
		5.12%	6.58%	5.12%	3.81%	5.0%	4.22%	3.15%	2.27%	6.73%	4.93%	5.44%	5.80%	3.88%	1.93%	4.49%	9.32%	5.43%	6.08%	2.07%	3.72%	2.65%	4.71%	5.10%	3.33%	2.10%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	23	2	1	1	0	1	0	0	2	1	2	1	2	1	0	2	0	0	1	1	1	2	1	1	0					
		0.27%	0.14%	0.10%	0.34%	0.0%	0.35%	0.0%	0.0%	0.51%	0.44%	0.51%	0.20%	0.64%	0.48%	0.0%	0.30%	0.0%	0.0%	0.51%	0.46%	0.11%	1.88%	1.02%	0.47%	0.0%					
35	"18. ""ЛДПР"""	1103	180	139	32	20	28	21	12	43	26	86	64	31	37	25	65	62	20	26	28	88	12	16	24	18					
		13.14%	13.17%	13.95%	11.11%	20.0%	9.85%	22.10%	13.63%	11.13%	11.65%	22.27%	13.27%	10.03%	17.87%	9.36%	9.93%	18.73%	13.51%	13.47%	13.02%	10.16%	11.32%	16.32%	11.42%	18.94%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	227	33	26	3	1	14	2	0	7	10	10	4	12	11	2	18	15	3	2	8	38	2	2	3	1					
		2.70%	2.41%	2.61%	1.04%	1.0%	4.92%	2.10%	0.0%	1.81%	4.48%	2.59%	0.82%	3.88%	5.31%	0.74%	2.75%	4.53%	2.02%	1.03%	3.72%	4.38%	1.88%	2.04%	1.42%	1.05%					
37	"20. ""Политическая партия ""Единая Россия"""	3853	597	421	134	45	108	39	42	170	94	122	264	193	105	142	310	128	54	103	93	426	51	42	117	53					
