Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Соль-Илецкая																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584					
1	"Число избирателей, внесенных в список"	39065	594	362	1120	738	1216	190	266	452	550	1013	224	690	765	389	275	326	1154	512	768	339	233	827	303	611	717	694	506	620	682	284	705	687	135	366	1213	1527	1600	1001	1850	1983	1770	1225	1283	1686	338	799	1044	1142	1103	188					
2	Число полученных избирательных бюллетеней	38990	615	380	1130	760	1400	182	290	450	550	1020	230	710	780	400	270	330	1160	525	770	350	245	810	305	620	710	710	520	650	710	300	720	690	143	350	1130	1400	1500	1000	1700	1800	1700	1200	1250	1740	340	850	1050	1150	1150	245					
3	"Число избирательных бюллетеней, выданных  досрочно"	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	22470	405	219	692	601	665	142	167	328	376	733	185	452	467	242	189	259	650	370	582	246	200	573	241	404	418	548	409	317	496	193	469	431	83	265	493	596	786	379	877	883	806	606	773	931	217	448	436	547	548	127					
5	"Число избирательных бюллетеней, выданных вне помещения"	1476	6	13	103	11	48	0	11	0	19	41	7	25	59	11	3	10	67	51	56	11	5	45	1	57	28	10	3	62	26	39	40	23	10	6	51	22	63	59	30	50	47	27	47	18	5	15	17	24	57	37					
6	Число погашенных избирательных бюллетеней	15035	204	148	335	148	687	40	112	122	155	246	36	233	254	147	77	61	443	104	132	93	40	192	63	159	264	152	108	271	188	68	211	236	50	79	586	781	650	562	793	866	846	567	429	791	118	387	596	579	545	81					
7	Число избирательных бюллетеней в переносных ящиках	1484	6	13	103	11	48	0	11	0	19	41	9	25	59	11	4	10	67	51	56	11	5	45	1	57	28	10	3	62	26	39	40	23	10	6	51	22	64	59	30	51	48	27	48	18	5	15	18	24	57	37					
8	Число бюллетеней в стационарных ящиках для голосования	22469	405	219	692	601	665	142	167	328	376	733	185	452	467	242	189	259	650	370	582	246	200	572	241	404	418	548	409	317	496	193	469	431	83	265	493	596	786	379	877	883	806	606	773	931	217	448	436	547	548	127					
9	Число недействительных избирательных бюллетеней	289	11	0	10	6	10	0	6	0	4	15	2	3	6	6	3	1	4	7	10	4	0	15	3	7	6	2	4	15	7	2	9	7	0	5	4	7	4	6	8	7	9	2	6	14	5	6	4	7	4	6					
10	Число действительных избирательных бюллетеней	23664	400	232	785	606	703	142	172	328	391	759	192	474	520	247	190	268	713	414	628	253	205	602	239	454	440	556	408	364	515	230	500	447	93	266	540	611	846	432	899	927	845	631	815	935	217	457	450	564	601	158					
11	Число полученных открепительных  удостоверений	300	5	3	8	6	14	2	2	2	6	7	3	6	6	2	2	3	14	6	6	4	2	6	2	4	4	4	4	4	4	3	6	5	2	2	8	13	14	8	14	14	14	6	8	14	2	4	4	8	8	2					
12	Число выданных открепительных удостоверений	177	0	0	8	5	14	1	2	2	5	7	0	6	6	2	0	1	5	3	1	2	2	6	0	4	4	2	0	4	4	3	6	5	0	2	5	2	3	2	7	3	9	6	5	7	2	1	4	5	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	86	5	0	0	2	5	1	2	1	3	3	1	4	1	1	1	1	1	4	0	0	1	0	1	2	1	2	0	1	0	1	2	0	0	1	1	1	2	1	7	1	6	0	7	6	1	1	1	1	1	1					
14	Число неиспользованных открепительных удостоверений	123	5	3	0	1	0	1	0	0	1	0	3	0	0	0	2	2	9	3	5	2	0	0	2	0	0	2	4	0	0	0	0	0	2	0	3	11	11	6	7	11	5	0	3	7	0	3	0	3	4	2					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	841	9	4	29	8	17	0	6	0	13	20	3	5	17	3	3	13	11	9	13	4	4	23	5	11	6	4	7	5	10	1	10	6	1	11	21	20	45	21	60	66	43	48	35	50	11	18	19	49	34	10					
