Выборы Президента Российской Федерации																																																																
Дата голосования: 04.03.2012																																																																
																																																																
Наименование Избирательной комиссии:    Соль-Илецкая																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	53																																																														
																																																																
		Сумма	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1749	УИК №1853	УИК №1854									
1	Число избирателей, включенных в список избирателей	43350	606	341	1273	836	1302	192	292	504	598	1073	218	735	785	482	331	386	1234	478	823	343	314	930	324	676	827	896	558	677	724	264	716	715	117	337	1693	1562	1490	1022	1754	1829	1973	1394	1348	2064	460	1073	1109	1254	1361	728	144	122	63									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	42800	580	340	1290	850	1300	200	285	500	620	1100	230	770	780	480	330	360	1250	480	850	355	320	950	340	680	830	920	570	690	720	270	710	740	130	320	1580	1525	1450	990	1750	1800	1800	1350	1360	2000	430	1050	1050	1200	1350	630	150	125	70									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	23334	356	186	633	529	725	115	161	283	372	697	139	435	434	263	202	228	620	328	411	243	191	482	140	384	512	463	280	358	406	157	425	380	67	245	791	703	782	424	932	943	920	722	737	1166	292	513	536	636	754	476	44	71	42									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1563	30	20	95	33	43	15	14	21	9	80	23	28	45	17	4	33	56	15	73	13	21	74	10	26	18	36	29	56	7	26	37	59	7	12	6	17	52	35	20	25	59	24	30	18	12	19	18	32	15	5	86	4	1									
6	Число погашенных избирательных бюллетеней	17903	194	134	562	288	532	70	110	196	239	323	68	307	301	200	124	99	574	137	366	99	108	394	190	270	300	421	261	276	307	87	248	301	56	63	783	805	616	531	798	832	821	604	593	816	126	518	496	532	581	149	20	50	27									
