Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Канская городская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151					
1	"Число избирателей, внесенных в список избирателей"	70274	2108	2238	1613	2490	2561	2536	2320	1839	1367	2055	2507	2725	1857	1679	1459	2104	757	2304	2628	1645	1962	2583	2820	2609	2741	2789	2595	2422	2203	1928	2210	2264	356					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	67826	2042	2067	1495	2431	2470	2485	2232	1785	1296	1966	2335	2672	1737	1556	1398	2272	724	2185	2557	1542	1794	2536	2757	2539	2623	2731	2546	2306	2143	1873	2133	2196	402					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	25859	579	734	470	800	968	1031	938	680	361	698	720	903	462	637	493	1120	302	506	890	539	753	1172	1339	1143	1057	1124	968	975	917	799	680	745	356					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1009	41	29	22	7	51	45	34	49	13	34	22	62	23	39	21	22	5	24	19	14	17	42	38	34	92	65	33	27	36	22	10	17	0					
6	Число погашенных избирательных бюллетеней	40958	1422	1304	1003	1624	1451	1409	1260	1056	922	1234	1593	1707	1252	880	884	1130	417	1655	1648	989	1024	1322	1380	1362	1474	1542	1545	1304	1190	1052	1443	1434	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1009	41	29	22	7	51	45	34	49	13	34	22	62	23	39	21	22	5	24	19	14	17	42	38	34	92	65	33	27	36	22	10	17	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25855	579	733	470	799	968	1030	938	680	361	698	720	903	462	637	493	1120	301	506	890	539	753	1172	1339	1143	1057	1124	968	975	917	799	680	745	356					
9	Число недействительных избирательных бюллетеней	525	12	6	10	14	17	19	16	21	7	25	10	16	11	5	11	22	15	5	20	13	12	15	28	52	24	25	19	13	21	7	13	14	7					
10	Число действительных избирательных бюллетеней	26339	608	756	482	792	1002	1056	956	708	367	707	732	949	474	671	503	1120	291	525	889	540	758	1199	1349	1125	1125	1164	982	989	932	814	677	748	349					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	744	22	8	23	23	23	23	23	23	23	23	23	23	23	23	23	53	8	23	23	23	23	23	23	24	24	24	24	24	24	24	24	24	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	317	9	8	5	10	10	14	13	8	1	6	9	15	1	4	5	43	4	11	8	3	8	19	18	12	4	11	12	8	6	12	12	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	333	1	8	1	4	9	6	33	8	22	3	2	0	2	7	3	25	29	3	6	7	4	3	8	7	6	5	5	5	2	4	8	1	96					
