Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Глазовская городская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745					
1	"Число избирателей, внесенных в списки избирателей"	77503	2885	1175	224	2498	2306	2827	1430	1952	2770	2612	2771	1398	1471	2814	1495	1399	1236	1411	2825	1497	559	2346	1327	1651	2888	1391	1479	1551	1373	2952	1478	1403	2715	1433	1435	1825	1219	1325	1589	1517	1640	1624	1487	140	160					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	66680	2500	1000	220	2200	2000	2500	1200	1600	2500	2500	2500	1100	1200	2500	1200	1200	1100	1200	2500	1300	550	2100	1100	1400	2500	1100	1300	1300	1100	2500	1300	1100	2400	1200	1200	1500	1000	1100	1300	1300	1300	1400	1300	150	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	46173	1950	641	122	1315	1228	1714	904	1121	1705	1688	1626	871	883	1745	828	806	685	759	1702	969	383	1323	757	1051	1832	789	927	998	892	1810	955	865	1745	913	868	1128	605	695	798	775	740	975	787	140	160					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	854	19	16	68	21	31	28	18	24	17	48	50	19	13	27	28	27	15	19	35	21	0	16	11	12	14	16	19	6	7	13	8	8	26	12	8	6	9	67	4	10	12	14	12	0	0					
6	Число погашенных избирательных бюллетеней	19651	531	343	30	864	741	758	278	455	778	764	824	210	304	728	344	367	400	422	763	310	167	761	332	337	654	295	354	296	201	677	337	227	629	273	324	366	386	338	498	515	548	411	501	10	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	854	19	16	68	21	31	28	18	24	17	48	50	19	13	27	28	27	15	19	35	21	0	16	11	12	14	16	19	6	7	13	8	8	26	12	8	6	9	67	4	10	12	14	12	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46074	1949	641	121	1314	1228	1686	903	1115	1694	1688	1626	871	881	1723	828	805	685	759	1702	969	383	1319	757	1046	1831	789	927	997	891	1810	955	864	1742	913	868	1125	603	693	798	775	739	975	786	140	160					
9	Число недействительных избирательных бюллетеней	978	40	14	9	33	21	33	27	9	28	31	41	14	13	39	13	25	25	17	28	17	10	26	11	26	49	16	14	33	19	37	8	19	51	13	12	24	20	10	21	19	15	24	9	3	12					
10	Число действительных избирательных бюллетеней	45950	1928	643	180	1302	1238	1681	894	1130	1683	1705	1635	876	881	1711	843	807	675	761	1709	973	373	1309	757	1032	1796	789	932	970	879	1786	955	853	1717	912	864	1107	592	750	781	766	736	965	789	137	148					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1025	30	20	0	20	30	30	20	20	30	30	30	20	20	30	20	20	50	20	30	20	40	45	20	20	30	20	20	20	20	30	20	20	30	20	20	20	20	20	20	20	20	20	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	434	13	1	0	11	12	15	7	7	10	11	12	10	7	18	8	6	49	7	12	10	22	43	7	16	8	6	4	2	3	12	7	4	14	3	9	10	3	6	1	6	5	8	9	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	264	9	2	0	5	2	8	7	2	6	8	8	3	9	4	4	7	5	5	4	3	26	13	3	6	2	5	3	1	3	2	3	2	3	1	4	4	0	2	3	6	4	0	9	3	55					
14	Число погашенных неиспользованных открепительных удостоверений	591	17	19	0	9	18	15	13	13	20	19	18	10	13	12	12	14	1	13	18	10	18	2	13	4	22	14	16	18	17	18	13	16	16	17	11	10	17	14	19	14	15	12	11	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	0	0	1	0	3	0	1	0	1	1	1	0	2	0	1	1	1	2	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	1305	71	14	5	31	39	50	30	38	48	65	38	21	31	40	14	19	9	22	52	53	6	44	18	29	48	25	21	24	23	53	20	19	54	24	38	26	9	21	15	21	20	32	21	3	1					
		2.78%	3.61%	2.13%	2.65%	2.32%	3.10%	2.92%	3.26%	3.34%	2.81%	3.74%	2.27%	2.36%	3.47%	2.29%	1.64%	2.28%	1.29%	2.83%	2.99%	5.35%	1.57%	3.30%	2.34%	2.74%	2.60%	3.11%	2.22%	2.39%	2.56%	2.91%	2.08%	2.18%	3.05%	2.59%	4.34%	2.30%	1.47%	2.76%	1.87%	2.68%	2.66%	3.24%	2.63%	2.14%	0.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	552	11	6	2	11	12	17	15	8	19	14	27	17	13	32	19	7	14	10	28	12	5	15	11	17	22	9	8	16	10	29	11	8	26	8	8	17	6	4	4	1	6	6	9	2	0					
		1.18%	0.56%	0.91%	1.06%	0.82%	0.95%	0.99%	1.63%	0.70%	1.11%	0.81%	1.61%	1.91%	1.45%	1.83%	2.22%	0.84%	2.00%	1.29%	1.61%	1.21%	1.31%	1.12%	1.43%	1.61%	1.19%	1.12%	0.85%	1.60%	1.11%	1.59%	1.14%	0.92%	1.47%	0.86%	0.91%	1.50%	0.98%	0.53%	0.50%	0.13%	0.80%	0.61%	1.13%	1.43%	0.00%					
20	3.Политическая партия «Демократическая партия России»	94	4	0	0	4	1	4	0	7	3	5	4	1	2	1	1	0	3	2	3	5	1	0	2	0	5	1	1	2	2	4	2	0	6	2	2	3	1	3	0	0	1	1	3	1	1					
		0.20%	0.20%	0.00%	0.00%	0.30%	0.08%	0.23%	0.00%	0.61%	0.18%	0.29%	0.24%	0.11%	0.22%	0.06%	0.12%	0.00%	0.43%	0.26%	0.17%	0.51%	0.26%	0.00%	0.26%	0.00%	0.27%	0.12%	0.11%	0.20%	0.22%	0.22%	0.21%	0.00%	0.34%	0.22%	0.23%	0.27%	0.16%	0.39%	0.00%	0.00%	0.13%	0.10%	0.38%	0.71%	0.63%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	11937	459	159	65	368	339	521	267	255	506	531	476	231	216	484	178	217	164	190	536	266	61	319	158	272	461	191	230	254	227	447	260	225	451	263	183	299	153	133	160	189	172	225	151	18	7					
