Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Глазовская городская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741					
1	"Число избирателей, внесенных в список избирателей"	75619	2105	2088	2169	1342	1761	2302	1482	2197	2485	2465	2599	1493	1437	2678	1624	1637	2245	2222	1865	2130	2037	1761	2066	1737	2026	2116	1804	2847	1375	1324	2128	1827	2258	1540	2169	131	2403	1721	1682	170	171					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	76119	2120	2090	2170	1350	1750	2300	1490	2220	2550	2460	2670	1500	1410	2700	1630	1640	2260	2240	1890	2120	2100	1790	2090	1740	2000	2140	1810	2870	1390	1330	2140	1840	2300	1530	2170	147	2420	1720	1680	152	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	39466	1237	1019	1014	634	795	1192	807	1208	1311	1373	1297	867	725	1452	797	817	1058	1180	953	1058	1168	1034	1153	934	1118	1252	982	1575	818	763	1208	987	1264	653	1005	111	1101	635	689	51	171					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	564	10	11	11	10	9	15	25	8	27	18	34	13	7	17	14	19	15	18	11	7	7	15	7	5	13	8	10	5	5	6	17	7	10	5	14	10	8	8	4	101	0					
6	Число погашенных избирательных бюллетеней	36089	873	1060	1145	706	946	1093	658	1004	1212	1069	1339	620	678	1231	819	804	1187	1042	926	1055	925	741	930	801	869	880	818	1290	567	561	915	846	1026	872	1151	26	1311	1077	987	0	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	554	10	11	11	10	9	15	25	8	27	18	34	13	7	17	14	19	5	18	11	7	7	15	7	5	13	8	10	5	5	6	17	7	10	5	14	10	8	8	4	101	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39413	1237	1009	1014	634	795	1192	807	1205	1311	1372	1297	867	725	1449	797	817	1053	1180	953	1058	1168	1009	1153	934	1118	1252	981	1575	817	763	1207	987	1263	653	1004	111	1100	635	689	51	171					
9	Число недействительных избирательных бюллетеней	681	33	11	14	14	15	28	15	19	21	29	22	16	16	28	15	16	15	14	17	13	21	0	37	15	13	27	10	26	10	13	22	16	22	18	17	1	19	10	13	0	0					
10	Число действительных избирательных бюллетеней	39286	1214	1009	1011	630	789	1179	817	1194	1317	1361	1309	864	716	1438	796	820	1043	1184	947	1052	1154	1024	1123	924	1118	1233	981	1554	812	756	1202	978	1251	640	1001	120	1089	633	680	152	171					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	910	25	20	20	20	30	20	20	20	40	20	30	20	20	30	20	20	20	20	20	20	100	20	20	20	20	35	20	20	20	20	20	20	20	20	20	0	20	20	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	601	24	8	16	16	16	10	13	17	19	13	26	10	11	28	9	6	15	13	15	9	86	16	11	13	10	18	12	17	10	5	15	13	19	10	9	0	17	12	14	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	352	14	7	6	14	13	14	9	6	14	10	9	3	7	11	6	5	17	9	11	14	21	4	7	10	2	6	16	12	4	5	8	6	7	3	4	1	17	0	10	10	0					
14	Число погашенных неиспользованных открепительных удостоверений	309	1	12	4	4	14	10	7	3	21	7	4	10	9	2	11	14	5	7	5	11	14	4	9	7	10	17	8	3	10	15	5	7	1	10	11	0	3	8	6	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	1	0	0	0	0	1	1	0	0	0	4	0	0	0	1	0	1	1	1	0	2	1	3	0	2	0	0	1	0	1	1	0	0	0	1	0	1	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4360	117	126	103	84	85	149	73	123	140	164	142	93	74	128	94	97	118	156	101	114	120	124	147	111	106	133	107	189	94	78	168	97	146	68	104	4	118	57	64	26	18					
		10.91%	9.38%	12.35%	10.05%	13.04%	10.57%	12.34%	8.77%	10.14%	10.46%	11.80%	10.67%	10.57%	10.11%	8.73%	11.59%	11.60%	11.15%	13.02%	10.48%	10.70%	10.21%	12.11%	12.67%	11.82%	9.37%	10.56%	10.80%	11.96%	11.44%	10.14%	13.73%	9.76%	11.47%	10.33%	10.22%	3.31%	10.65%	8.86%	9.24%	17.11%	10.53%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5650	214	150	155	79	111	169	111	190	190	158	193	125	134	214	120	107	152	135	117	157	147	145	143	143	157	179	158	221	107	103	133	137	220	118	132	8	178	91	107	17	25					
		14.14%	17.16%	14.71%	15.12%	12.27%	13.81%	14.00%	13.34%	15.66%	14.20%	11.37%	14.50%	14.20%	18.31%	14.60%	14.80%	12.80%	14.37%	11.27%	12.14%	14.74%	12.51%	14.16%	12.33%	15.23%	13.88%	14.21%	15.94%	13.99%	13.02%	13.39%	10.87%	13.78%	17.28%	17.93%	12.97%	6.61%	16.06%	14.15%	15.44%	11.18%	14.62%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	477	16	16	9	3	4	10	12	21	17	21	22	10	16	21	17	9	13	9	6	11	11	12	11	18	12	9	7	22	7	6	18	12	15	6	20	3	4	10	5	3	3					
		1.19%	1.28%	1.57%	0.88%	0.47%	0.50%	0.83%	1.44%	1.73%	1.27%	1.51%	1.65%	1.14%	2.19%	1.43%	2.10%	1.08%	1.23%	0.75%	0.62%	1.03%	0.94%	1.17%	0.95%	1.92%	1.06%	0.71%	0.71%	1.39%	0.85%	0.78%	1.47%	1.21%	1.18%	0.91%	1.96%	2.48%	0.36%	1.56%	0.72%	1.97%	1.75%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12884	417	325	343	237	285	411	286	368	449	493	406	266	223	514	238	298	368	416	349	378	293	326	362	318	391	358	282	489	271	234	383	348	379	189	368	11	340	199	202	35	36					
		32.24%	33.44%	31.86%	33.46%	36.80%	35.45%	34.05%	34.38%	30.34%	33.56%	35.47%	30.50%	30.23%	30.46%	35.06%	29.35%	35.65%	34.78%	34.72%	36.20%	35.49%	24.94%	31.84%	31.21%	33.87%	34.57%	28.41%	28.46%	30.95%	32.97%	30.43%	31.29%	35.01%	29.77%	28.72%	36.15%	9.09%	30.69%	30.95%	29.15%	23.03%	21.05%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1133	17	27	23	5	15	31	21	47	36	58	50	45	15	53	23	30	26	42	28	40	28	37	35	24	47	42	14	53	27	22	38	32	33	3	24	0	16	11	9	2	4					
