Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Краснопартизанская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731					
1	"Число избирателей, внесенных в списки избирателей"	12112	919	1665	2223	427	1044	566	567	144	302	960	601	366	389	388	363	282	571	335					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12250	930	1612	2104	434	1116	590	588	154	300	992	620	372	414	414	372	300	590	348					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8219	598	770	1224	251	720	479	411	134	274	834	428	284	302	313	281	235	447	234					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	963	45	112	117	46	96	34	69	0	25	34	117	35	34	29	32	0	69	69					
6	Число погашенных избирательных бюллетеней	3068	287	730	763	137	300	77	108	20	1	124	75	53	78	72	59	65	74	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	963	45	112	117	46	96	34	69	0	25	34	117	35	34	29	32	0	69	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8216	598	770	1224	251	720	479	411	134	274	833	428	284	302	312	281	235	447	233					
9	Число недействительных избирательных бюллетеней	136	6	16	11	2	25	7	14	0	7	3	3	7	2	21	0	0	2	10					
10	Число действительных избирательных бюллетеней	9043	637	866	1330	295	791	506	466	134	292	864	542	312	334	320	313	235	514	292					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	280	5	15	60	5	85	5	15	5	7	17	10	10	8	10	3	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	251	5	15	60	5	56	5	15	5	7	17	10	10	8	10	3	5	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	35	2	5	6	2	1	2	1	0	3	2	1	1	3	4	0	0	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	29	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	1	3	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	178	21	11	19	4	19	13	7	0	4	11	19	2	3	13	1	5	9	17					
		1.94%	3.27%	1.25%	1.42%	1.35%	2.33%	2.53%	1.46%	0.00%	1.34%	1.27%	3.49%	0.63%	0.89%	3.81%	0.32%	2.13%	1.74%	5.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	2	0	4	1	0	0	2	0	0	0	0	0	1	0	1	1	1	0					
		0.14%	0.31%	0.00%	0.30%	0.34%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.32%	0.43%	0.19%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	0	1	1	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0					
		0.08%	0.00%	0.11%	0.07%	0.00%	0.12%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.19%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	735	53	107	183	17	80	21	20	7	16	60	22	14	29	22	22	7	25	30					
		8.01%	8.24%	12.13%	13.65%	5.72%	9.80%	4.09%	4.17%	5.22%	5.35%	6.92%	4.04%	4.39%	8.63%	6.45%	7.03%	2.98%	4.84%	9.93%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	5	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0					
		0.05%	0.00%	0.11%	0.07%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	6	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1					
		0.07%	0.00%	0.00%	0.07%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.33%					
24	7.Политическая партия «Либерально-демократическая партия России»	361	50	65	70	19	35	13	10	0	5	27	7	3	3	7	9	6	26	6					
		3.93%	7.78%	7.37%	5.22%	6.40%	4.29%	2.53%	2.08%	0.00%	1.67%	3.11%	1.28%	0.94%	0.89%	2.05%	2.88%	2.55%	5.04%	1.99%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	539	48	53	107	31	43	22	33	3	8	24	48	22	19	9	28	4	20	17					
		5.87%	7.47%	6.01%	7.98%	10.44%	5.27%	4.29%	6.88%	2.24%	2.68%	2.77%	8.81%	6.90%	5.65%	2.64%	8.95%	1.70%	3.88%	5.63%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	29	5	3	6	0	2	0	0	0	3	1	3	2	0	0	0	0	4	0					
		0.32%	0.78%	0.34%	0.45%	0.00%	0.25%	0.00%	0.00%	0.00%	1.00%	0.12%	0.55%	0.63%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7146	458	623	932	221	609	435	393	123	256	738	438	267	276	268	249	212	428	220					
		77.85%	71.23%	70.63%	69.50%	74.41%	74.63%	84.80%	81.88%	91.79%	85.62%	85.12%	80.37%	83.70%	82.14%	78.59%	79.55%	90.21%	82.95%	72.85%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	24	0	2	6	1	0	0	1	1	0	1	4	2	3	0	2	0	0	1					
		0.26%	0.00%	0.23%	0.45%	0.34%	0.00%	0.00%	0.21%	0.75%	0.00%	0.12%	0.73%	0.63%	0.89%	0.00%	0.64%	0.00%	0.00%	0.33%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
