Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Серовская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813					
1	"Число избирателей, внесенных в списки"	17859	1282	1280	1176	1014	1585	890	1091	1169	1128	554	1513	173	1255	1215	273	90	661	464	182	133	170	144	192	86	139					
2	"Число бюллетеней, полученных участковыми комиссиями"	16229	1140	1120	1060	1000	1410	790	1000	1060	1010	490	1350	174	1130	1100	250	92	590	410	171	146	174	144	191	85	142					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	63	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	11	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7430	498	547	431	397	638	387	460	501	468	272	558	74	472	437	144	50	283	212	114	93	103	80	92	32	87					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	726	11	16	29	17	19	37	66	40	58	35	40	14	27	34	12	11	97	44	29	8	12	10	23	27	10					
6	Число погашенных бюллетеней	8010	631	554	600	586	753	366	474	519	484	183	752	86	631	629	94	31	210	105	28	45	59	54	76	15	45					
7	Число бюллетеней в переносных ящиках для голосования	789	11	19	29	17	19	37	66	40	58	35	40	14	27	34	12	11	97	93	29	8	12	10	23	38	10					
8	Число бюллетеней в стационарных ящиках для голосования	7429	498	547	430	397	638	387	460	501	468	272	558	74	472	437	144	50	283	212	114	93	103	80	92	32	87					
9	Число недействительных бюллетеней	163	12	10	11	10	13	6	23	22	14	10	3	2	6	3	0	0	0	5	2	2	2	4	3	0	0					
10	Число действительных бюллетеней	8055	497	556	448	404	644	418	503	519	512	297	595	86	493	468	156	61	380	300	141	99	113	86	112	70	97					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	140	5	10	5	5	10	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	51	0	7	0	2	7	0	1	5	4	3	4	0	3	5	0	0	4	0	1	1	2	0	0	0	2					
