Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Зеленодольская городская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550					
1	"Число избирателей, внесенных в списки"	76834	780	1161	2199	2070	1805	1854	1873	2146	1624	141	2106	1995	1596	232	1930	1572	1887	1755	2136	1827	2115	2142	2094	2167	1486	450	2056	2087	2277	669	1157	2699	2759	2715	2689	2658	2633	2695	2734	1222	2641					
2	"Число бюллетеней, полученных участковыми комиссиями"	76905	745	1145	2220	2075	1795	1870	1895	2185	1600	150	2110	1985	1605	202	1945	1575	1900	1770	2180	1825	2105	2125	2105	2185	1440	448	1995	2080	2280	670	1145	2695	2770	2730	2795	2670	2670	2720	2730	1110	2660					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	43304	465	782	1295	1229	1037	992	1036	1231	853	0	1204	1183	912	80	1128	764	1100	1014	1176	1083	1225	1212	1220	1237	757	317	1135	1419	1186	285	639	1386	1446	1317	1532	1957	1433	1523	1390	650	1474					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2282	64	34	63	126	14	38	51	30	66	137	56	39	31	24	38	65	36	49	83	28	23	64	46	25	34	101	138	122	18	65	47	44	35	36	33	81	47	9	98	119	25					
6	Число погашенных бюллетеней	31319	216	329	862	720	744	840	808	924	681	13	850	763	662	98	779	746	764	707	921	714	857	849	839	923	649	30	722	539	1076	320	459	1265	1289	1377	1230	632	1190	1188	1242	341	1161					
7	Число бюллетеней в переносных ящиках для голосования	2282	64	34	63	126	14	38	51	30	66	137	56	39	31	24	38	65	36	49	83	28	23	64	46	25	34	101	138	122	18	65	47	44	35	36	33	81	47	9	98	119	25					
8	Число бюллетеней в стационарных ящиках для голосования	43113	465	748	1295	1229	1023	992	1036	1231	853	0	1204	1183	912	80	1128	764	1100	1012	1176	1083	1225	1212	1219	1235	756	317	1004	1419	1186	285	639	1386	1446	1317	1532	1957	1430	1523	1390	650	1471					
9	Число недействительных бюллетеней	808	6	22	41	24	28	21	5	36	17	1	18	14	9	0	15	14	23	28	7	22	32	8	26	23	17	12	28	23	23	1	24	41	27	21	18	39	19	14	16	26	19					
10	Число действительных бюллетеней	44587	523	760	1317	1331	1009	1009	1082	1225	902	136	1242	1208	934	104	1151	815	1113	1033	1252	1089	1216	1268	1239	1237	773	406	1114	1518	1181	349	662	1389	1454	1332	1547	1999	1458	1518	1472	743	1477					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	793	10	20	22	20	20	20	20	25	30	0	30	15	25	5	15	15	29	16	20	20	16	15	15	30	15	5	15	20	20	10	15	15	16	30	30	29	30	28	22	10	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	595	0	15	21	16	9	9	16	25	11	0	15	15	22	0	15	14	28	16	19	14	16	12	13	13	7	2	12	12	20	2	3	15	16	20	24	17	27	24	22	10	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	287	26	23	8	1	2	2	6	4	1	63	10	4	2	15	4	1	4	1	3	3	7	17	7	3	5	1	2	5	3	0	4	5	6	4	7	10	4	3	8	3	0					
14	Число погашенных открепительных удостоверений	198	10	5	1	4	11	11	4	0	19	0	15	0	3	5	0	1	1	0	1	6	0	3	2	17	8	3	3	8	0	8	12	0	0	10	6	12	3	4	0	0	2					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	588	10	10	20	15	11	16	19	30	23	4	18	7	5	2	12	12	19	9	17	5	17	6	13	16	7	14	13	10	21	6	9	13	12	19	27	18	28	25	25	10	15					
