Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва													
Дата голосования: 07.12.2003 0:00:00													
													
Наименование Избирательной комиссии:    Волгореченская городская													
													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)													
													
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в списки"	14355	2259	2531	2322	2322	2479	2442					
2	"Число бюллетеней, полученных участковыми комиссиями"	14180	2250	2500	2330	2250	2450	2400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8895	1369	1589	1420	1439	1552	1526					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	214	44	26	26	76	23	19					
6	Число погашенных бюллетеней	5070	837	885	884	735	874	855					
7	Число бюллетеней в переносных ящиках для голосования	214	44	26	26	76	23	19					
8	Число бюллетеней в стационарных ящиках для голосования	8884	1369	1588	1419	1433	1551	1524					
9	Число недействительных бюллетеней	79	13	8	14	20	14	10					
10	Число действительных бюллетеней	9019	1400	1606	1431	1489	1560	1533					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	182	30	31	30	30	31	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	52	15	13	11	3	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	25	0	5	3	4	7	6					
14	Число погашенных открепительных удостоверений	130	15	18	19	27	26	25					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	1	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0					
													
18	"1. ""ЕДИНЕНИЕ"""	76	14	19	15	8	7	13					
		0.83%	0.99%	1.17%	1.03%	0.53%	0.44%	0.84%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	355	36	87	32	64	54	82					
		3.90%	2.54%	5.39%	2.21%	4.24%	3.43%	5.31%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	278	64	32	40	50	56	36					
		3.05%	4.52%	1.98%	2.76%	3.31%	3.55%	2.33%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	424	66	98	52	59	79	70					
		4.66%	4.67%	6.07%	3.59%	3.90%	5.01%	4.53%					
22	"5. ""За Русь Святую"""	61	13	10	11	10	9	8					
		0.67%	0.92%	0.61%	0.76%	0.66%	0.57%	0.51%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	6	2	1	2	6	0					
		0.18%	0.42%	0.12%	0.06%	0.13%	0.38%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	88	8	30	5	16	13	16					
		0.96%	0.56%	1.85%	0.34%	1.06%	0.82%	1.03%					
25	"8. ""Народно-республиканская партия России"""	10	1	0	3	2	2	2					
		0.10%	0.07%	0.0%	0.20%	0.13%	0.12%	0.12%					
26	"9. ""Российская экологическая партия ""Зеленые"""	46	4	9	7	12	9	5					
		0.50%	0.28%	0.55%	0.48%	0.79%	0.57%	0.32%					
27	"10. ""Аграрная партия России"""	355	69	52	58	49	53	74					
		3.90%	4.88%	3.22%	4.01%	3.24%	3.36%	4.79%					
28	"11. ""Истинные патриоты России"""	3	1	0	1	0	0	1					
		0.03%	0.07%	0.0%	0.06%	0.0%	0.0%	0.06%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	204	34	31	39	30	25	45					
		2.24%	2.40%	1.92%	2.69%	1.98%	1.58%	2.91%					
30	"13. ""Демократическая партия России"""	15	1	4	4	3	1	2					
		0.16%	0.07%	0.24%	0.27%	0.19%	0.06%	0.12%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	0	4	2	1	3	2					
		0.13%	0.0%	0.24%	0.13%	0.06%	0.19%	0.12%					
32	"15. ""Партия СЛОН"""	9	1	0	1	2	3	2					
		0.09%	0.07%	0.0%	0.06%	0.13%	0.19%	0.12%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1048	167	181	154	175	194	177					
		11.51%	11.81%	11.21%	10.65%	11.59%	12.32%	11.47%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	14	4	3	1	2	4	0					
		0.15%	0.28%	0.18%	0.06%	0.13%	0.25%	0.0%					
35	"18. ""ЛДПР"""	1311	190	236	241	180	232	232					
		14.40%	13.44%	14.62%	16.67%	11.92%	14.73%	15.03%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	221	41	32	45	39	33	31					
		2.42%	2.90%	1.98%	3.11%	2.58%	2.09%	2.00%					
37	"20. ""Политическая партия ""Единая Россия"""	3190	503	566	531	541	561	488					
		35.06%	35.59%	35.06%	36.74%	35.85%	35.64%	31.62%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	1	2	5	0	3	2					
		0.14%	0.07%	0.12%	0.34%	0.0%	0.19%	0.12%					
39	"22. ""Развитие предпринимательства"""	34	6	7	6	4	0	11					
		0.37%	0.42%	0.43%	0.41%	0.26%	0.0%	0.71%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	674	98	107	108	132	127	102					
		7.40%	6.93%	6.62%	7.47%	8.74%	8.06%	6.61%					
													
41	Против всех	561	72	94	69	108	86	132					
		6.16%	5.09%	5.82%	4.77%	7.15%	5.46%	8.55%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
