Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Прибайкальская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492					
1	"Число избирателей, внесенных в списки"	19932	111	143	737	1085	208	613	186	374	155	362	57	141	382	236	717	2937	1231	627	750	133	147	250	724	1402	568	1550	851	312	325	330	1503	121	664					
2	"Число бюллетеней, полученных участковыми комиссиями"	19992	117	116	730	1094	201	612	178	395	154	372	60	147	421	238	728	2905	1242	624	765	139	155	246	728	1434	560	1496	883	306	325	309	1491	139	682					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10993	58	76	369	598	72	345	116	241	108	267	38	97	243	106	360	1790	658	333	422	85	111	112	419	740	301	706	396	181	174	218	823	87	343					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	934	4	12	93	68	57	44	16	24	9	11	0	0	19	53	40	59	20	35	36	4	0	11	36	37	39	28	30	14	18	12	92	6	7					
6	Число погашенных бюллетеней	8065	55	28	268	428	72	223	46	130	37	94	22	50	159	79	328	1056	564	256	307	50	44	123	273	657	220	762	457	111	133	79	576	46	332					
7	Число бюллетеней в переносных ящиках для голосования	934	4	12	93	68	57	44	16	24	9	11	0	0	19	53	40	59	20	35	36	4	0	11	36	37	39	28	30	14	18	12	92	6	7					
8	Число бюллетеней в стационарных ящиках для голосования	10992	58	76	369	598	72	345	116	241	108	267	38	97	243	106	360	1790	658	332	422	85	111	112	419	740	301	706	396	181	174	218	823	87	343					
9	Число недействительных бюллетеней	413	1	3	7	26	0	14	2	10	9	0	5	6	10	2	5	81	8	9	14	1	11	4	24	14	14	23	30	3	4	6	45	7	15					
10	Число действительных бюллетеней	11513	61	85	455	640	129	375	130	255	108	278	33	91	252	157	395	1768	670	358	444	88	100	119	431	763	326	711	396	192	188	224	870	86	335					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	5	7	10	20	5	10	5	7	5	7	3	5	7	5	10	33	20	10	10	5	5	3	15	20	7	10	7	5	5	5	19	3	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	103	0	2	3	6	0	3	0	0	0	0	0	1	6	0	1	33	10	10	4	1	0	0	2	7	2	5	0	0	2	0	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	186	1	1	27	3	3	3	3	1	4	1	2	4	1	7	3	80	3	7	2	0	6	5	6	3	1	3	1	2	0	1	1	0	1					
14	Число погашенных открепительных удостоверений	197	5	5	7	14	5	7	5	7	5	7	3	4	1	5	9	0	10	0	6	4	5	3	13	13	5	5	7	5	3	5	14	3	7					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	269	0	0	9	15	10	8	3	2	5	11	1	1	11	8	18	33	17	7	13	4	0	3	7	11	4	15	11	5	5	5	17	4	6					
		2.25%	0.0%	0.0%	1.94%	2.25%	7.75%	2.05%	2.27%	0.75%	4.27%	3.95%	2.63%	1.03%	4.19%	5.03%	4.5%	1.78%	2.50%	1.90%	2.83%	4.49%	0.0%	2.43%	1.53%	1.41%	1.17%	2.04%	2.58%	2.56%	2.60%	2.17%	1.85%	4.30%	1.71%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	208	2	0	12	16	4	16	0	3	0	2	0	0	3	1	2	35	14	4	3	0	1	1	10	13	4	10	6	6	7	8	12	0	13					
		1.74%	3.22%	0.0%	2.59%	2.40%	3.10%	4.11%	0.0%	1.13%	0.0%	0.71%	0.0%	0.0%	1.14%	0.62%	0.5%	1.89%	2.06%	1.08%	0.65%	0.0%	0.90%	0.81%	2.19%	1.67%	1.17%	1.36%	1.40%	3.07%	3.64%	3.47%	1.31%	0.0%	3.71%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	356	2	1	12	34	10	18	12	12	8	11	1	2	10	5	9	36	16	15	14	5	4	2	18	17	13	15	10	6	6	3	16	1	12					
		2.98%	3.22%	1.13%	2.59%	5.10%	7.75%	4.62%	9.09%	4.52%	6.83%	3.95%	2.63%	2.06%	3.81%	3.14%	2.25%	1.94%	2.35%	4.08%	3.05%	5.61%	3.60%	1.62%	3.95%	2.18%	3.82%	2.04%	2.34%	3.07%	3.12%	1.30%	1.74%	1.07%	3.42%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	210	1	0	12	14	0	8	2	3	0	8	0	0	0	4	5	31	12	10	2	2	8	1	5	14	14	13	12	2	1	4	14	3	5					
		1.76%	1.61%	0.0%	2.59%	2.10%	0.0%	2.05%	1.51%	1.13%	0.0%	2.87%	0.0%	0.0%	0.0%	2.51%	1.25%	1.67%	1.76%	2.72%	0.43%	2.24%	7.20%	0.81%	1.09%	1.80%	4.11%	1.77%	2.81%	1.02%	0.52%	1.73%	1.53%	3.22%	1.42%					
22	"5. ""За Русь Святую"""	75	1	0	10	5	0	2	1	4	1	2	0	1	1	0	0	10	6	3	3	0	0	0	2	4	4	6	1	0	0	0	3	3	2					
		0.62%	1.61%	0.0%	2.16%	0.75%	0.0%	0.51%	0.75%	1.50%	0.85%	0.71%	0.0%	1.03%	0.38%	0.0%	0.0%	0.54%	0.88%	0.81%	0.65%	0.0%	0.0%	0.0%	0.43%	0.51%	1.17%	0.81%	0.23%	0.0%	0.0%	0.0%	0.32%	3.22%	0.57%					
23	"6. ""Объединенная Российская партия ""Русь"""	40	0	0	1	4	0	0	0	0	0	1	0	0	0	1	1	5	0	1	2	0	3	0	5	1	1	3	1	0	4	3	1	0	2					
		0.33%	0.0%	0.0%	0.21%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.62%	0.25%	0.27%	0.0%	0.27%	0.43%	0.0%	2.70%	0.0%	1.09%	0.12%	0.29%	0.40%	0.23%	0.0%	2.08%	1.30%	0.10%	0.0%	0.57%					
24	"7. ""Новый курс - Автомобильная Россия"""	55	0	1	4	2	0	4	0	0	0	2	0	0	1	2	4	6	3	6	0	1	1	0	1	5	0	2	2	1	0	1	2	2	2					
		0.46%	0.0%	1.13%	0.86%	0.30%	0.0%	1.02%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.38%	1.25%	1.0%	0.32%	0.44%	1.63%	0.0%	1.12%	0.90%	0.0%	0.21%	0.64%	0.0%	0.27%	0.46%	0.51%	0.0%	0.43%	0.21%	2.15%	0.57%					
25	"8. ""Народно-республиканская партия России"""	34	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	11	1	1	1	1	0	0	3	2	2	1	0	2	0	0	1	2	1					
		0.28%	0.0%	1.13%	0.64%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.14%	0.27%	0.21%	1.12%	0.0%	0.0%	0.65%	0.25%	0.58%	0.13%	0.0%	1.02%	0.0%	0.0%	0.10%	2.15%	0.28%					
