Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Таттинская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572					
1	"Число избирателей, внесенных в списки избирателей"	9350	213	634	268	584	488	387	529	752	483	120	428	641	298	1284	1226	1015					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8765	220	650	270	580	470	385	540	710	500	120	415	630	325	1050	1000	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7345	197	593	246	466	417	340	387	610	420	119	337	539	257	868	772	777					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	782	13	41	12	68	39	30	66	72	37	1	60	30	41	86	93	93					
6	Число погашенных избирательных бюллетеней	638	10	16	12	46	14	15	87	28	43	0	18	61	27	96	135	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	782	13	41	12	68	39	30	66	72	37	1	60	30	41	86	93	93					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7344	197	593	246	466	417	339	387	610	420	119	337	539	257	868	772	777					
9	Число недействительных избирательных бюллетеней	73	2	5	2	3	3	8	3	13	4	0	5	5	0	7	2	11					
10	Число действительных избирательных бюллетеней	8053	208	629	256	531	453	361	450	669	453	120	392	564	298	947	863	859					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	295	15	20	17	20	15	15	20	20	15	15	15	25	30	20	13	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	164	0	18	13	8	11	3	7	9	9	3	5	17	25	15	10	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	70	2	2	4	5	7	8	2	6	1	2	2	6	1	13	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	131	15	2	4	12	4	12	13	11	6	12	10	8	5	5	3	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	178	2	9	2	15	15	10	7	8	15	3	15	20	3	26	19	9					
