Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Таттинская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556					
1	"Число избирателей, внесенных в список избирателей"	10982	212	806	296	626	538	352	629	846	510	117	445	725	364	1715	1399	1402					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10205	230	750	330	660	550	400	630	880	530	125	440	700	380	1400	1000	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6265	145	454	206	433	364	244	377	406	309	105	297	516	263	813	626	707					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	863	15	92	8	64	41	28	81	56	48	1	93	33	22	116	81	84					
6	Число погашенных избирательных бюллетеней	3077	70	204	116	163	145	128	172	418	173	19	50	151	95	471	293	409					
7	Число избирательных бюллетеней в переносных ящиках для голосования	863	15	92	8	64	41	28	81	56	48	1	93	33	22	116	81	84					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6265	145	454	206	433	364	244	377	406	309	105	297	516	263	813	626	707					
9	Число недействительных избирательных бюллетеней	32	0	1	1	1	0	2	0	2	3	0	1	3	0	8	9	1					
10	Число действительных избирательных бюллетеней	7096	160	545	213	496	405	270	458	460	354	106	389	546	285	921	698	790					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	277	14	15	18	19	15	19	12	20	15	10	15	10	20	27	25	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	264	14	15	17	19	15	19	12	13	15	10	15	9	18	27	23	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	80	0	6	4	2	3	2	6	3	2	3	4	5	1	19	14	6					
14	Число погашенных неиспользованных открепительных удостоверений	13	0	0	1	0	0	0	0	7	0	0	0	1	2	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	1	0	0	0	0	0	1	3	0	0	1	2	0	6	4	5					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1785	25	181	44	86	83	76	130	102	91	25	101	87	82	229	208	235					
		25.04%	15.63%	33.15%	20.56%	17.30%	20.49%	27.94%	28.38%	22.08%	25.49%	23.58%	25.90%	15.85%	28.77%	24.65%	29.42%	29.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	119	0	12	5	6	5	7	2	6	1	0	9	5	3	25	14	19					
		1.67%	0.00%	2.20%	2.34%	1.21%	1.23%	2.57%	0.44%	1.30%	0.28%	0.00%	2.31%	0.91%	1.05%	2.69%	1.98%	2.40%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	1	2	0	2	2	1	3	3	2	1	2	0	0	1	2	2					
		0.34%	0.63%	0.37%	0.00%	0.40%	0.49%	0.37%	0.66%	0.65%	0.56%	0.94%	0.51%	0.00%	0.00%	0.11%	0.28%	0.25%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	674	9	54	14	25	18	16	35	91	62	5	46	39	18	99	71	72					
		9.46%	5.63%	9.89%	6.54%	5.03%	4.44%	5.88%	7.64%	19.70%	17.37%	4.72%	11.79%	7.10%	6.32%	10.66%	10.04%	9.10%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	0	0	0	2	0	0	3	4	2	0	2	1	1	2	2	3					
		0.31%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.66%	0.87%	0.56%	0.00%	0.51%	0.18%	0.35%	0.22%	0.28%	0.38%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4448	124	294	148	373	297	169	284	253	194	75	229	413	181	558	400	456					
		62.40%	77.50%	53.85%	69.16%	75.05%	73.33%	62.13%	62.01%	54.76%	54.34%	70.75%	58.72%	75.23%	63.51%	60.06%	56.58%	57.65%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	24	1	2	2	2	0	1	1	1	2	0	0	1	0	7	1	3					
		0.34%	0.63%	0.37%	0.93%	0.40%	0.00%	0.37%	0.22%	0.22%	0.56%	0.00%	0.00%	0.18%	0.00%	0.75%	0.14%	0.38%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
