Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Степновская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146					
1	"Число избирателей, внесенных в списки избирателей"	15495	856	329	767	256	158	1217	355	1484	1484	1174	704	2002	1611	1424	1270	404					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14950	850	300	750	250	150	1200	350	1450	1450	1100	700	1900	1500	1400	1200	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7686	588	228	447	145	108	672	211	650	591	625	412	851	775	614	495	274					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	962	15	43	15	14	17	81	47	107	139	45	39	111	90	149	50	0					
6	Число погашенных избирательных бюллетеней	6302	247	29	288	91	25	447	92	693	720	430	249	938	635	637	655	126					
7	Число избирательных бюллетеней в переносных ящиках для голосования	962	15	43	15	14	17	81	47	107	139	45	39	111	90	149	50	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7686	588	228	447	145	108	672	211	650	591	625	412	851	775	614	495	274					
9	Число недействительных избирательных бюллетеней	108	5	0	6	2	0	6	1	20	7	7	7	13	9	18	5	2					
10	Число действительных избирательных бюллетеней	8540	598	271	456	157	125	747	257	737	723	663	444	949	856	745	540	272					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	190	10	5	10	5	5	10	10	15	15	10	10	20	20	20	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	103	4	0	3	1	3	10	7	15	7	10	2	10	15	10	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	43	1	3	2	4	1	5	1	1	3	7	2	1	4	4	3	1					
