Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Хорольская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110					
1	"Число избирателей, внесенных в списки"	25042	2604	2002	1635	360	1646	730	208	340	405	138	516	288	268	99	645	926	99	832	289	774	213	1111	316	110	410	162	2474	2018	2775	549	100					
2	"Число бюллетеней, полученных участковыми комиссиями"	24786	2558	1946	1648	340	1714	710	189	316	417	154	500	276	279	94	626	911	101	847	283	762	210	1121	315	112	403	180	2445	1942	2738	532	117					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13193	1291	841	745	192	868	376	137	177	291	122	380	189	195	94	395	590	74	484	178	450	168	477	192	73	295	118	1117	997	1297	294	96					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1033	56	79	44	20	18	45	15	17	28	0	18	20	26	0	71	88	20	92	40	90	0	45	0	0	18	2	48	25	73	35	0					
6	Число погашенных бюллетеней	10560	1211	1026	859	128	828	289	37	122	98	32	102	67	58	0	160	233	7	271	65	222	42	599	123	39	90	60	1280	920	1368	203	21					
7	Число бюллетеней в переносных ящиках для голосования	1033	56	79	44	20	18	45	15	17	28	0	18	20	26	0	71	88	20	92	40	90	0	45	0	0	18	2	48	25	73	35	0					
8	Число бюллетеней в стационарных ящиках для голосования	13193	1291	841	745	192	868	376	137	177	291	122	380	189	195	94	395	590	74	484	178	450	168	477	192	73	295	118	1117	997	1297	294	96					
9	Число недействительных бюллетеней	308	108	16	7	0	14	11	0	5	4	2	4	5	4	3	12	7	0	9	2	6	1	14	1	3	7	2	13	17	24	6	1					
10	Число действительных бюллетеней	13918	1239	904	782	212	872	410	152	189	315	120	394	204	217	91	454	671	94	567	216	534	167	508	191	70	306	118	1152	1005	1346	323	95					
