Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Кромская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16914	759	430	274	525	510	1035	568	427	896	454	436	466	245	171	117	295	262	288	327	1201	2039	1040	1618	270	283	412	333	338	141	282	264	208									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17200	768	433	276	490	519	1070	558	434	933	458	460	484	252	176	117	300	265	294	333	1210	2032	1059	1690	277	297	420	349	340	146	283	266	211									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7967	370	222	98	210	221	365	281	141	371	128	246	259	149	102	63	203	169	130	221	532	854	427	849	126	88	194	183	288	97	116	143	121									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1925	145	15	95	77	79	59	39	147	78	46	22	92	47	35	32	33	49	54	50	68	41	38	45	58	65	115	99	11	20	72	71	28									
6	Число погашенных избирательных бюллетеней	7308	253	196	83	203	219	646	238	146	484	284	192	133	56	39	22	64	47	110	62	610	1137	594	796	93	144	111	67	41	29	95	52	62									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1925	145	15	95	77	79	59	39	147	78	46	22	92	47	35	32	33	49	54	50	68	41	38	45	58	65	115	99	11	20	72	71	28									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7963	370	222	98	210	221	365	281	141	371	128	246	259	149	102	63	203	169	130	221	532	853	424	849	126	88	194	183	288	97	116	143	121									
9	Число недействительных избирательных бюллетеней	205	8	3	6	5	3	13	2	0	25	2	6	1	4	4	2	2	0	0	1	17	21	10	20	15	1	0	1	3	4	5	1	20									
10	Число действительных избирательных бюллетеней	9683	507	234	187	282	297	411	318	288	424	172	262	350	192	133	93	234	218	184	270	583	873	452	874	169	152	309	281	296	113	183	213	129									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	350	12	8	5	9	10	21	11	10	20	9	19	9	5	3	2	6	5	6	7	25	40	22	35	5	6	8	7	7	3	6	5	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	133	4	4	0	6	3	10	2	2	14	0	18	4	0	0	0	2	1	1	1	13	19	9	12	1	2	3	2	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	32	0	0	1	1	1	3	0	0	1	1	0	0	1	0	1	1	1	1	1	2	3	0	2	0	2	1	0	2	0	3	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	217	8	4	5	3	7	11	9	8	6	9	1	5	5	3	2	4	4	5	6	12	21	13	23	4	4	5	5	7	3	6	5	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	2	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	5	9	2	7	0	0	0	0	0	0	1	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	73	2	1	0	1	0	1	2	1	5	6	5	3	1	0	0	0	3	1	1	4	10	7	10	0	0	1	2	4	1	1	0	0									
		0.74%	0.39%	0.42%	0.00%	0.35%	0.00%	0.24%	0.63%	0.35%	1.11%	3.45%	1.87%	0.85%	0.51%	0.00%	0.00%	0.00%	1.38%	0.54%	0.37%	0.67%	1.12%	1.52%	1.12%	0.00%	0.00%	0.32%	0.71%	1.34%	0.85%	0.53%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	316	11	9	4	20	9	19	8	7	19	6	11	21	5	2	2	9	2	6	3	18	29	10	28	7	5	7	4	5	3	16	6	5									
		3.20%	2.14%	3.80%	2.07%	6.97%	3.00%	4.48%	2.50%	2.43%	4.23%	3.45%	4.10%	5.98%	2.55%	1.46%	2.11%	3.81%	0.92%	3.26%	1.11%	3.00%	3.24%	2.16%	3.13%	3.80%	3.27%	2.27%	1.42%	1.67%	2.56%	8.51%	2.80%	3.36%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	147	6	7	3	9	5	6	3	3	8	9	2	1	2	1	2	1	3	1	0	14	14	8	21	0	2	3	4	1	2	1	1	4									
		1.49%	1.17%	2.95%	1.55%	3.14%	1.67%	1.42%	0.94%	1.04%	1.78%	5.17%	0.75%	0.28%	1.02%	0.73%	2.11%	0.42%	1.38%	0.54%	0.00%	2.33%	1.57%	1.73%	2.35%	0.00%	1.31%	0.97%	1.42%	0.33%	1.71%	0.53%	0.47%	2.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5449	311	129	101	149	185	186	175	178	211	77	150	220	127	94	53	186	150	117	171	266	371	213	367	108	89	215	203	222	91	103	128	103									
		55.11%	60.39%	54.43%	52.33%	51.92%	61.67%	43.87%	54.69%	61.81%	46.99%	44.25%	55.97%	62.68%	64.80%	68.61%	55.79%	78.81%	68.81%	63.59%	63.10%	44.33%	41.50%	46.10%	41.05%	58.70%	58.17%	69.58%	71.99%	74.25%	77.78%	54.79%	59.81%	69.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	64	1	1	2	1	1	0	1	2	5	3	2	1	2	0	1	0	0	1	6	10	6	4	6	0	0	3	0	1	1	1	1	1									
		0.65%	0.19%	0.42%	1.04%	0.35%	0.33%	0.00%	0.31%	0.69%	1.11%	1.72%	0.75%	0.28%	1.02%	0.00%	1.05%	0.00%	0.00%	0.54%	2.21%	1.67%	0.67%	0.87%	0.67%	0.00%	0.00%	0.97%	0.00%	0.33%	0.85%	0.53%	0.47%	0.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0									
		0.13%	0.39%	0.00%	0.00%	0.00%	0.00%	0.24%	0.31%	0.69%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.33%	0.22%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1595	81	47	49	60	53	77	87	58	96	31	39	76	34	27	16	13	26	21	17	106	192	101	72	34	16	35	32	36	7	22	31	3									
		16.13%	15.73%	19.83%	25.39%	20.91%	17.67%	18.16%	27.19%	20.14%	21.38%	17.82%	14.55%	21.65%	17.35%	19.71%	16.84%	5.51%	11.93%	11.41%	6.27%	17.67%	21.48%	21.86%	8.05%	18.48%	10.46%	11.33%	11.35%	12.04%	5.98%	11.70%	14.49%	2.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	47	3	0	1	3	0	1	2	2	1	0	2	0	0	0	0	0	0	2	1	6	9	6	5	0	1	1	0	0	0	1	0	0									
		0.48%	0.58%	0.00%	0.52%	1.05%	0.00%	0.24%	0.63%	0.69%	0.22%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.37%	1.00%	1.01%	1.30%	0.56%	0.00%	0.65%	0.32%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	45	2	0	0	0	2	0	2	0	2	1	2	3	1	0	0	1	0	3	0	4	9	5	7	0	0	0	0	0	0	1	0	0									
		0.46%	0.39%	0.00%	0.00%	0.00%	0.67%	0.00%	0.63%	0.00%	0.45%	0.57%	0.75%	0.85%	0.51%	0.00%	0.00%	0.42%	0.00%	1.63%	0.00%	0.67%	1.01%	1.08%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	3	2	1	1	0	0	0	0	1	0	0	0	0									
		0.14%	0.19%	0.00%	0.00%	0.00%	0.00%	0.24%	0.63%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.50%	0.22%	0.22%	0.11%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	50	1	1	3	1	0	1	2	2	0	1	0	0	0	0	0	1	1	0	0	6	10	4	8	0	3	4	1	0	0	0	0	0									
		0.51%	0.19%	0.42%	1.55%	0.35%	0.00%	0.24%	0.63%	0.69%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.46%	0.00%	0.00%	1.00%	1.12%	0.87%	0.89%	0.00%	1.96%	1.29%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1524	69	26	16	34	35	94	29	27	57	32	38	16	13	8	11	18	29	25	64	123	168	71	304	20	35	31	25	24	3	35	35	9									
		15.41%	13.40%	10.97%	8.29%	11.85%	11.67%	22.17%	9.06%	9.38%	12.69%	18.39%	14.18%	4.56%	6.63%	5.84%	11.58%	7.63%	13.30%	13.59%	23.62%	20.50%	18.79%	15.37%	34.00%	10.87%	22.88%	10.03%	8.87%	8.03%	2.56%	18.62%	16.36%	6.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	0	0	2	1	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	2	9	4	5	0	0	1	1	0	0	0	2	0									
		0.32%	0.00%	0.00%	1.04%	0.35%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	2.11%	0.42%	0.00%	0.00%	0.00%	0.33%	1.01%	0.87%	0.56%	0.00%	0.00%	0.32%	0.35%	0.00%	0.00%	0.00%	0.93%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	314	17	13	6	3	7	24	4	6	16	6	11	9	7	1	6	4	3	6	7	19	42	18	39	0	1	8	9	2	5	2	9	4									
		3.18%	3.30%	5.49%	3.11%	1.05%	2.33%	5.66%	1.25%	2.08%	3.56%	3.45%	4.10%	2.56%	3.57%	0.73%	6.32%	1.69%	1.38%	3.26%	2.58%	3.17%	4.70%	3.90%	4.36%	0.00%	0.65%	2.59%	3.19%	0.67%	4.27%	1.06%	4.21%	2.68%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
