Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Федоровская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698					
1	"Число избирателей, внесенных в списки"	16475	1383	1820	1252	1503	336	586	287	268	443	568	593	523	241	569	681	654	260	677	651	591	385	970	131	1103					
2	"Число бюллетеней, полученных участковыми комиссиями"	16871	1405	1820	1210	1435	332	615	298	274	480	580	659	544	239	650	684	714	272	690	660	607	397	968	128	1210					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10176	822	932	555	854	242	397	228	174	312	312	436	339	181	371	486	432	190	389	414	454	263	575	94	724					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	882	8	37	55	12	19	39	14	29	26	60	63	63	35	55	33	72	36	68	49	8	27	34	7	33					
6	Число погашенных бюллетеней	5813	575	851	600	569	71	179	56	71	142	208	160	142	23	224	165	210	46	233	197	145	107	359	27	453					
7	Число бюллетеней в переносных ящиках для голосования	882	8	37	55	12	19	39	14	29	26	60	63	63	35	55	33	72	36	68	49	8	27	34	7	33					
8	Число бюллетеней в стационарных ящиках для голосования	10173	822	929	555	854	242	397	228	174	312	312	436	339	181	371	486	432	190	389	414	454	263	575	94	724					
9	Число недействительных бюллетеней	214	8	11	25	6	6	14	0	6	7	6	9	12	0	10	4	17	2	5	13	8	10	11	6	18					
10	Число действительных бюллетеней	10841	822	955	585	860	255	422	242	197	331	366	490	390	216	416	515	487	224	452	450	454	280	598	95	739					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	332	25	30	30	25	7	15	7	7	10	10	15	10	7	20	15	15	7	15	10	10	7	15	5	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	90	9	14	6	7	1	0	2	2	2	5	8	8	0	5	0	2	1	2	0	6	2	1	1	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	38	4	1	4	3	1	0	0	2	2	1	4	1	2	2	1	2	0	2	1	1	1	2	1	0					
14	Число погашенных открепительных удостоверений	242	16	16	24	18	6	15	5	5	8	5	7	2	7	15	15	13	6	13	10	4	5	14	4	9					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	172	9	8	1	10	6	1	4	3	10	12	10	9	3	4	7	7	4	9	10	12	11	5	1	16					
		1.55%	1.08%	0.82%	0.16%	1.15%	2.29%	0.22%	1.65%	1.47%	2.95%	3.22%	2.00%	2.23%	1.38%	0.93%	1.34%	1.38%	1.76%	1.96%	2.15%	2.59%	3.79%	0.82%	0.99%	2.11%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	129	9	12	16	19	1	3	3	4	3	1	9	2	6	1	5	6	2	4	3	4	8	4	3	1					
		1.16%	1.08%	1.24%	2.62%	2.19%	0.38%	0.68%	1.23%	1.97%	0.88%	0.26%	1.80%	0.49%	2.77%	0.23%	0.96%	1.19%	0.88%	0.87%	0.64%	0.86%	2.75%	0.65%	2.97%	0.13%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	147	14	16	12	10	0	6	3	0	4	7	6	6	0	4	11	2	3	5	7	14	1	5	3	8					
		1.32%	1.68%	1.65%	1.96%	1.15%	0.0%	1.37%	1.23%	0.0%	1.18%	1.88%	1.20%	1.49%	0.0%	0.93%	2.11%	0.39%	1.32%	1.09%	1.51%	3.03%	0.34%	0.82%	2.97%	1.05%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	96	15	13	10	9	1	4	0	0	0	1	1	4	0	5	3	5	0	5	3	4	1	6	1	5					
		0.86%	1.80%	1.34%	1.63%	1.03%	0.38%	0.91%	0.0%	0.0%	0.0%	0.26%	0.20%	0.99%	0.0%	1.17%	0.57%	0.99%	0.0%	1.09%	0.64%	0.86%	0.34%	0.98%	0.99%	0.66%					
22	"5. ""За Русь Святую"""	28	3	3	3	2	0	3	0	0	1	3	2	3	0	1	0	0	0	0	0	0	0	1	1	2					
		0.25%	0.36%	0.31%	0.49%	0.23%	0.0%	0.68%	0.0%	0.0%	0.29%	0.80%	0.40%	0.74%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.99%	0.26%					
23	"6. ""Объединенная Российская партия ""Русь"""	50	4	1	6	7	0	0	1	3	3	2	1	0	2	1	2	1	1	1	1	0	1	8	2	2					
		0.45%	0.48%	0.10%	0.98%	0.80%	0.0%	0.0%	0.41%	1.47%	0.88%	0.53%	0.20%	0.0%	0.92%	0.23%	0.38%	0.19%	0.44%	0.21%	0.21%	0.0%	0.34%	1.31%	1.98%	0.26%					
24	"7. ""Новый курс - Автомобильная Россия"""	26	3	5	3	4	0	1	0	0	0	2	0	1	0	1	3	1	0	0	0	0	0	0	0	2					
		0.23%	0.36%	0.51%	0.49%	0.46%	0.0%	0.22%	0.0%	0.0%	0.0%	0.53%	0.0%	0.24%	0.0%	0.23%	0.57%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%					
25	"8. ""Народно-республиканская партия России"""	16	0	2	2	2	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0					
		0.14%	0.0%	0.20%	0.32%	0.23%	0.0%	0.0%	0.41%	0.49%	0.0%	0.26%	0.0%	0.0%	0.0%	0.23%	0.19%	0.19%	0.44%	0.0%	0.21%	0.0%	0.34%	0.16%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	0	1	2	0	1	1	0	1	0	0	1	0	0	1	0	3	0	0	0	2	0	2	0	1					
		0.14%	0.0%	0.10%	0.32%	0.0%	0.38%	0.22%	0.0%	0.49%	0.0%	0.0%	0.20%	0.0%	0.0%	0.23%	0.0%	0.59%	0.0%	0.0%	0.0%	0.43%	0.0%	0.32%	0.0%	0.13%					
27	"10. ""Аграрная партия России"""	562	18	22	17	28	11	19	12	26	15	26	26	25	5	23	13	29	21	28	51	28	6	56	2	55					
		5.08%	2.16%	2.27%	2.78%	3.23%	4.21%	4.35%	4.95%	12.80%	4.43%	6.98%	5.21%	6.21%	2.31%	5.39%	2.50%	5.75%	9.29%	6.12%	11.01%	6.06%	2.06%	9.19%	1.98%	7.26%					
28	"11. ""Истинные патриоты России"""	33	1	0	4	2	0	1	0	0	0	1	6	2	1	0	2	7	0	3	2	1	0	0	0	0					
		0.29%	0.12%	0.0%	0.65%	0.23%	0.0%	0.22%	0.0%	0.0%	0.0%	0.26%	1.20%	0.49%	0.46%	0.0%	0.38%	1.38%	0.0%	0.65%	0.43%	0.21%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	57	5	3	6	2	1	3	1	0	4	0	1	0	2	1	1	2	1	3	7	5	2	1	1	5					
