Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Колосовская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270					
1	"Число избирателей, внесенных в списки"	11461	215	221	382	86	130	86	80	112	176	61	113	1584	1483	1531	266	527	661	469	205	159	73	145	420	94	153	67	146	648	265	323	97	422	61					
2	"Число бюллетеней, полученных участковыми комиссиями"	11207	212	252	380	84	156	81	77	114	184	60	110	1500	1400	1400	273	530	665	472	205	158	74	140	414	95	152	70	147	650	263	317	95	414	63					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7649	196	206	264	61	124	69	63	76	149	54	85	952	857	920	183	343	404	325	132	146	64	115	317	70	108	56	106	375	184	234	76	278	57					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	626	6	15	27	2	6	5	4	19	3	0	9	33	61	137	38	26	59	26	13	6	0	6	20	0	16	5	8	32	16	0	8	20	0					
6	Число погашенных бюллетеней	2932	10	31	89	21	26	7	10	19	32	6	16	515	482	343	52	161	202	121	60	6	10	19	77	25	28	9	33	243	63	83	11	116	6					
7	Число бюллетеней в переносных ящиках для голосования	626	6	15	27	2	6	5	4	19	3	0	9	33	61	137	38	26	59	26	13	6	0	6	20	0	16	5	8	32	16	0	8	20	0					
8	Число бюллетеней в стационарных ящиках для голосования	7512	196	206	264	61	124	69	63	76	149	54	85	952	857	783	183	343	404	325	132	146	64	115	317	70	108	56	106	375	184	234	76	278	57					
9	Число недействительных бюллетеней	192	4	2	13	3	3	6	2	3	4	1	3	22	19	10	5	10	6	8	4	3	0	0	17	2	4	0	6	5	8	5	3	9	2					
10	Число действительных бюллетеней	7946	198	219	278	60	127	68	65	92	148	53	91	963	899	910	216	359	457	343	141	149	64	121	320	68	120	61	108	402	192	229	81	289	55					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	4	4	5	2	3	1	1	1	3	1	1	40	40	40	4	5	5	4	3	3	1	1	4	1	2	1	1	5	4	4	1	4	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	69	0	0	1	0	0	0	0	0	0	0	0	23	19	18	0	3	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	69	2	1	0	2	4	3	2	2	2	0	3	3	1	3	4	3	2	2	3	3	2	2	1	1	3	2	4	1	2	0	2	3	1					
14	Число погашенных открепительных удостоверений	131	4	4	4	2	3	1	1	1	3	1	1	17	21	22	4	2	5	4	3	3	1	1	2	1	2	1	1	5	1	4	1	4	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	216	5	8	7	5	4	2	7	1	0	4	1	27	16	23	11	17	8	6	3	3	4	4	4	6	1	0	7	9	5	8	2	5	3					
		2.65%	2.47%	3.61%	2.40%	7.93%	3.07%	2.70%	10.44%	1.05%	0.0%	7.40%	1.06%	2.74%	1.74%	2.49%	4.97%	4.60%	1.72%	1.70%	2.06%	1.97%	6.25%	3.30%	1.18%	8.57%	0.80%	0.0%	6.14%	2.21%	2.5%	3.41%	2.38%	1.67%	5.26%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	98	0	1	4	1	0	1	2	1	0	1	0	8	8	12	2	4	3	6	2	0	9	6	2	2	1	7	0	2	2	0	0	10	1					
		1.20%	0.0%	0.45%	1.37%	1.58%	0.0%	1.35%	2.98%	1.05%	0.0%	1.85%	0.0%	0.81%	0.87%	1.30%	0.90%	1.08%	0.64%	1.70%	1.37%	0.0%	14.06%	4.95%	0.59%	2.85%	0.80%	11.47%	0.0%	0.49%	1.0%	0.0%	0.0%	3.35%	1.75%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	191	4	5	4	1	5	1	1	0	0	2	0	23	24	26	2	11	13	1	4	1	1	4	4	3	0	6	8	13	0	8	7	6	3					
		2.34%	1.98%	2.26%	1.37%	1.58%	3.84%	1.35%	1.49%	0.0%	0.0%	3.70%	0.0%	2.33%	2.61%	2.82%	0.90%	2.98%	2.80%	0.28%	2.75%	0.65%	1.56%	3.30%	1.18%	4.28%	0.0%	9.83%	7.01%	3.19%	0.0%	3.41%	8.33%	2.01%	5.26%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	92	3	2	4	1	1	2	1	1	0	2	1	14	21	8	1	2	4	1	0	1	0	1	5	0	0	0	1	4	1	2	6	2	0					
		1.13%	1.48%	0.90%	1.37%	1.58%	0.76%	2.70%	1.49%	1.05%	0.0%	3.70%	1.06%	1.42%	2.28%	0.86%	0.45%	0.54%	0.86%	0.28%	0.0%	0.65%	0.0%	0.82%	1.48%	0.0%	0.0%	0.0%	0.87%	0.98%	0.5%	0.85%	7.14%	0.67%	0.0%					
22	"5. ""За Русь Святую"""	44	0	1	3	0	1	0	1	1	0	1	0	4	4	10	2	2	0	1	1	2	0	0	2	1	1	0	0	0	0	1	4	0	1					
		0.54%	0.0%	0.45%	1.03%	0.0%	0.76%	0.0%	1.49%	1.05%	0.0%	1.85%	0.0%	0.40%	0.43%	1.08%	0.90%	0.54%	0.0%	0.28%	0.68%	1.31%	0.0%	0.0%	0.59%	1.42%	0.80%	0.0%	0.0%	0.0%	0.0%	0.42%	4.76%	0.0%	1.75%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	0	0	1	1	0	0	0	1	0	0	1	2	4	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0					
		0.19%	0.0%	0.0%	0.34%	1.58%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	1.06%	0.20%	0.43%	0.0%	0.0%	0.0%	0.0%	0.28%	0.68%	0.65%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.24%	0.5%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	47	1	2	1	1	0	0	0	0	0	2	2	11	1	5	1	2	6	1	1	0	2	1	1	0	0	0	0	1	4	1	0	0	0					
		0.57%	0.49%	0.90%	0.34%	1.58%	0.0%	0.0%	0.0%	0.0%	0.0%	3.70%	2.12%	1.11%	0.10%	0.54%	0.45%	0.54%	1.29%	0.28%	0.68%	0.0%	3.12%	0.82%	0.29%	0.0%	0.0%	0.0%	0.0%	0.24%	2.0%	0.42%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	10	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0					
		0.12%	0.49%	0.45%	0.0%	0.0%	1.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.85%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	25	0	0	0	0	0	1	0	1	2	0	0	2	2	0	3	3	0	1	0	0	0	0	2	0	1	1	0	2	0	0	0	2	2					
		0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	1.35%	0.0%	1.05%	1.31%	0.0%	0.0%	0.20%	0.21%	0.0%	1.35%	0.81%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.80%	1.63%	0.0%	0.49%	0.0%	0.0%	0.0%	0.67%	3.50%					
27	"10. ""Аграрная партия России"""	695	30	13	39	4	15	4	18	8	6	5	5	44	74	64	28	31	36	28	9	29	0	16	51	1	13	3	11	42	19	17	8	21	3					
		8.54%	14.85%	5.88%	13.40%	6.34%	11.53%	5.40%	26.86%	8.42%	3.94%	9.25%	5.31%	4.46%	8.06%	6.95%	12.66%	8.40%	7.77%	7.97%	6.20%	19.07%	0.0%	13.22%	15.13%	1.42%	10.48%	4.91%	9.64%	10.31%	9.5%	7.26%	9.52%	7.04%	5.26%					
28	"11. ""Истинные патриоты России"""	18	0	0	2	0	0	0	1	0	0	2	1	2	2	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1					
		0.22%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	1.49%	0.0%	0.0%	3.70%	1.06%	0.20%	0.21%	0.10%	0.0%	0.0%	0.0%	0.56%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.5%	0.42%	1.19%	0.0%	1.75%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	69	2	1	3	1	0	3	0	1	0	1	1	9	7	4	6	4	5	2	2	1	3	0	1	2	0	0	2	2	3	3	0	0	0					
		0.84%	0.99%	0.45%	1.03%	1.58%	0.0%	4.05%	0.0%	1.05%	0.0%	1.85%	1.06%	0.91%	0.76%	0.43%	2.71%	1.08%	1.07%	0.56%	1.37%	0.65%	4.68%	0.0%	0.29%	2.85%	0.0%	0.0%	1.75%	0.49%	1.5%	1.28%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	46	1	2	2	0	0	0	0	0	3	1	1	6	5	9	1	3	0	1	2	1	0	0	1	0	0	0	0	4	0	2	1	0	0					
		0.56%	0.49%	0.90%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	1.97%	1.85%	1.06%	0.60%	0.54%	0.97%	0.45%	0.81%	0.0%	0.28%	1.37%	0.65%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%	0.85%	1.19%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	26	0	0	3	0	0	0	2	1	0	0	0	4	3	1	1	0	0	2	0	0	2	0	2	0	0	0	1	1	2	0	1	0	0					
		0.31%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	2.98%	1.05%	0.0%	0.0%	0.0%	0.40%	0.32%	0.10%	0.45%	0.0%	0.0%	0.56%	0.0%	0.0%	3.12%	0.0%	0.59%	0.0%	0.0%	0.0%	0.87%	0.24%	1.0%	0.0%	1.19%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	10	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	2	0					
		0.12%	0.99%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.27%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.29%	2.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	261	2	4	12	2	8	1	1	4	0	1	4	31	48	31	8	10	18	7	4	2	3	2	9	1	2	0	0	16	6	11	5	5	3					
