Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Соль-Илецкая																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584					
1	"Число избирателей, внесенных в списки"	39790	593	368	1112	753	1391	215	285	446	533	1006	221	682	767	390	265	318	1139	510	769	339	236	812	303	609	697	629	512	608	692	285	710	680	142	340	1251	1652	1694	968	1905	1951	1813	1260	1387	1763	335	864	1061	1162	1139	228					
2	"Число бюллетеней, полученных участковыми комиссиями"	39568	580	370	1200	750	1500	210	280	450	535	1050	330	700	760	400	300	320	1150	520	800	350	240	780	300	610	680	600	520	630	690	300	720	680	140	330	1190	1570	1650	980	1810	1830	1720	1250	1330	1630	320	850	1010	1100	1050	503					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20005	346	174	558	496	620	149	147	327	367	661	168	431	422	230	194	246	590	311	426	221	185	512	198	365	420	400	373	323	456	171	359	376	85	233	459	513	731	336	765	808	761	537	681	859	192	358	393	458	483	131					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	886	7	6	68	12	31	0	6	0	10	46	15	26	34	7	3	1	43	40	34	16	3	24	8	46	11	0	0	37	15	34	13	11	0	6	12	14	35	30	20	29	8	10	19	12	5	6	8	19	13	33					
6	Число погашенных бюллетеней	18677	227	190	574	242	849	61	127	123	158	343	147	243	304	163	103	73	517	169	340	113	52	244	94	199	249	200	147	270	219	95	348	293	55	91	719	1043	884	614	1025	993	951	703	630	759	123	486	609	623	554	339					
7	Число бюллетеней в переносных ящиках для голосования	886	7	6	68	12	31	0	6	0	10	46	15	26	34	7	3	1	43	40	34	16	3	24	8	46	11	0	0	37	15	34	13	11	0	6	12	14	35	30	20	29	8	10	19	12	5	6	8	19	13	33					
8	Число бюллетеней в стационарных ящиках для голосования	19999	346	174	558	496	620	149	147	327	367	661	167	431	422	230	194	246	590	311	426	221	185	512	198	365	420	400	373	323	456	171	359	376	85	233	457	513	731	336	765	808	761	538	681	859	192	358	389	458	483	131					
9	Число недействительных бюллетеней	512	13	11	14	20	15	11	2	6	7	18	11	17	12	5	7	14	18	58	20	13	4	23	8	2	8	4	4	5	15	8	11	10	3	2	7	15	6	3	9	15	6	10	8	6	4	7	2	7	6	2					
10	Число действительных бюллетеней	20373	340	169	612	488	636	138	151	321	370	689	171	440	444	232	190	233	615	293	440	224	184	513	198	409	423	396	369	355	456	197	361	377	82	237	462	512	760	363	776	822	763	538	692	865	193	357	395	470	490	162					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	4	2	5	4	8	2	2	2	4	5	2	4	4	2	2	2	8	4	4	3	2	4	2	3	3	3	3	3	3	2	4	3	2	2	5	8	8	5	8	8	8	5	5	8	2	3	3	5	5	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	37	0	0	0	0	0	0	0	2	4	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	3	0	0	2	0	0	1	1	1	1	2	3	1	0	0	2	0	1	1	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	36	2	1	0	1	0	3	1	1	0	1	1	0	2	0	0	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	6	0	0	1	0	2	0	2	3	0	1	0					
14	Число погашенных открепительных удостоверений	163	4	2	5	4	8	2	2	0	0	2	2	3	4	2	2	2	8	4	4	3	2	1	2	3	3	3	3	1	0	2	4	1	2	2	4	7	7	4	6	5	7	5	5	6	2	2	2	3	4	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
