Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Верховская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228					
1	"Число избирателей, внесенных в список"	16302	2100	2686	2042	406	226	169	181	1010	987	224	278	260	405	43	229	307	250	73	324	81	445	81	493	863	1090	290	314	375	70					
2	Число полученных избирательных бюллетеней	16483	2050	2570	2000	410	224	167	185	1045	1056	238	284	267	413	52	242	328	267	80	337	86	455	84	501	892	1113	300	352	407	78					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13013	1609	2008	1671	362	196	148	156	915	918	224	216	237	368	22	166	196	190	53	172	50	225	47	253	814	1018	259	207	258	55					
5	"Число избирательных бюллетеней, выданных вне помещения"	1407	28	47	83	34	15	7	19	0	18	0	38	13	10	17	54	111	53	19	147	31	155	31	191	5	57	14	85	110	15					
6	Число погашенных избирательных бюллетеней	2063	413	515	246	14	13	12	10	130	120	14	30	17	35	13	22	21	24	8	18	5	75	6	57	73	38	27	60	39	8					
7	Число избирательных бюллетеней в переносных ящиках	1407	28	47	83	34	15	7	19	0	18	0	38	13	10	17	54	111	53	19	147	31	155	31	191	5	57	14	85	110	15					
8	Число бюллетеней в стационарных ящиках для голосования	12995	1592	2008	1671	362	196	148	156	915	918	223	216	237	368	22	166	196	190	53	172	50	225	47	253	814	1018	259	207	258	55					
9	Число недействительных избирательных бюллетеней	181	14	95	18	1	0	1	1	6	10	1	4	0	2	0	0	2	0	0	1	0	1	1	1	8	4	7	0	3	0					
10	Число действительных избирательных бюллетеней	14221	1606	1960	1736	395	211	154	174	909	926	222	250	250	376	39	220	305	243	72	318	81	379	77	443	811	1071	266	292	365	70					
