Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Новобурасская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651					
1	"Число избирателей, внесенных в списки избирателей"	12965	470	134	366	401	399	1627	301	140	473	391	115	1211	1290	981	1387	510	900	122	100	689	271	349	338					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13070	470	137	388	428	431	1650	297	145	488	426	128	1189	1217	1001	1335	516	921	130	100	716	271	349	337					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8358	327	81	233	302	310	873	191	93	254	284	75	727	756	570	858	308	727	99	94	434	196	316	250					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1179	25	29	49	44	46	138	27	11	105	47	21	109	39	59	100	83	71	15	3	50	39	12	57					
6	Число погашенных избирательных бюллетеней	3533	118	27	106	82	75	639	79	41	129	95	32	353	422	372	377	125	123	16	3	232	36	21	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1179	25	29	49	44	46	138	27	11	105	47	21	109	39	59	100	83	71	15	3	50	39	12	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8358	327	81	233	302	310	873	191	93	254	284	75	727	756	570	858	308	727	99	94	434	196	316	250					
9	Число недействительных избирательных бюллетеней	216	19	2	3	1	6	15	5	4	13	2	0	19	31	23	12	10	9	0	5	25	5	3	4					
10	Число действительных избирательных бюллетеней	9321	333	108	279	345	350	996	213	100	346	329	96	817	764	606	946	381	789	114	92	459	230	325	303					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	372	15	0	15	30	25	31	15	11	10	15	5	30	20	25	26	15	30	3	3	20	8	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	336	6	0	15	26	25	31	15	11	10	12	3	30	20	23	25	15	19	3	1	20	8	8	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	55	5	3	3	1	1	6	6	2	1	1	1	2	9	5	4	1	1	0	0	1	0	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	36	9	0	0	4	0	0	0	0	0	3	2	0	0	2	1	0	11	0	2	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	0	0	0	0	0	6	1	1	0	0	1	4	4	4	7	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	208	1	3	7	13	14	11	8	0	5	8	1	24	25	10	14	5	14	0	0	14	4	14	13					
		2.18%	0.28%	2.73%	2.48%	3.76%	3.93%	1.09%	3.67%	0.00%	1.39%	2.42%	1.04%	2.87%	3.14%	1.59%	1.46%	1.28%	1.75%	0.00%	0.00%	2.89%	1.70%	4.27%	4.23%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	0	0	0	0	0	3	2	1	0	0	0	6	14	1	2	1	1	0	0	6	0	1	0					
		0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.92%	0.96%	0.00%	0.00%	0.00%	0.72%	1.76%	0.16%	0.21%	0.26%	0.13%	0.00%	0.00%	1.24%	0.00%	0.30%	0.00%					
20	3.Политическая партия «Демократическая партия России»	28	1	0	1	0	0	0	1	1	1	0	1	2	2	1	3	0	8	0	0	4	0	0	2					
