Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Шербакульская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170					
1	"Число избирателей, внесенных в списки"	17754	2000	1963	1939	620	105	170	770	119	71	111	916	52	115	1042	173	162	354	117	742	285	303	92	175	1048	95	904	335	289	120	136	141	616	146	119	73	516	162	95	135	122	306					
2	"Число бюллетеней, полученных участковыми комиссиями"	17713	1902	1939	1913	626	108	173	770	119	74	111	924	54	118	1052	178	167	356	119	748	280	304	92	177	1056	96	923	329	289	124	137	146	620	147	121	78	513	166	93	139	125	307					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10732	928	897	915	402	71	138	476	104	71	101	630	42	102	714	116	113	230	92	447	185	171	67	138	675	65	409	254	192	73	75	106	509	133	110	66	312	112	76	118	110	187					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	460	107	48	41	18	4	0	17	0	0	0	12	0	0	32	0	0	4	0	22	13	10	0	0	26	6	40	9	4	0	3	0	6	0	0	0	36	2	0	0	0	0					
6	Число погашенных бюллетеней	6521	867	994	957	206	33	35	277	15	3	10	282	12	16	306	62	54	122	27	279	82	123	25	39	355	25	474	66	93	51	59	40	105	14	11	12	165	52	17	21	15	120					
7	Число бюллетеней в переносных ящиках для голосования	460	107	48	41	18	4	0	17	0	0	0	12	0	0	32	0	0	4	0	22	13	10	0	0	26	6	40	9	4	0	3	0	6	0	0	0	36	2	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	10710	928	897	915	402	71	138	476	104	71	101	630	42	102	714	116	113	230	92	425	185	171	67	138	675	65	409	254	192	73	75	106	509	133	110	66	312	112	76	118	110	187					
9	Число недействительных бюллетеней	177	14	15	4	5	1	0	5	5	0	6	13	1	3	8	10	2	6	1	3	5	0	1	0	11	0	8	4	5	3	1	2	8	4	0	0	5	7	0	0	1	10					
10	Число действительных бюллетеней	10993	1021	930	952	415	74	138	488	99	71	95	629	41	99	738	106	111	228	91	444	193	181	66	138	690	71	441	259	191	70	77	104	507	129	110	66	343	107	76	118	109	177					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	20	20	20	10	5	5	10	5	5	5	10	5	5	10	5	5	5	5	10	5	5	5	5	10	5	10	5	5	5	5	5	10	5	5	5	10	5	5	5	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	55	6	11	7	0	1	0	4	0	0	0	5	0	1	4	0	0	0	0	2	0	1	0	0	0	0	7	1	0	0	0	0	1	2	0	0	2	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	44	3	2	4	1	1	1	0	0	1	1	1	0	1	2	1	1	0	0	1	1	2	1	0	3	1	0	0	0	0	1	1	0	2	2	1	1	1	2	1	1	2					
14	Число погашенных открепительных удостоверений	245	14	9	13	10	4	5	6	5	5	5	5	5	4	6	5	5	5	5	8	5	4	5	5	10	5	3	4	5	5	5	5	9	3	5	5	8	5	5	5	5	10					
