Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Брюховецкая																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741					
1	"Число избирателей, внесенных в списки избирателей"	43540	1782	2591	2570	2236	2163	983	1504	1426	1656	1154	217	132	96	633	201	2080	2093	285	696	1525	345	352	355	274	1590	1655	1819	1735	1160	523	371	235	995	336	1375	1439	262	178	528	573	1417					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	42536	1660	2280	2520	2215	2220	960	1480	1410	1610	1130	215	123	79	670	200	2040	2050	280	700	1510	340	350	350	270	1570	1640	1780	1710	1160	510	355	265	990	330	1340	1430	256	178	535	565	1260					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24524	969	1366	1270	1050	1287	553	802	720	989	358	165	110	63	311	112	1195	1231	205	546	978	257	271	250	199	918	1008	1045	938	515	205	211	94	663	163	796	834	145	123	364	356	889					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4348	111	280	178	152	141	103	59	97	94	419	11	7	16	130	19	139	173	33	52	72	0	20	13	19	141	109	113	201	320	189	74	124	188	94	99	137	26	23	57	74	41					
6	Число погашенных избирательных бюллетеней	13664	580	634	1072	1013	792	304	619	593	527	353	39	6	0	229	69	706	646	42	102	460	83	59	87	52	511	523	622	571	325	116	70	47	139	73	445	459	85	32	114	135	330					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4348	111	280	178	152	141	103	59	97	94	419	11	7	16	130	19	139	173	33	52	72	0	20	13	19	141	109	113	201	320	189	74	124	188	94	99	137	26	23	57	74	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24520	969	1366	1270	1050	1287	553	802	720	989	358	165	110	63	311	110	1195	1231	205	544	978	257	271	250	199	918	1008	1045	938	515	205	211	94	663	163	796	834	145	123	364	356	889					
9	Число недействительных избирательных бюллетеней	413	12	17	12	39	27	1	18	19	20	21	0	1	0	2	5	14	17	1	5	4	1	0	2	8	13	16	27	15	9	0	3	3	15	4	15	20	3	1	7	8	8					
10	Число действительных избирательных бюллетеней	28455	1068	1629	1436	1163	1401	655	843	798	1063	756	176	116	79	439	124	1320	1387	237	591	1046	256	291	261	210	1046	1101	1131	1124	826	394	282	215	836	253	880	951	168	145	414	422	922					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	475	20	25	25	20	20	10	15	15	15	10	5	5	5	2	5	20	20	5	10	15	5	5	5	5	15	15	15	15	23	10	5	5	10	5	15	15	5	5	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	349	8	13	10	10	20	10	10	15	15	4	1	2	0	2	5	20	20	5	10	15	1	3	1	1	10	14	15	15	23	1	0	0	10	2	15	15	0	1	10	10	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	502	69	118	2	5	55	8	2	3	27	7	1	2	13	4	4	5	0	3	5	2	1	0	1	2	5	4	5	0	0	1	3	1	2	1	4	2	1	0	4	3	127					
14	Число погашенных неиспользованных открепительных удостоверений	126	12	12	15	10	0	0	5	0	0	6	4	3	5	0	0	0	0	0	0	0	4	2	4	4	5	1	0	0	0	9	5	5	0	3	0	0	5	4	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	3	1	2	0	0	1	1	0	0	1	0	0	0	2	5	0	1	0	0	0	0	0	1	0	0	0	2	0	3	0	1	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	640	19	27	34	35	21	12	19	18	20	3	0	1	2	24	3	27	30	6	4	33	9	8	4	2	20	30	22	37	28	8	1	0	38	5	28	22	3	3	9	4	21					
		2.22%	1.76%	1.64%	2.35%	2.91%	1.47%	1.83%	2.21%	2.20%	1.85%	0.39%	0.00%	0.85%	2.53%	5.44%	2.33%	2.02%	2.14%	2.52%	0.67%	3.14%	3.50%	2.75%	1.52%	0.92%	1.89%	2.69%	1.90%	3.25%	3.35%	2.03%	0.35%	0.00%	4.47%	1.95%	3.13%	2.27%	1.75%	2.05%	2.14%	0.93%	2.26%					
19	2.Всероссийская политическая партия «Гражданская Сила»	146	6	13	15	8	9	4	12	8	3	5	1	0	0	0	0	3	2	0	1	3	2	2	1	2	6	4	6	1	2	3	0	0	1	3	4	3	0	0	1	2	10					
		0.51%	0.56%	0.79%	1.04%	0.67%	0.63%	0.61%	1.39%	0.98%	0.28%	0.64%	0.57%	0.00%	0.00%	0.00%	0.00%	0.22%	0.14%	0.00%	0.17%	0.29%	0.78%	0.69%	0.38%	0.92%	0.57%	0.36%	0.52%	0.09%	0.24%	0.76%	0.00%	0.00%	0.12%	1.17%	0.45%	0.31%	0.00%	0.00%	0.24%	0.47%	1.08%					
20	3.Политическая партия «Демократическая партия России»	34	1	2	4	1	1	1	1	1	1	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	3	4	1	1	1	2	0	1	0	0	1	1	0	0	0	1	0					
		0.12%	0.09%	0.12%	0.28%	0.08%	0.07%	0.15%	0.12%	0.12%	0.09%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.39%	0.34%	0.00%	0.00%	0.28%	0.36%	0.09%	0.09%	0.12%	0.51%	0.00%	0.46%	0.00%	0.00%	0.11%	0.10%	0.00%	0.00%	0.00%	0.23%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4389	221	228	189	176	202	101	125	139	176	98	21	11	7	36	14	128	181	16	58	190	24	32	30	66	168	192	212	252	109	60	23	5	122	33	188	182	33	22	79	137	103					
		15.20%	20.46%	13.85%	13.05%	14.64%	14.15%	15.40%	14.52%	17.01%	16.25%	12.61%	11.93%	9.40%	8.86%	8.16%	10.85%	9.60%	12.89%	6.72%	9.73%	18.10%	9.34%	10.99%	11.41%	30.28%	15.86%	17.19%	18.31%	22.12%	13.05%	15.23%	8.07%	2.29%	14.34%	12.84%	21.01%	18.74%	19.30%	15.07%	18.76%	31.86%	11.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	51	4	1	2	3	9	1	4	1	2	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	1	4	2	1	0	0	0	0	0	3	1	0	2	0	1	3					
		0.18%	0.37%	0.06%	0.14%	0.25%	0.63%	0.15%	0.46%	0.12%	0.18%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.42%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.19%	0.09%	0.35%	0.18%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.10%	0.00%	1.37%	0.00%	0.23%	0.32%					
