Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Алейская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15					
1	"Число избирателей, внесенных в списки избирателей"	25080	1700	650	1938	1560	1672	1620	1528	1598	1964	1724	2632	957	224	2442	2871					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22670	1500	570	1750	1380	1510	1420	1380	1420	1800	1520	2400	840	300	2150	2730					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14391	845	399	841	790	878	900	873	902	1246	880	1564	447	157	1548	2121					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	844	47	17	88	48	61	58	64	62	86	68	75	24	33	37	76					
6	Число погашенных избирательных бюллетеней	7435	608	154	821	542	571	462	443	456	468	572	761	369	110	565	533					
7	Число избирательных бюллетеней в переносных ящиках для голосования	844	47	17	88	48	61	58	64	62	86	68	75	24	33	37	76					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14386	845	398	841	790	878	900	873	902	1246	880	1563	447	157	1548	2118					
9	Число недействительных избирательных бюллетеней	133	7	3	7	10	7	3	13	4	11	9	14	5	3	11	26					
10	Число действительных избирательных бюллетеней	15097	885	412	922	828	932	955	924	960	1321	939	1624	466	187	1574	2168					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	223	7	5	12	12	17	12	12	12	22	9	52	5	0	26	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	207	6	5	8	10	15	11	11	11	22	9	51	5	0	24	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	225	3	2	8	12	9	4	5	18	11	11	18	10	24	18	72					
14	Число погашенных неиспользованных открепительных удостоверений	16	1	0	4	2	2	1	1	1	0	0	1	0	0	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	1	0	0	0	0	0	2	1	1	0	2	1	0	7	11					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	337	18	8	30	17	18	27	27	9	42	26	40	11	4	34	26					
		2.21%	2.02%	1.93%	3.23%	2.03%	1.92%	2.82%	2.88%	0.93%	3.15%	2.74%	2.44%	2.34%	2.11%	2.15%	1.19%					
19	2.Всероссийская политическая партия «Гражданская Сила»	70	2	1	1	5	9	6	3	5	13	0	8	0	0	10	7					
		0.46%	0.22%	0.24%	0.11%	0.60%	0.96%	0.63%	0.32%	0.52%	0.98%	0.00%	0.49%	0.00%	0.00%	0.63%	0.32%					
20	3.Политическая партия «Демократическая партия России»	19	2	0	0	1	0	0	1	1	3	3	3	2	0	2	1					
		0.12%	0.22%	0.00%	0.00%	0.12%	0.00%	0.00%	0.11%	0.10%	0.23%	0.32%	0.18%	0.42%	0.00%	0.13%	0.05%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2564	204	75	156	181	156	182	208	154	276	160	362	93	29	209	119					
		16.84%	22.87%	18.07%	16.79%	21.60%	16.61%	18.99%	22.20%	15.98%	20.72%	16.88%	22.10%	19.75%	15.26%	13.19%	5.42%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	77	6	2	1	4	2	3	6	5	13	8	7	2	1	9	8					
		0.51%	0.67%	0.48%	0.11%	0.48%	0.21%	0.31%	0.64%	0.52%	0.98%	0.84%	0.43%	0.42%	0.53%	0.57%	0.36%					
23	6.Политическая партия «Партия социальной справедливости»	17	1	1	1	0	1	4	2	1	0	0	4	0	0	2	0					
		0.11%	0.11%	0.24%	0.11%	0.00%	0.11%	0.42%	0.21%	0.10%	0.00%	0.00%	0.24%	0.00%	0.00%	0.13%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1705	83	51	94	104	108	109	80	99	125	129	138	60	14	167	344					
		11.20%	9.30%	12.29%	10.12%	12.41%	11.50%	11.38%	8.54%	10.27%	9.38%	13.61%	8.42%	12.74%	7.37%	10.54%	15.68%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1096	87	55	61	50	80	82	79	64	121	78	172	18	20	79	50					
		7.20%	9.75%	13.25%	6.57%	5.97%	8.52%	8.56%	8.43%	6.64%	9.08%	8.23%	10.50%	3.82%	10.53%	4.98%	2.28%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	90	5	2	6	4	5	3	2	5	17	4	11	2	1	8	15					
		0.59%	0.56%	0.48%	0.65%	0.48%	0.53%	0.31%	0.21%	0.52%	1.28%	0.42%	0.67%	0.42%	0.53%	0.50%	0.68%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9060	476	215	568	458	550	536	512	611	698	526	872	276	118	1049	1595					
		59.49%	53.36%	51.81%	61.14%	54.65%	58.57%	55.95%	54.64%	63.38%	52.40%	55.49%	53.24%	58.60%	62.11%	66.18%	72.70%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	62	1	2	4	4	3	3	4	6	13	5	7	2	0	5	3					
		0.41%	0.11%	0.48%	0.43%	0.48%	0.32%	0.31%	0.43%	0.62%	0.98%	0.53%	0.43%	0.42%	0.00%	0.32%	0.14%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
