Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    Майнская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320					
1	"Число избирателей, включенных в списки избирателей"	22149	949	1187	330	622	533	450	470	2176	1772	1607	843	571	440	291	325	604	634	534	234	461	216	368	83	378	382	79	296	77	251	281	133	461	348	240	194	1325	386	847	134	637					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23506	1010	1260	385	735	585	500	510	2285	1875	1610	885	600	435	320	360	645	670	560	260	475	235	385	100	400	410	100	325	85	275	300	150	485	375	250	200	1360	400	875	156	675					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	14079	627	832	205	360	366	319	296	1314	866	693	433	365	243	183	205	354	378	406	137	358	181	220	69	216	280	42	227	51	176	174	80	378	275	202	152	1004	274	633	96	409					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2736	123	123	59	80	66	59	73	104	230	160	112	115	119	64	65	145	120	26	40	30	13	58	10	86	65	28	22	15	31	41	30	30	24	22	18	120	36	82	15	77					
6	Число погашенных избирательных бюллетеней	6691	260	305	121	295	153	122	141	867	779	757	340	120	73	73	90	146	172	128	83	87	41	107	21	98	65	30	76	19	68	85	40	77	76	26	30	236	90	160	45	189					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2736	123	123	59	80	66	59	73	104	230	160	112	115	119	64	65	145	120	26	40	30	13	58	10	86	65	28	22	15	31	41	30	30	24	22	18	120	36	82	15	77					
