Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Солигаличская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583					
1	"Число избирателей, внесенных в список избирателей"	8833	235	177	127	219	96	168	127	218	96	76	93	231	266	305	106	415	104	408	1355	1316	1359	1336					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7730	230	160	110	205	90	140	115	200	75	70	85	205	220	290	100	360	95	360	1175	1135	1160	1150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4413	117	105	76	84	49	97	66	125	53	38	47	111	138	154	58	174	62	185	707	650	679	638					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	887	58	21	9	71	20	8	16	14	17	12	13	33	32	69	11	77	13	75	55	96	77	90					
6	Число погашенных избирательных бюллетеней	2430	55	34	25	50	21	35	33	61	5	20	25	61	50	67	31	109	20	100	413	389	404	422					
7	Число избирательных бюллетеней в переносных ящиках для голосования	887	58	21	9	71	20	8	16	14	17	12	13	33	32	69	11	77	13	75	55	96	77	90					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4410	117	105	76	84	49	97	66	125	53	38	47	111	138	154	58	174	62	185	705	650	678	638					
9	Число недействительных избирательных бюллетеней	70	4	0	1	1	0	0	2	1	5	1	0	1	0	1	1	6	0	1	8	16	10	11					
10	Число действительных избирательных бюллетеней	5227	171	126	84	154	69	105	80	138	65	49	60	143	170	222	68	245	75	259	752	730	745	717					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	112	11	4	2	2	1	3	1	3	1	1	4	3	2	20	4	3	4	3	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	80	11	4	1	0	1	1	0	3	0	0	2	1	0	20	3	0	4	3	8	5	6	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	74	0	3	2	3	0	2	2	1	0	0	0	3	2	2	0	4	1	2	6	8	23	10					
14	Число погашенных неиспользованных открепительных удостоверений	32	0	0	1	2	0	2	1	0	1	1	2	2	2	0	1	3	0	0	2	5	4	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	2	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	4	1	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1242	36	36	21	42	9	30	27	38	9	3	8	31	39	30	29	39	18	52	205	184	194	162					
		23.45%	20.57%	28.57%	24.71%	27.10%	13.04%	28.57%	32.93%	27.34%	12.86%	6.00%	13.33%	21.53%	22.94%	13.45%	42.03%	15.54%	24.00%	20.00%	26.97%	24.66%	25.70%	22.25%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1091	38	26	16	27	10	20	20	37	14	16	9	26	34	61	14	57	11	44	165	153	149	144					
		20.60%	21.71%	20.63%	18.82%	17.42%	14.49%	19.05%	24.39%	26.62%	20.00%	32.00%	15.00%	18.06%	20.00%	27.35%	20.29%	22.71%	14.67%	16.92%	21.71%	20.51%	19.74%	19.78%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	3	0	0	4	2	0	0	3	1	2	1	2	0	1	1	1	1	2	7	15	9	4					
		1.11%	1.71%	0.00%	0.00%	2.58%	2.90%	0.00%	0.00%	2.16%	1.43%	4.00%	1.67%	1.39%	0.00%	0.45%	1.45%	0.40%	1.33%	0.77%	0.92%	2.01%	1.19%	0.55%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1183	52	17	15	26	7	30	11	29	17	12	17	31	24	35	7	55	4	73	152	176	190	203					
		22.33%	29.71%	13.49%	17.65%	16.77%	10.14%	28.57%	13.41%	20.86%	24.29%	24.00%	28.33%	21.53%	14.12%	15.70%	10.14%	21.91%	5.33%	28.08%	20.00%	23.59%	25.17%	27.88%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	0	1	1	0	3	1	3	4	0	0	1	6	1	1	0	1	0	2	9	5	10	9					
		1.09%	0.00%	0.79%	1.18%	0.00%	4.35%	0.95%	3.66%	2.88%	0.00%	0.00%	1.67%	4.17%	0.59%	0.45%	0.00%	0.40%	0.00%	0.77%	1.18%	0.67%	1.32%	1.24%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1572	42	46	31	55	38	24	19	27	23	16	24	46	70	94	17	91	40	84	213	195	187	190					
		29.68%	24.00%	36.51%	36.47%	35.48%	55.07%	22.86%	23.17%	19.42%	32.86%	32.00%	40.00%	31.94%	41.18%	42.15%	24.64%	36.25%	53.33%	32.31%	28.03%	26.14%	24.77%	26.10%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	22	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	1	2	1	2	6	5					
		0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.69%	1.18%	0.00%	0.00%	0.40%	1.33%	0.77%	0.13%	0.27%	0.79%	0.69%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
