Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Обручевский район																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №3259	УИК №3260	УИК №3261	УИК №3262					
1	"Число избирателей, внесенных в списки избирателей"	42993	2331	2335	2666	2348	1175	1631	1910	2062	2569	2676	2693	2747	2888	2503	2203	2270	923	1637	2498	250	336	187	155					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31700	1700	1600	2000	1700	1600	1200	1400	1500	1900	1800	1900	2000	2100	1800	1500	1500	700	1200	1600	250	300	250	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22820	1157	1159	1314	1249	1117	837	980	903	1211	1363	1307	1375	1310	1266	1123	1447	578	888	1356	245	293	187	155					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	618	50	27	27	17	29	32	25	45	41	49	54	30	53	40	50	2	4	23	15	5	0	0	0					
6	Число погашенных избирательных бюллетеней	8262	493	414	659	434	454	331	395	552	648	388	539	595	737	494	327	51	118	289	229	0	7	63	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	617	50	27	27	17	29	32	25	45	41	49	54	30	52	40	50	2	4	23	15	5	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22725	1157	1158	1314	1225	1116	837	979	903	1211	1360	1303	1332	1308	1266	1116	1447	577	887	1351	245	293	185	155					
9	Число недействительных избирательных бюллетеней	348	14	23	20	25	24	16	10	15	18	18	24	17	33	17	19	15	4	13	9	1	4	7	2					
10	Число действительных избирательных бюллетеней	22994	1193	1162	1321	1217	1121	853	994	933	1234	1391	1333	1345	1327	1289	1147	1434	577	897	1357	249	289	178	153					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	900	50	55	60	50	55	30	40	50	60	60	50	60	50	50	40	20	30	40	50	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	729	39	50	50	34	39	21	37	35	52	50	41	50	46	47	38	4	20	33	43	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1032	61	78	53	26	30	50	30	59	24	98	58	47	55	25	68	33	18	34	49	25	66	13	32					
14	Число погашенных неиспользованных открепительных удостоверений	171	11	5	10	16	16	9	3	15	8	10	9	10	4	3	2	16	10	7	7	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	1	3	0	4	2	2	1	0	5	6	2	7	3	3	4	0	0	2	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	710	34	32	49	40	47	20	31	24	32	49	36	36	41	44	41	74	15	22	30	5	2	5	1					
		3.04%	2.82%	2.70%	3.65%	3.22%	4.10%	2.30%	3.09%	2.53%	2.56%	3.48%	2.65%	2.64%	3.01%	3.37%	3.52%	5.11%	2.58%	2.42%	2.20%	2.00%	0.68%	2.70%	0.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	814	44	34	39	41	57	22	44	30	47	62	33	51	61	37	39	55	20	26	56	0	3	8	5					
		3.49%	3.65%	2.87%	2.91%	3.30%	4.98%	2.53%	4.38%	3.16%	3.75%	4.40%	2.43%	3.74%	4.49%	2.83%	3.34%	3.80%	3.44%	2.86%	4.10%	0.00%	1.02%	4.32%	3.23%					
20	3.Политическая партия «Демократическая партия России»	56	3	5	3	4	2	4	3	1	2	0	2	2	1	3	3	10	3	2	2	0	0	0	1					
		0.24%	0.25%	0.42%	0.22%	0.32%	0.17%	0.46%	0.30%	0.11%	0.16%	0.00%	0.15%	0.15%	0.07%	0.23%	0.26%	0.69%	0.52%	0.22%	0.15%	0.00%	0.00%	0.00%	0.65%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3286	139	145	202	196	171	150	223	131	184	195	220	218	193	188	162	154	105	111	167	11	15	2	4					
		14.08%	11.52%	12.24%	15.06%	15.78%	14.93%	17.26%	22.21%	13.82%	14.70%	13.84%	16.21%	16.01%	14.19%	14.40%	13.89%	10.63%	18.07%	12.20%	12.23%	4.40%	5.12%	1.08%	2.58%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1125	62	52	55	107	71	32	56	42	57	56	69	86	84	42	67	70	13	24	66	0	5	6	3					
		4.82%	5.14%	4.39%	4.10%	8.62%	6.20%	3.68%	5.58%	4.43%	4.55%	3.97%	5.08%	6.31%	6.18%	3.22%	5.75%	4.83%	2.24%	2.64%	4.83%	0.00%	1.71%	3.24%	1.94%					
23	6.Политическая партия «Партия социальной справедливости»	121	6	4	11	4	6	5	4	5	4	9	6	8	3	10	3	16	3	3	10	1	0	0	0					
		0.52%	0.50%	0.34%	0.82%	0.32%	0.52%	0.58%	0.40%	0.53%	0.32%	0.64%	0.44%	0.59%	0.22%	0.77%	0.26%	1.10%	0.52%	0.33%	0.73%	0.40%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1662	67	76	82	64	56	66	47	63	93	105	82	83	102	111	86	187	42	63	118	8	28	14	19					
		7.12%	5.55%	6.41%	6.11%	5.15%	4.89%	7.59%	4.68%	6.65%	7.43%	7.45%	6.04%	6.09%	7.50%	8.50%	7.38%	12.91%	7.23%	6.92%	8.64%	3.20%	9.56%	7.57%	12.26%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1800	112	109	107	100	98	81	81	66	94	97	94	121	95	111	83	106	36	78	97	4	16	5	9					
		7.71%	9.28%	9.20%	7.98%	8.05%	8.56%	9.32%	8.07%	6.96%	7.51%	6.88%	6.93%	8.88%	6.99%	8.50%	7.12%	7.32%	6.20%	8.57%	7.10%	1.60%	5.46%	2.70%	5.81%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	339	11	20	16	21	25	10	18	18	13	21	18	20	14	19	10	25	17	13	25	0	1	2	2					
		1.45%	0.91%	1.69%	1.19%	1.69%	2.18%	1.15%	1.79%	1.90%	1.04%	1.49%	1.33%	1.47%	1.03%	1.45%	0.86%	1.73%	2.93%	1.43%	1.83%	0.00%	0.34%	1.08%	1.29%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11272	621	590	651	514	477	396	401	470	619	697	659	605	606	648	540	673	282	489	670	218	215	129	102					
		48.29%	51.45%	49.79%	48.55%	41.38%	41.66%	45.57%	39.94%	49.58%	49.44%	49.47%	48.56%	44.42%	44.56%	49.62%	46.31%	46.45%	48.54%	53.74%	49.05%	87.20%	73.38%	69.73%	65.81%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1809	94	95	106	126	111	67	86	83	89	100	114	115	127	76	113	64	41	66	116	2	4	7	7					
		7.75%	7.79%	8.02%	7.90%	10.14%	9.69%	7.71%	8.57%	8.76%	7.11%	7.10%	8.40%	8.44%	9.34%	5.82%	9.69%	4.42%	7.06%	7.25%	8.49%	0.80%	1.37%	3.78%	4.52%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
