Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Обручевский район																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №3351	УИК №3352	УИК №3353	УИК №3354					
1	"Число избирателей, внесенных в список избирателей"	45745	2508	2521	2149	2447	2211	1570	1547	2781	2588	1396	3065	2671	2945	2928	2868	2008	2237	2699	1530	275	295	285	221					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34300	1900	1900	1500	1700	1600	1100	1100	2100	1900	1000	2100	2000	2100	2200	2100	2100	1600	1900	1100	300	250	500	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27394	1141	1699	1454	1477	1536	817	814	1513	1326	723	2006	1661	1839	1979	1277	1249	1466	1879	819	253	245	0	221					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	932	57	33	23	23	19	34	17	113	58	29	46	36	51	45	50	2	18	10	3	7	0	258	0					
6	Число погашенных избирательных бюллетеней	5974	702	168	23	200	45	249	269	474	516	248	48	303	210	176	773	849	116	11	278	40	5	242	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	929	57	33	23	23	19	34	17	113	55	29	46	36	51	45	50	2	18	10	3	7	0	258	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27298	1140	1699	1454	1477	1536	817	813	1509	1326	722	2006	1659	1839	1979	1272	1167	1466	1879	819	253	245	0	221					
9	Число недействительных избирательных бюллетеней	409	16	22	15	21	24	16	10	23	27	16	0	42	24	50	21	24	20	20	6	3	3	0	6					
10	Число действительных избирательных бюллетеней	27818	1181	1710	1462	1479	1531	835	820	1599	1354	735	2052	1653	1866	1974	1301	1145	1464	1869	816	257	242	258	215					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1050	60	60	50	60	50	40	40	60	65	30	60	100	75	60	60	20	50	60	50	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	796	58	50	36	33	27	26	27	47	52	16	47	83	63	59	57	5	29	39	42	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1108	44	56	71	59	48	25	29	49	37	35	142	48	55	13	46	36	30	83	26	27	42	25	82					
14	Число погашенных неиспользованных открепительных удостоверений	254	2	10	14	27	23	14	13	13	13	14	13	17	12	1	3	15	21	21	8	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	77	2	4	2	4	6	1	3	3	8	7	3	8	4	9	5	0	4	2	2	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3352	218	8	74	252	211	111	165	219	220	155	121	227	302	121	267	171	200	95	110	10	37	30	28					
