Выборы Президента Российской Федерации																																																
																																																
Наименование Избирательной комиссии:    Сабинская																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537					
1	"Число избирателей, внесенных в список"	22781	588	570	242	474	631	246	459	502	557	338	185	260	451	427	258	379	230	785	352	406	134	371	260	161	880	714	1116	996	880	471	752	733	592	369	274	642	992	1068	1236	1204	596					
2	Число полученных избирательных бюллетеней	22925	596	578	241	481	639	257	469	521	562	340	188	261	451	429	261	381	234	792	354	416	136	378	265	163	869	700	1110	990	885	470	763	745	600	376	277	654	995	1076	1246	1180	596					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19836	390	447	193	407	534	165	334	408	485	298	165	248	437	393	187	292	174	700	284	307	113	221	216	139	801	648	1076	919	789	451	716	538	556	308	161	543	912	992	1200	1119	570					
5	"Число избирательных бюллетеней, выданных вне помещения"	2657	197	121	48	62	95	81	125	90	72	40	20	12	9	30	70	85	56	79	66	99	21	150	44	22	40	50	26	60	85	14	34	195	36	61	112	87	45	55	1	39	23					
6	Число погашенных избирательных бюллетеней	432	9	10	0	12	10	11	10	23	5	2	3	1	5	6	4	4	4	13	4	10	2	7	5	2	28	2	8	11	11	5	13	12	8	7	4	24	38	29	45	22	3					
7	Число избирательных бюллетеней в переносных ящиках	2657	197	121	48	62	95	81	125	90	72	40	20	12	9	30	70	85	56	79	66	99	21	150	44	22	40	50	26	60	85	14	34	195	36	61	112	87	45	55	1	39	23					
8	Число бюллетеней в стационарных ящиках для голосования	19836	390	447	193	407	534	165	334	408	485	298	165	248	437	393	187	292	174	700	284	307	113	221	216	139	801	648	1076	919	789	451	716	538	556	308	161	543	912	992	1200	1119	570					
9	Число недействительных избирательных бюллетеней	71	0	0	0	1	0	0	9	0	6	0	0	0	0	10	0	0	0	3	0	2	0	0	0	1	0	0	2	2	5	1	0	0	8	0	0	0	4	14	0	1	2					
10	Число действительных избирательных бюллетеней	22422	587	568	241	468	629	246	450	498	551	338	185	260	446	413	257	377	230	776	350	404	134	371	260	160	841	698	1100	977	869	464	750	733	584	369	273	630	953	1033	1201	1157	591					
11	Число полученных открепительных  удостоверений	498	8	25	10	8	12	11	15	24	8	5	5	5	6	8	8	8	5	20	8	15	4	12	10	10	20	8	30	20	20	8	12	23	12	8	8	18	15	15	15	10	6					
12	Число выданных открепительных удостоверений	280	7	14	2	4	10	11	7	22	6	3	1	0	3	2	3	1	2	7	0	10	2	6	5	4	12	6	25	7	11	4	10	20	10	4	4	13	3	5	9	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	173	4	6	4	0	1	0	0	5	3	2	0	0	5	1	0	1	0	2	0	1	1	1	0	2	4	3	4	3	66	0	4	4	4	0	1	3	8	2	6	16	6					
14	Число неиспользованных открепительных удостоверений	218	1	11	8	4	2	0	8	2	2	2	4	5	3	6	5	7	3	13	8	5	2	6	5	6	8	2	5	13	9	4	2	3	2	4	4	5	12	10	6	8	3					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
18	. Глазьев Сергей Юрьевич	67	0	0	0	2	0	1	0	2	3	0	0	1	2	0	0	0	2	2	1	0	0	0	1	0	3	4	2	4	2	2	2	2	0	0	0	0	11	2	6	10	0					
		0.30%	0.00%	0.00%	0.00%	0.43%	0.00%	0.41%	0.00%	0.40%	0.54%	0.00%	0.00%	0.38%	0.45%	0.00%	0.00%	0.00%	0.87%	0.26%	0.29%	0.00%	0.00%	0.00%	0.38%	0.00%	0.36%	0.57%	0.18%	0.41%	0.23%	0.43%	0.27%	0.27%	0.00%	0.00%	0.00%	0.00%	1.15%	0.19%	0.50%	0.86%	0.00%					
19	. Малышкин Олег Александрович	30	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	2	1	0	0	0	1	0	0	1	0	5	1	0	2	1	0	0	0	0	3	2	3	3	0					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.36%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.26%	0.29%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.14%	0.00%	0.51%	0.11%	0.00%	0.27%	0.14%	0.00%	0.00%	0.00%	0.00%	0.31%	0.19%	0.25%	0.26%	0.00%					
20	. Миронов Сергей Михайлович	36	1	2	1	1	0	2	0	1	0	0	0	0	2	4	1	0	0	2	0	0	0	0	1	0	0	2	0	4	2	1	2	2	0	0	0	0	0	0	3	2	0					
		0.16%	0.17%	0.35%	0.41%	0.21%	0.00%	0.81%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.45%	0.95%	0.39%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.29%	0.00%	0.41%	0.23%	0.22%	0.27%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.17%	0.00%					
21	. Путин Владимир Владимирович	21850	580	557	237	459	616	239	450	490	530	331	183	255	434	374	252	372	221	764	341	398	132	364	240	157	825	684	1080	959	851	456	721	719	577	365	268	617	901	1012	1162	1103	574					
		97.14%	98.81%	98.06%	98.34%	97.87%	97.93%	97.15%	98.04%	98.39%	95.15%	97.93%	98.92%	98.08%	97.31%	88.42%	98.05%	98.67%	96.09%	98.07%	97.43%	98.03%	98.51%	98.11%	92.31%	97.52%	98.10%	97.99%	98.00%	97.96%	97.37%	98.06%	96.13%	98.09%	97.47%	98.92%	98.17%	97.94%	94.15%	96.66%	96.75%	95.25%	96.80%					
22	. Хакамада Ирина Муцуовна	117	2	3	1	3	0	1	0	2	7	1	1	2	2	14	1	2	2	2	0	1	0	0	3	0	5	3	4	2	5	2	5	3	0	0	5	5	7	4	6	11	0					
		0.52%	0.34%	0.53%	0.41%	0.64%	0.00%	0.41%	0.00%	0.40%	1.26%	0.30%	0.54%	0.77%	0.45%	3.31%	0.39%	0.53%	0.87%	0.26%	0.00%	0.25%	0.00%	0.00%	1.15%	0.00%	0.59%	0.43%	0.36%	0.20%	0.57%	0.43%	0.67%	0.41%	0.00%	0.00%	1.83%	0.79%	0.73%	0.38%	0.50%	0.95%	0.00%					
23	. Харитонов Николай Михайлович	240	1	6	2	3	13	2	0	2	5	3	1	2	4	16	2	2	3	4	6	3	2	7	11	3	7	4	9	2	3	2	16	5	0	4	0	5	21	4	15	26	14					
		1.07%	0.17%	1.06%	0.83%	0.64%	2.07%	0.81%	0.00%	0.40%	0.90%	0.89%	0.54%	0.77%	0.90%	3.78%	0.78%	0.53%	1.30%	0.51%	1.71%	0.74%	1.49%	1.89%	4.23%	1.86%	0.83%	0.57%	0.82%	0.20%	0.34%	0.43%	2.13%	0.68%	0.00%	1.08%	0.00%	0.79%	2.19%	0.38%	1.25%	2.25%	2.36%					
																																																
24	Против всех	82	3	0	0	0	0	1	0	0	4	3	0	0	0	5	1	1	2	0	1	2	0	0	3	0	1	0	5	1	5	1	2	1	7	0	0	3	10	9	6	2	3					
		0.36%	0.51%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.72%	0.89%	0.00%	0.00%	0.00%	1.18%	0.39%	0.27%	0.87%	0.00%	0.29%	0.49%	0.00%	0.00%	1.15%	0.00%	0.12%	0.00%	0.45%	0.10%	0.57%	0.22%	0.27%	0.14%	1.18%	0.00%	0.00%	0.48%	1.04%	0.86%	0.50%	0.17%	0.51%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
