Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																	
Дата голосования: 02.12.2007																	
																	
Наименование Избирательной комиссии:    Хатангская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232					
1	"Число избирателей, внесенных в списки избирателей"	4628	226	285	202	170	167	2394	170	223	414	377					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	4570	223	264	201	168	191	2353	172	225	400	373					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	150	0	0	4	0	0	12	0	29	20	85					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2841	181	212	178	102	148	1288	110	153	271	198					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	110	3	3	0	0	7	68	0	5	12	12					
6	Число погашенных избирательных бюллетеней	1469	39	49	19	66	36	985	62	38	97	78					
7	Число избирательных бюллетеней в переносных ящиках для голосования	260	3	3	4	0	7	80	0	34	32	97					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2836	181	212	178	102	148	1283	110	153	271	198					
9	Число недействительных избирательных бюллетеней	35	5	1	2	2	1	18	0	0	5	1					
10	Число действительных избирательных бюллетеней	3061	179	214	180	100	154	1345	110	187	298	294					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	160	10	10	10	10	30	50	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	95	3	3	10	0	30	34	1	10	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	74	0	1	10	2	0	47	3	2	2	7					
14	Число погашенных неиспользованных открепительных удостоверений	65	7	7	0	10	0	16	9	0	9	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	0	1	1	1	1	26	1	2	3	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
																	
18	1.Политическая партия «Аграрная партия России»	61	3	2	3	1	1	36	3	2	5	5					
		1.97%	1.63%	0.93%	1.65%	0.98%	0.65%	2.64%	2.73%	1.07%	1.65%	1.69%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	0	0	1	0	1	25	0	1	2	1					
		1.00%	0.00%	0.00%	0.55%	0.00%	0.65%	1.83%	0.00%	0.53%	0.66%	0.34%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	2	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	151	1	6	3	8	2	96	8	1	7	19					
		4.88%	0.54%	2.79%	1.65%	7.84%	1.29%	7.04%	7.27%	0.53%	2.31%	6.44%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	0	0	0	0	0	9	0	0	0	1					
		0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.34%					
23	6.Политическая партия «Партия социальной справедливости»	8	1	0	0	0	0	5	0	1	1	0					
		0.26%	0.54%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.53%	0.33%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	211	4	3	7	8	5	167	1	5	4	7					
		6.82%	2.17%	1.40%	3.85%	7.84%	3.23%	12.25%	0.91%	2.67%	1.32%	2.37%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	230	2	9	8	7	1	135	9	25	14	20					
		7.43%	1.09%	4.19%	4.40%	6.86%	0.65%	9.90%	8.18%	13.37%	4.62%	6.78%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	16	0	1	2	1	0	11	0	0	1	0					
		0.52%	0.00%	0.47%	1.10%	0.98%	0.00%	0.81%	0.00%	0.00%	0.33%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2321	168	191	156	74	144	843	89	151	264	241					
		74.97%	91.30%	88.84%	85.71%	72.55%	92.90%	61.85%	80.91%	80.75%	87.13%	81.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	0	2	0	1	0	16	0	1	0	0					
		0.65%	0.00%	0.93%	0.00%	0.98%	0.00%	1.17%	0.00%	0.53%	0.00%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
