Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Буйнакская городская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272					
1	"Число избирателей, внесенных в список избирателей"	40508	1705	2080	1912	1681	2066	1728	1697	2046	1767	1811	1758	1939	2023	1794	2061	1773	1682	1568	1903	1645	1568	516	730	1055					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38772	1647	2025	1849	1621	1853	1666	1648	1991	1708	1758	1705	1888	1964	1733	2006	1712	1620	1409	1839	1500	1416	489	699	1026					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	38444	1630	2011	1832	1603	1848	1649	1633	1976	1691	1741	1689	1873	1949	1717	1982	1693	1603	1395	1821	1493	1405	485	699	1026					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	328	17	14	17	18	5	17	15	15	17	17	16	15	15	16	24	19	17	14	18	7	11	4	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38444	1630	2011	1832	1603	1848	1649	1633	1976	1691	1741	1689	1873	1949	1717	1982	1693	1603	1395	1821	1493	1405	485	699	1026					
9	Число недействительных избирательных бюллетеней	118	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0					
10	Число действительных избирательных бюллетеней	38326	1630	2011	1832	1603	1737	1649	1633	1976	1691	1741	1689	1873	1949	1717	1982	1693	1603	1391	1821	1491	1404	485	699	1026					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	231	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	175	7	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	73	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	70	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	158	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	105	6	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	77	1	2	3	5	3	3	1	1	3	1	3	3	4	5	1	2	3	16	3	9	2	0	2	1					
		0.20%	0.06%	0.10%	0.16%	0.31%	0.16%	0.18%	0.06%	0.05%	0.18%	0.06%	0.18%	0.16%	0.21%	0.29%	0.05%	0.12%	0.19%	1.15%	0.16%	0.60%	0.14%	0.00%	0.29%	0.10%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	0	3	0	1	0	2	1	1	1	1	0	2	3	3	2	0	2	0	2	4	0	0	2	1					
		0.08%	0.00%	0.15%	0.00%	0.06%	0.00%	0.12%	0.06%	0.05%	0.06%	0.06%	0.00%	0.11%	0.15%	0.17%	0.10%	0.00%	0.12%	0.00%	0.11%	0.27%	0.00%	0.00%	0.29%	0.10%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2783	115	154	143	110	141	127	126	153	115	153	116	140	106	117	134	116	110	105	114	115	109	37	48	79					
		7.24%	7.06%	7.66%	7.81%	6.86%	7.63%	7.70%	7.72%	7.74%	6.80%	8.79%	6.87%	7.47%	5.44%	6.81%	6.76%	6.85%	6.86%	7.53%	6.26%	7.70%	7.76%	7.63%	6.87%	7.70%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	1	0	2	1	1	1	0	1	1	0	2	1	1	2	1	3	3	1	1	3	0	0	2	0					
		0.07%	0.06%	0.00%	0.11%	0.06%	0.05%	0.06%	0.00%	0.05%	0.06%	0.00%	0.12%	0.05%	0.05%	0.12%	0.05%	0.18%	0.19%	0.07%	0.05%	0.20%	0.00%	0.00%	0.29%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35394	1513	1852	1682	1486	1592	1515	1505	1820	1571	1586	1568	1727	1833	1589	1843	1572	1485	1268	1701	1357	1293	448	643	945					
		92.07%	92.82%	92.09%	91.81%	92.70%	86.15%	91.87%	92.16%	92.11%	92.90%	91.10%	92.84%	92.21%	94.05%	92.55%	92.99%	92.85%	92.64%	90.90%	93.41%	90.89%	92.03%	92.37%	91.99%	92.11%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	10	0	0	2	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	2	0					
		0.03%	0.00%	0.00%	0.11%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.06%	0.05%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.29%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
