Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Буйнакская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270					
1	"Число избирателей, внесенных в списки избирателей"	39921	1658	2002	1862	1641	1898	2405	1672	2051	1707	2612	1693	1963	2045	1747	2789	2003	1650	1550	1839	1619	1515					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	38264	1630	2012	1840	1650	1888	1919	1680	2023	1696	2304	1700	1932	2054	1754	2356	1759	1598	1516	1847	1584	1522					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	36650	1569	1960	1734	1550	1839	1900	1628	1975	1599	2228	1660	1888	1965	1670	2250	1650	1489	1465	1747	1474	1410					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	1614	61	52	106	100	49	19	52	48	97	76	40	44	89	84	106	109	109	51	100	110	112					
7	Число избирательных бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36650	1569	1960	1734	1550	1839	1900	1628	1975	1599	2228	1660	1888	1965	1670	2250	1650	1489	1465	1747	1474	1410					
9	Число недействительных избирательных бюллетеней	24	0	0	1	0	0	0	0	0	2	3	5	0	2	0	0	4	0	4	0	3	0					
10	Число действительных избирательных бюллетеней	36626	1569	1960	1733	1550	1839	1900	1628	1975	1597	2225	1655	1888	1963	1670	2250	1646	1489	1461	1747	1471	1410					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	740	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	36	37	37					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	46	0	0	1	3	7	9	4	0	1	3	0	8	1	5	0	2	0	0	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	694	35	35	34	32	28	26	31	35	34	32	35	27	34	30	35	33	35	35	35	37	36					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	46	22	0	4	1	1	1	0	1	2	3	0	0	2	0	0	1	2	2	2	2	0					
		0.13%	1.40%	0.00%	0.23%	0.06%	0.05%	0.05%	0.00%	0.05%	0.13%	0.13%	0.00%	0.00%	0.10%	0.00%	0.00%	0.06%	0.13%	0.14%	0.11%	0.14%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	4	1	1	1	2					
		0.04%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.27%	0.07%	0.06%	0.07%	0.14%					
20	3.Политическая партия «Демократическая партия России»	14	1	0	2	1	0	1	0	1	0	1	1	0	0	0	0	0	6	0	0	0	0					
		0.04%	0.06%	0.00%	0.12%	0.06%	0.00%	0.05%	0.00%	0.05%	0.00%	0.04%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3126	458	107	103	119	186	84	116	415	81	31	154	56	150	145	135	130	135	94	214	113	100					
		8.53%	29.19%	5.46%	5.94%	7.68%	10.11%	4.42%	7.13%	21.01%	5.07%	1.39%	9.28%	2.97%	7.63%	8.68%	6.00%	7.88%	9.07%	6.42%	12.25%	7.67%	7.09%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	14	3	0	0	7	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0					
		0.04%	0.19%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	37	2	0	3	17	6	0	1	0	1	2	1	0	0	0	0	1	0	1	2	0	0					
		0.10%	0.13%	0.00%	0.17%	1.10%	0.33%	0.00%	0.06%	0.00%	0.06%	0.09%	0.06%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.07%	0.11%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	960	42	77	93	58	39	83	42	2	2	4	2	150	5	15	47	82	35	11	94	4	73					
		2.62%	2.68%	3.93%	5.36%	3.74%	2.12%	4.37%	2.58%	0.10%	0.13%	0.18%	0.12%	7.94%	0.25%	0.90%	2.09%	4.97%	2.35%	0.75%	5.38%	0.27%	5.18%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	25	0	0	1	8	2	2	0	0	1	6	0	0	0	0	0	1	0	0	3	1	0					
		0.07%	0.00%	0.00%	0.06%	0.52%	0.11%	0.11%	0.00%	0.00%	0.06%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.17%	0.07%	0.00%					
