Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
"Наименование Избирательной комиссии:    Ульяновск, Засвияжская N1"																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925					
1	"Число избирателей, внесенных в списки"	88881	1907	1885	1820	1873	1491	1992	511	2280	1343	2422	1461	1906	1761	1848	1569	2083	2181	1705	1577	1404	2862	1705	1728	2643	1743	1801	1890	1467	1757	22	1504	2072	2519	1919	1671	1925	1750	2787	2272	1027	1451	1558	1779	1483	2114	2688	2015	1615	2095					
2	"Число бюллетеней, полученных участковыми комиссиями"	87375	1881	1827	1797	1853	1464	1949	492	2249	1280	2309	1451	1881	1746	1816	1545	2050	2146	1683	1565	1374	2795	1671	1697	2613	1721	1780	1863	1431	1740	100	1484	2051	2466	1868	1640	1888	1693	2756	2239	1013	1430	1532	1740	1461	2074	2631	1983	1593	2064					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	45870	954	1092	1077	1044	909	1099	306	1045	463	1358	755	1015	945	1030	959	1187	1135	904	869	789	1525	892	1006	1468	971	957	1016	677	893	17	748	1017	1240	874	749	801	909	1345	1047	489	702	856	897	764	985	1248	887	851	1104					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1136	23	34	23	39	23	33	5	11	0	24	19	16	19	33	15	32	24	38	52	39	37	24	21	35	35	32	31	12	14	5	22	24	37	25	31	22	31	24	7	25	16	28	16	19	14	8	7	19	13					
6	Число погашенных бюллетеней	40369	904	701	697	770	532	817	181	1193	817	927	677	850	782	753	571	831	987	741	644	546	1233	755	670	1110	715	791	816	742	833	78	714	1010	1189	969	860	1065	753	1387	1185	499	712	648	827	678	1075	1375	1089	723	947					
7	Число бюллетеней в переносных ящиках для голосования	1136	23	34	23	39	23	33	5	11	0	24	19	16	19	33	15	32	24	38	52	39	37	24	21	35	35	32	31	12	14	5	22	24	37	25	31	22	31	24	7	25	16	28	16	19	14	8	7	19	13					
8	Число бюллетеней в стационарных ящиках для голосования	45803	954	1092	1075	1042	909	1097	306	1042	463	1358	754	1008	944	1023	959	1186	1129	904	868	785	1523	892	1006	1468	971	957	1015	677	892	17	748	1014	1237	873	749	801	909	1342	1037	488	702	856	897	764	985	1248	882	851	1104					
9	Число недействительных бюллетеней	1411	26	49	42	16	36	25	20	27	17	20	28	31	18	49	27	27	34	18	48	13	36	26	42	51	47	31	19	27	31	0	13	20	57	14	36	19	46	19	24	8	24	16	19	17	33	30	33	48	54					
10	Число действительных бюллетеней	45528	951	1077	1056	1065	896	1105	291	1026	446	1362	745	993	945	1007	947	1191	1119	924	872	811	1524	890	985	1452	959	958	1027	662	875	22	757	1018	1217	884	744	804	894	1347	1020	505	694	868	894	766	966	1226	856	822	1063					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	702	13	15	15	15	12	16	5	18	10	20	12	15	14	14	12	15	17	16	12	10	22	13	13	20	13	18	18	10	14	0	12	16	19	15	13	15	13	20	18	10	15	10	14	15	16	20	16	12	16					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	473	11	12	9	12	10	7	0	7	3	16	6	9	10	8	7	6	11	14	11	6	17	13	13	15	12	15	18	2	13	0	7	15	9	4	8	9	9	12	10	7	12	7	14	12	12	10	12	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	242	6	4	1	1	7	1	4	4	2	4	1	6	5	6	3	10	2	2	6	9	8	6	5	2	2	7	1	8	3	22	5	5	4	7	9	8	5	7	4	4	4	4	3	8	9	1	3	1	3					
