Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Ачхой-Мартановская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31					
1	"Число избирателей, внесенных в списки"	40884	2486	2001	1121	1146	1407	1547	1493	1088	1634	1456	1824	2268	2112	2109	2033	1922	1927	2064	2228	1026	1568	706	340	3378					
2	"Число бюллетеней, полученных участковыми комиссиями"	31247	2148	1830	818	837	1072	1129	1086	788	1193	1063	1389	1656	1711	1536	1484	1403	1387	1498	1626	803	1281	515	248	2746					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	2130	541	0	0	0	0	0	0	0	0	0	214	0	332	0	0	0	0	0	0	0	0	0	0	1043					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	27958	1372	1379	804	833	1072	1070	1080	767	1190	1063	1175	1656	1083	1536	1484	1403	1387	1484	1626	795	1279	479	248	1693					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1033	235	441	14	4	0	1	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	32	0	10					
6	Число погашенных бюллетеней	126	0	10	0	0	0	58	6	21	3	0	0	0	0	0	0	0	0	14	0	8	2	4	0	0					
7	Число бюллетеней в переносных ящиках для голосования	3163	776	441	14	4	0	1	0	0	0	0	214	0	628	0	0	0	0	0	0	0	0	32	0	1053					
8	Число бюллетеней в стационарных ящиках для голосования	27958	1372	1379	804	833	1072	1070	1080	767	1190	1063	1175	1656	1083	1536	1484	1403	1387	1484	1626	795	1279	479	248	1693					
9	Число недействительных бюллетеней	237	26	10	0	0	4	37	1	4	0	0	0	0	3	0	0	0	9	26	30	18	1	13	0	55					
10	Число действительных бюллетеней	30884	2122	1810	818	837	1068	1034	1079	763	1190	1063	1389	1656	1708	1536	1484	1403	1378	1458	1596	777	1278	498	248	2691					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	99	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
14	Число погашенных открепительных удостоверений	96	5	5	5	4	5	3	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	3	3					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
