Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
"Наименование Избирательной комиссии:    Самара, Железнодорожная"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №1757					
1	"Число избирателей, внесенных в списки избирателей"	85145	1737	1400	1784	1941	1834	1905	2137	1993	1539	2272	2128	1933	2205	2240	2321	1993	1704	1276	1777	1898	2857	2711	2160	2390	2323	1752	1664	1602	1263	1454	1677	1754	1508	1319	1600	1523	2723	1549	1459	2316	2110	1810	2469	2911	224					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	68100	1250	1200	1400	1550	1450	1500	1700	1600	1200	1800	1700	1600	1750	1750	1850	1600	1350	1000	1450	1500	2200	2150	1700	1900	1850	1400	1300	1300	1000	1150	1350	1400	1200	1050	1300	1200	2150	1250	1150	1700	1600	1400	1950	2250	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	41415	564	540	835	939	760	920	953	936	723	1589	898	859	964	956	1092	934	732	390	770	882	1392	1369	1006	1026	986	770	1201	1083	953	642	708	1281	803	687	1207	711	1019	1192	1074	1228	1269	569	758	1021	224					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1552	29	17	17	44	15	25	39	26	60	37	22	25	13	28	27	20	25	36	40	43	24	34	19	47	45	38	28	37	18	28	44	29	28	28	28	27	40	27	34	240	30	26	40	25	0					
6	Число погашенных избирательных бюллетеней	25133	657	643	548	567	675	555	708	638	417	174	780	716	773	766	731	646	593	574	640	575	784	747	675	827	819	592	71	180	29	480	598	90	369	335	65	462	1091	31	42	232	301	805	1152	1204	776					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1552	29	17	17	44	15	25	39	26	60	37	22	25	13	28	27	20	25	36	40	43	24	34	19	47	45	38	28	37	18	28	44	29	28	28	28	27	40	27	34	240	30	26	40	25	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41410	564	540	835	939	760	920	953	936	723	1589	898	859	964	956	1092	934	732	390	770	882	1392	1367	1006	1026	986	769	1201	1083	953	642	708	1280	803	687	1207	711	1018	1192	1074	1228	1269	569	758	1021	224					
9	Число недействительных избирательных бюллетеней	367	3	7	8	4	15	13	7	6	12	12	9	3	5	4	7	8	3	3	12	5	17	23	2	22	9	8	9	9	2	5	3	7	10	7	1	12	9	2	5	11	5	3	9	28	3					
10	Число действительных избирательных бюллетеней	42595	590	550	844	979	760	932	985	956	771	1614	911	881	972	980	1112	946	754	423	798	920	1399	1378	1023	1051	1022	799	1220	1111	969	665	749	1302	821	708	1234	726	1049	1217	1103	1457	1294	592	789	1018	221					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1540	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	789	6	7	19	21	19	24	26	25	22	23	21	14	10	22	26	18	16	3	25	24	34	32	20	13	19	14	18	20	13	18	13	15	9	14	27	9	34	13	23	9	18	8	12	13	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1510	72	149	32	14	22	32	18	21	44	53	7	11	16	13	13	23	12	7	27	15	10	15	11	6	29	37	9	12	15	16	13	9	19	39	13	6	52	14	25	118	145	13	30	29	224					
