Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Джидинская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122					
1	"Число избирателей, внесенных в список"	21374	278	311	337	221	1055	144	565	384	241	86	529	456	250	706	148	463	1582	1558	1266	1284	311	851	479	873	113	225	732	235	1562	1928	495	469	260	366	611					
2	Число полученных избирательных бюллетеней	21418	279	314	349	222	1063	159	550	376	245	90	536	476	261	705	149	463	1579	1505	1254	1221	296	866	481	870	110	228	755	237	1531	2055	482	474	263	364	610					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14428	230	246	270	136	590	117	453	344	199	69	440	330	198	458	111	344	811	769	787	598	226	637	388	662	68	136	605	177	1088	1140	402	372	221	300	506					
5	"Число избирательных бюллетеней, выданных вне помещения"	1781	46	46	44	21	104	8	50	32	19	16	60	53	49	46	34	39	41	115	39	67	23	104	53	62	23	14	65	16	134	155	48	46	16	26	67					
6	Число погашенных избирательных бюллетеней	5209	3	22	35	65	369	34	47	0	27	5	36	93	14	201	4	80	727	621	428	556	47	125	40	146	19	78	85	44	309	760	32	56	26	38	37					
7	Число избирательных бюллетеней в переносных ящиках	1781	46	46	44	21	104	8	50	32	19	16	60	53	49	46	34	39	41	115	39	67	23	104	53	62	23	14	65	16	134	155	48	46	16	26	67					
8	Число бюллетеней в стационарных ящиках для голосования	14428	230	246	270	136	590	117	453	344	199	69	440	330	198	458	111	344	811	769	787	598	226	637	388	662	68	136	605	177	1088	1140	402	372	221	300	506					
9	Число недействительных избирательных бюллетеней	247	3	10	9	3	20	2	10	3	3	0	5	2	0	11	0	6	9	20	15	13	6	2	0	16	1	3	0	3	38	10	6	6	3	6	3					
10	Число действительных избирательных бюллетеней	15962	273	282	305	154	674	123	493	373	215	85	495	381	247	493	145	377	843	864	811	652	243	739	441	708	90	147	670	190	1184	1285	444	412	234	320	570					
11	Число полученных открепительных  удостоверений	684	10	10	10	5	10	5	10	10	5	10	10	15	10	10	5	5	35	30	35	35	10	10	5	10	5	5	10	5	50	250	10	10	5	10	14					
12	Число выданных открепительных удостоверений	306	0	1	2	0	4	0	2	7	0	4	1	12	4	2	3	0	11	11	12	5	10	5	5	10	0	1	3	0	9	164	1	10	5	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	82	4	2	1	0	3	0	2	5	0	1	1	1	0	2	0	2	10	3	9	8	0	0	0	1	2	1	2	1	10	4	3	2	2	0	0					
14	Число неиспользованных открепительных удостоверений	378	10	9	8	5	6	5	8	3	5	6	9	3	6	8	2	5	24	19	23	30	0	5	0	0	5	4	7	5	41	86	9	0	0	8	14					
15	"Число открепительных удостоверений, выданных в ТИК"	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	212	2	2	0	1	11	4	2	4	0	0	4	3	3	11	2	6	20	19	18	10	6	11	8	8	0	2	7	0	15	14	3	3	5	4	4					
