Выборы Президента Российской Федерации																								
																								
Наименование Избирательной комиссии:    Кизлярская городская																								
																								
Итоги голосования 																								
																								
		Сумма	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743					
1	"Число избирателей, внесенных в список"	25186	1555	1438	1232	1505	1462	1359	1388	1505	1467	1359	1312	1460	1575	1729	1610	1525	1705					
2	Число полученных избирательных бюллетеней	25349	1508	1520	1240	1542	1458	1334	1375	1513	1475	1360	1353	1510	1598	1692	1618	1533	1720					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	20622	1379	1302	922	1221	1332	1160	1057	1130	1339	1151	1077	1227	1394	724	1335	1413	1459					
5	"Число избирательных бюллетеней, выданных вне помещения"	2631	98	50	208	137	64	148	205	263	94	91	74	122	49	756	112	9	151					
6	Число погашенных избирательных бюллетеней	2096	31	168	110	184	62	26	113	120	42	118	202	161	155	212	171	111	110					
7	Число избирательных бюллетеней в переносных ящиках	2631	98	50	208	137	64	148	205	263	94	91	74	122	49	756	112	9	151					
8	Число бюллетеней в стационарных ящиках для голосования	20622	1379	1302	922	1221	1332	1160	1057	1130	1339	1151	1077	1227	1394	724	1335	1413	1459					
9	Число недействительных избирательных бюллетеней	142	17	4	18	13	7	14	13	4	7	6	8	7	3	11	2	3	5					
10	Число действительных избирательных бюллетеней	23111	1460	1348	1112	1345	1389	1294	1249	1389	1426	1236	1143	1342	1440	1469	1445	1419	1605					
11	Число полученных открепительных  удостоверений	495	30	30	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29					
12	Число выданных открепительных удостоверений	42	1	1	2	1	5	4	2	0	4	0	1	2	3	2	0	8	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	86	0	0	4	5	2	1	2	0	2	7	0	1	9	0	50	0	3					
14	Число неиспользованных открепительных удостоверений	453	29	29	27	28	24	25	27	29	25	29	28	27	26	27	29	21	23					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																								
18	. Глазьев Сергей Юрьевич	215	11	10	3	16	11	11	20	12	4	15	13	15	15	15	8	20	16					
		0.92%	0.74%	0.74%	0.27%	1.18%	0.79%	0.84%	1.58%	0.86%	0.28%	1.21%	1.13%	1.11%	1.04%	1.01%	0.55%	1.41%	0.99%					
19	. Малышкин Олег Александрович	145	2	4	0	16	4	7	19	5	2	5	11	10	5	24	12	13	6					
		0.62%	0.14%	0.30%	0.00%	1.18%	0.29%	0.54%	1.51%	0.36%	0.14%	0.40%	0.96%	0.74%	0.35%	1.62%	0.83%	0.91%	0.37%					
20	. Миронов Сергей Михайлович	83	2	3	0	11	8	6	9	3	3	4	6	4	2	7	4	3	8					
		0.36%	0.14%	0.22%	0.00%	0.81%	0.57%	0.46%	0.71%	0.22%	0.21%	0.32%	0.52%	0.30%	0.14%	0.47%	0.28%	0.21%	0.50%					
21	. Путин Владимир Владимирович	18994	1197	1104	944	1028	1148	972	981	1152	1248	1039	913	1144	1238	1190	1221	1215	1260					
		81.68%	81.04%	81.66%	83.54%	75.70%	82.23%	74.31%	77.73%	82.70%	87.09%	83.66%	79.32%	84.80%	85.79%	80.41%	84.38%	85.44%	78.26%					
22	. Хакамада Ирина Муцуовна	164	17	12	6	12	17	11	8	7	2	0	4	10	9	21	7	10	11					
		0.71%	1.15%	0.89%	0.53%	0.88%	1.22%	0.84%	0.63%	0.50%	0.14%	0.00%	0.35%	0.74%	0.62%	1.42%	0.48%	0.70%	0.68%					
23	. Харитонов Николай Михайлович	3184	214	194	137	245	187	271	196	186	158	154	174	140	148	166	187	142	285					
		13.69%	14.49%	14.35%	12.12%	18.04%	13.40%	20.72%	15.53%	13.35%	11.03%	12.40%	15.12%	10.38%	10.26%	11.22%	12.92%	9.99%	17.70%					
																								
24	Против всех	326	17	21	22	17	14	16	16	24	9	19	22	19	23	46	6	16	19					
		1.40%	1.15%	1.55%	1.95%	1.25%	1.00%	1.22%	1.27%	1.72%	0.63%	1.53%	1.91%	1.41%	1.59%	3.11%	0.41%	1.13%	1.18%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
