Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Артемовская городская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105					
1	"Число избирателей, внесенных в списки"	80815	2248	1861	1819	1120	2342	2572	1207	2499	2893	1164	1702	1563	2794	1553	1359	1438	2096	3012	1394	1626	1539	995	958	760	2104	1927	1816	681	1788	1854	1274	1062	2298	1626	2481	1528	1089	2314	899	1329	1455	1425	1420	1903	1513	626	2082	935	617	255					
2	"Число бюллетеней, полученных участковыми комиссиями"	74540	2000	1700	1700	1000	2200	2400	1100	2400	2800	1000	1550	1500	2500	1500	1300	1300	2000	2800	1300	1600	1400	900	900	700	2000	1800	1700	650	1600	1700	1200	1000	2000	1500	2300	1400	1000	2100	850	1200	1200	1300	1300	1800	1300	550	1900	850	550	240					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32132	984	663	664	315	878	1037	387	998	1255	461	727	688	1165	424	387	529	921	1176	649	547	629	294	313	280	891	802	636	264	684	708	502	370	709	628	931	717	442	1079	413	628	559	555	640	802	662	289	1013	448	254	135					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1589	34	39	24	58	22	73	44	46	40	50	11	19	34	33	41	9	29	43	34	40	38	19	45	35	34	29	34	16	25	30	13	18	32	52	25	40	54	70	41	8	21	12	23	17	17	7	36	36	25	14					
6	Число погашенных бюллетеней	40820	982	998	1012	627	1300	1290	669	1356	1505	489	812	793	1301	1043	872	762	1050	1581	617	1013	733	587	542	386	1075	969	1030	370	891	962	685	612	1259	820	1344	643	504	951	396	564	620	733	637	981	621	254	851	366	271	91					
7	Число бюллетеней в переносных ящиках для голосования	1589	34	39	24	58	22	73	44	46	40	50	11	19	34	33	41	9	29	43	34	40	38	19	45	35	34	29	34	16	25	30	13	18	32	52	25	40	54	70	41	8	21	12	23	17	17	7	36	36	25	14					
8	Число бюллетеней в стационарных ящиках для голосования	32130	984	663	664	315	878	1037	387	998	1255	461	727	688	1165	424	387	529	921	1176	649	547	629	294	313	280	891	802	635	264	684	708	502	370	709	628	931	717	442	1079	413	627	559	555	640	802	662	289	1013	448	254	135					
9	Число недействительных бюллетеней	782	8	17	10	7	15	25	13	21	32	8	13	17	19	12	14	7	15	12	20	13	9	13	7	6	25	25	21	13	13	21	22	20	9	3	38	14	12	34	18	24	14	17	18	19	9	2	24	15	9	10					
10	Число действительных бюллетеней	32937	1010	685	678	366	885	1085	418	1023	1263	503	725	690	1180	445	414	531	935	1207	663	574	658	300	351	309	900	806	648	267	696	717	493	368	732	677	918	743	484	1115	436	611	566	550	645	800	670	294	1025	469	270	139					
