Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Усть-Цилемская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288					
1	"Число избирателей, внесенных в список избирателей"	11396	211	633	639	2238	1617	164	302	398	760	327	521	609	231	216	351	347	579	202	636	186	229					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11690	230	640	645	2250	1660	165	305	435	760	345	545	645	250	235	325	350	615	195	660	190	245					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	383	0	0	0	7	0	0	0	78	45	51	102	0	0	23	0	25	29	0	0	0	23					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6236	138	368	389	1362	950	101	171	164	359	150	172	310	144	118	228	114	298	98	386	112	104					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	468	9	32	11	92	82	13	17	5	33	7	20	46	4	13	11	11	18	10	14	14	6					
6	Число погашенных избирательных бюллетеней	4603	83	240	245	789	628	51	117	188	323	137	251	289	102	81	86	200	270	87	260	64	112					
7	Число избирательных бюллетеней в переносных ящиках для голосования	851	9	32	11	99	82	13	17	83	78	58	122	46	4	36	11	36	47	10	14	14	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6236	138	368	389	1362	950	101	171	164	359	150	172	310	144	118	228	114	298	98	386	112	104					
9	Число недействительных избирательных бюллетеней	100	1	8	7	28	21	0	3	2	6	2	2	4	1	0	3	1	5	0	5	1	0					
10	Число действительных избирательных бюллетеней	6987	146	392	393	1433	1011	114	185	245	431	206	292	352	147	154	236	149	340	108	395	125	133					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	320	10	20	10	30	30	10	10	15	20	15	10	20	10	10	15	10	25	10	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	179	9	4	4	27	22	2	1	9	14	14	0	12	10	6	9	0	21	2	5	2	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	82	1	7	3	22	15	2	2	1	3	6	1	2	0	2	3	1	4	2	1	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	141	1	16	6	3	8	8	9	6	6	1	10	8	0	4	6	10	4	8	15	8	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	0	7	7	0	0	1	0	1	2	1	0	0	3	1	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1030	15	59	83	243	159	21	15	25	64	46	37	48	7	12	37	19	48	14	56	12	10					
		14.53%	10.20%	14.75%	20.75%	16.63%	15.41%	18.42%	7.98%	10.12%	14.65%	22.12%	12.59%	13.48%	4.73%	7.79%	15.48%	12.67%	13.91%	12.96%	14.00%	9.52%	7.52%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1178	9	73	62	243	212	28	28	46	40	20	53	49	18	24	50	32	47	33	56	9	46					
		16.62%	6.12%	18.25%	15.50%	16.63%	20.54%	24.56%	14.89%	18.62%	9.15%	9.62%	18.03%	13.76%	12.16%	15.58%	20.92%	21.33%	13.62%	30.56%	14.00%	7.14%	34.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	148	0	9	7	45	26	1	2	2	5	3	6	3	6	4	4	4	6	3	9	1	2					
		2.09%	0.00%	2.25%	1.75%	3.08%	2.52%	0.88%	1.06%	0.81%	1.14%	1.44%	2.04%	0.84%	4.05%	2.60%	1.67%	2.67%	1.74%	2.78%	2.25%	0.79%	1.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	986	13	55	52	197	141	21	15	14	33	19	87	67	29	13	33	17	32	9	86	34	19					
		13.91%	8.84%	13.75%	13.00%	13.48%	13.66%	18.42%	7.98%	5.67%	7.55%	9.13%	29.59%	18.82%	19.59%	8.44%	13.81%	11.33%	9.28%	8.33%	21.50%	26.98%	14.29%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	97	2	4	12	28	8	0	2	2	4	1	2	9	7	0	3	0	6	1	3	1	2					
		1.37%	1.36%	1.00%	3.00%	1.92%	0.78%	0.00%	1.06%	0.81%	0.92%	0.48%	0.68%	2.53%	4.73%	0.00%	1.26%	0.00%	1.74%	0.93%	0.75%	0.79%	1.50%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3498	105	190	177	661	462	42	122	155	280	115	105	175	77	101	108	76	197	48	181	68	53					
		49.36%	71.43%	47.50%	44.25%	45.24%	44.77%	36.84%	64.89%	62.75%	64.07%	55.29%	35.71%	49.16%	52.03%	65.58%	45.19%	50.67%	57.10%	44.44%	45.25%	53.97%	39.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	50	2	2	0	16	3	1	1	1	5	2	2	1	3	0	1	1	4	0	4	0	1					
		0.71%	1.36%	0.50%	0.00%	1.10%	0.29%	0.88%	0.53%	0.40%	1.14%	0.96%	0.68%	0.28%	2.03%	0.00%	0.42%	0.67%	1.16%	0.00%	1.00%	0.00%	0.75%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
