Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Курортная N13																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999					
1	"Число избирателей, внесенных в списки избирателей"	45861	1487	2168	2055	2435	2803	2457	2391	1896	3112	1793	2011	2275	939	331	2929	2420	1284	419	2718	1542	2480	396	1444	203	1332	208	333					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40529	1300	2000	1900	2200	2500	2200	2000	1700	2500	1700	2000	2000	800	300	2500	2200	1000	350	2500	1300	2100	400	1300	180	1100	215	284					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24745	849	1230	1025	1296	1483	1328	1079	990	1534	983	1142	1140	445	170	1462	1347	912	261	1508	842	1290	208	917	101	734	198	271					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1356	38	75	37	37	24	28	69	40	196	51	44	62	56	4	94	99	39	28	99	35	51	9	49	35	53	0	4					
6	Число погашенных избирательных бюллетеней	14428	413	695	838	867	993	844	852	670	770	666	814	798	299	126	944	754	49	61	893	423	759	183	334	44	313	17	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1355	38	74	37	37	24	28	69	40	196	51	44	62	56	4	94	99	39	28	99	35	51	9	49	35	53	0	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24712	844	1220	1025	1296	1483	1327	1079	988	1534	982	1140	1140	445	170	1459	1347	906	261	1507	841	1289	208	917	101	734	198	271					
9	Число недействительных избирательных бюллетеней	244	15	15	7	14	11	16	12	8	9	12	11	17	8	1	17	4	6	1	26	4	9	1	6	1	8	2	3					
10	Число действительных избирательных бюллетеней	25823	867	1279	1055	1319	1496	1339	1136	1020	1721	1021	1173	1185	493	173	1536	1442	939	288	1580	872	1331	216	960	135	779	196	272					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1080	40	50	50	45	63	50	40	41	50	50	51	50	30	20	50	50	30	20	50	30	50	20	50	20	30	30	20					
