Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Кошехабльская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52									
1	Число избирателей, внесенных в список избирателей на момент окончания голосования	22779	2114	154	190	438	2061	572	1097	1242	160	1806	1211	1305	760	1498	2134	2074	1311	114	890	575	544	529									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	22773	2109	157	193	443	2050	570	1100	1257	166	1811	1220	1292	757	1493	2111	2079	1310	116	902	576	538	523									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	16435	1122	121	155	385	1429	415	786	913	84	844	871	1022	630	1216	1643	1787	949	92	597	486	432	456									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1623	178	11	15	11	95	25	104	85	9	52	151	129	64	150	79	50	210	10	70	17	83	25									
6	Число погашенных избирательных бюллетеней	4715	809	25	23	47	526	130	210	259	73	915	198	141	63	127	389	242	151	14	235	73	23	42									
7	Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования	1623	178	11	15	11	95	25	104	85	9	52	151	129	64	150	79	50	210	10	70	17	83	25									
8	Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования	16435	1122	121	155	385	1429	415	786	913	84	844	871	1022	630	1216	1643	1787	949	92	597	486	432	456									
9	Число недействительных избирательных бюллетеней	196	23	3	0	8	3	12	10	38	6	21	0	0	6	19	20	0	0	2	15	10	0	0									
10	Число действительных избирательных бюллетеней	17862	1277	129	170	388	1521	428	880	960	87	875	1022	1151	688	1347	1702	1837	1159	100	652	493	515	481									
11	Число открепительных удостоверений, полученных участковой избирательной комиссией	150	5	4	5	5	20	6	10	10	2	10	5	6	6	10	5	5	4	5	10	6	6	5									
12	Число открепительных удостоверений, выданных на избирательном участке до дня голосования	25	0	0	2	0	0	1	1	10	0	3	0	0	0	1	2	1	0	0	3	1	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке	11	0	0	0	1	0	0	1	1	0	3	0	0	1	1	0	1	0	0	0	0	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	125	5	4	3	5	20	5	9	0	2	7	5	6	6	9	3	4	4	5	7	5	6	5									
15	Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией	9	0	0	0	0	0	0	2	3	0	2	0	0	0	0	0	1	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	137	0	0	0	0	12	2	6	11	2	13	0	0	3	1	3	60	19	1	3	1	0	0									
		0.76%	0.00%	0.00%	0.00%	0.00%	0.79%	0.45%	0.67%	1.10%	2.15%	1.45%	0.00%	0.00%	0.43%	0.07%	0.17%	3.27%	1.64%	0.98%	0.45%	0.20%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	396	15	10	0	4	21	5	113	16	1	36	0	0	9	14	10	112	0	0	11	12	7	0									
		2.19%	1.15%	7.58%	0.00%	1.01%	1.38%	1.14%	12.70%	1.60%	1.08%	4.02%	0.00%	0.00%	1.30%	1.02%	0.58%	6.10%	0.00%	0.00%	1.65%	2.39%	1.36%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	272	4	9	0	0	13	8	111	8	0	10	0	0	3	20	20	7	0	2	55	1	1	0									
		1.51%	0.31%	6.82%	0.00%	0.00%	0.85%	1.82%	12.47%	0.80%	0.00%	1.12%	0.00%	0.00%	0.43%	1.46%	1.16%	0.38%	0.00%	1.96%	8.25%	0.20%	0.19%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13368	1103	90	136	335	1286	351	321	791	57	470	927	1000	583	1196	925	1023	859	77	508	415	450	465									
