Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Пильнинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1960	УИК №1962	УИК №1963	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991					
1	"Число избирателей, внесенных в список избирателей"	17569	1669	1441	1732	1672	869	312	707	304	498	226	825	226	257	152	448	166	205	173	90	143	287	274	365	102	705	205	237	266	171	723	813	592	85	259	370					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14600	1300	1200	1300	1300	700	250	550	250	450	200	650	210	200	150	350	150	200	150	80	140	250	250	300	90	650	200	200	250	150	650	700	500	80	200	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8090	778	635	814	792	346	89	364	109	269	99	367	130	96	80	169	69	110	87	47	61	130	88	146	48	320	145	132	176	99	285	358	279	46	137	190					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1343	23	19	36	44	100	95	82	61	92	42	141	32	29	16	40	37	14	5	13	22	35	67	56	24	50	13	12	24	24	12	11	29	7	23	13					
6	Число погашенных избирательных бюллетеней	5167	499	546	450	464	254	66	104	80	89	59	142	48	75	54	141	44	76	58	20	57	85	95	98	18	280	42	56	50	27	353	331	192	27	40	147					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1343	23	19	36	44	100	95	82	61	92	42	141	32	29	16	40	37	14	5	13	22	35	67	56	24	50	13	12	24	24	12	11	29	7	23	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8090	778	635	814	792	346	89	364	109	269	99	367	130	96	80	169	69	110	87	47	61	130	88	146	48	320	145	132	176	99	285	358	279	46	137	190					
9	Число недействительных избирательных бюллетеней	114	12	7	11	6	13	2	4	2	3	1	6	0	0	3	1	0	2	1	0	0	1	3	1	0	3	2	8	0	2	2	2	8	0	5	3					
10	Число действительных избирательных бюллетеней	9319	789	647	839	830	433	182	442	168	358	140	502	162	125	93	208	106	122	91	60	83	164	152	201	72	367	156	136	200	121	295	367	300	53	155	200					
