Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Вилегодская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286					
1	"Число избирателей, внесенных в списки"	9825	612	247	521	268	278	897	605	237	304	542	326	2316	1334	158	679	100	144	257					
2	"Число бюллетеней, полученных участковыми комиссиями"	10421	643	266	533	465	320	964	653	263	312	546	326	2397	1311	176	720	103	157	266					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5924	421	103	399	255	183	510	314	137	185	225	169	1433	792	69	392	57	106	174					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	958	21	61	23	13	52	114	87	10	40	81	62	125	30	65	128	16	13	17					
6	Число погашенных бюллетеней	3539	201	102	111	197	85	340	252	116	87	240	95	839	489	42	200	30	38	75					
7	Число бюллетеней в переносных ящиках для голосования	958	21	61	23	13	52	114	87	10	40	81	62	125	30	65	128	16	13	17					
8	Число бюллетеней в стационарных ящиках для голосования	5924	421	103	399	255	183	510	314	137	185	225	169	1433	792	69	392	57	106	174					
9	Число недействительных бюллетеней	86	7	0	4	2	3	9	10	1	5	5	2	14	7	3	3	0	5	6					
10	Число действительных бюллетеней	6796	435	164	418	266	232	615	391	146	220	301	229	1544	815	131	517	73	114	185					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	350	20	15	15	15	15	20	20	15	10	15	15	60	50	10	15	10	15	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	82	12	4	5	3	0	2	1	0	2	1	0	22	6	2	12	0	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	3	1	2	1	2	12	3	0	1	2	0	9	6	0	5	4	7	5					
14	Число погашенных открепительных удостоверений	268	8	11	10	12	15	18	19	15	8	14	15	38	44	8	3	10	10	10					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	85	7	3	4	8	4	9	4	3	1	5	3	21	3	1	4	1	3	1					
		1.23%	1.58%	1.82%	0.94%	2.98%	1.70%	1.44%	0.99%	2.04%	0.44%	1.63%	1.29%	1.34%	0.36%	0.74%	0.76%	1.36%	2.52%	0.52%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	88	2	1	6	0	3	4	1	1	1	7	2	32	14	3	9	0	1	1					
		1.27%	0.45%	0.60%	1.42%	0.0%	1.27%	0.64%	0.24%	0.68%	0.44%	2.28%	0.86%	2.05%	1.70%	2.23%	1.73%	0.0%	0.84%	0.52%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	219	10	11	8	13	5	24	17	4	14	10	10	50	23	2	9	1	5	3					
		3.18%	2.26%	6.70%	1.89%	4.85%	2.12%	3.84%	4.23%	2.72%	6.22%	3.26%	4.32%	3.20%	2.79%	1.49%	1.73%	1.36%	4.20%	1.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	116	4	4	11	4	2	5	6	3	0	2	1	42	15	3	7	0	4	3					
		1.68%	0.90%	2.43%	2.60%	1.49%	0.85%	0.80%	1.49%	2.04%	0.0%	0.65%	0.43%	2.69%	1.82%	2.23%	1.34%	0.0%	3.36%	1.57%					
