Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Оричевская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924					
1	"Число избирателей, внесенных в списки"	25974	833	170	626	260	749	379	920	1929	342	1175	589	711	1457	1642	218	323	573	485	712	1342	696	1484	1227	413	532	98	505	1685	1456	321	1504	257	361					
2	"Число бюллетеней, полученных участковыми комиссиями"	26131	797	171	647	252	771	400	922	1979	400	1209	568	746	1452	1640	227	328	563	450	751	1285	680	1484	1211	435	516	111	503	1697	1481	328	1505	253	369					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14839	483	71	345	107	486	294	447	1177	242	683	317	501	838	982	146	117	274	271	365	656	370	1008	763	232	287	77	178	991	744	184	839	176	188					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1522	50	26	36	51	83	6	210	9	0	77	41	27	19	41	29	98	33	13	34	37	59	53	32	44	79	0	114	33	29	39	53	13	54					
6	Число погашенных бюллетеней	9770	264	74	266	94	202	100	265	793	158	449	210	218	595	617	52	113	256	166	352	592	251	423	416	159	150	34	211	673	708	105	613	64	127					
7	Число бюллетеней в переносных ящиках для голосования	1522	50	26	36	51	83	6	210	9	0	77	41	27	19	41	29	98	33	13	34	37	59	53	32	44	79	0	114	33	29	39	53	13	54					
8	Число бюллетеней в стационарных ящиках для голосования	14841	483	71	345	107	486	294	447	1181	242	683	317	501	838	981	146	117	274	271	365	656	370	1007	763	232	287	77	178	991	744	184	839	176	188					
9	Число недействительных бюллетеней	288	19	0	2	0	6	3	9	5	4	10	5	12	14	10	10	7	12	2	7	7	16	9	10	1	2	3	7	23	29	7	25	5	7					
10	Число действительных бюллетеней	16075	514	97	379	158	563	297	648	1185	238	750	353	516	843	1012	165	208	295	282	392	686	413	1051	785	275	364	74	285	1001	744	216	867	184	235					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	288	5	2	4	2	10	3	13	16	5	8	5	12	10	63	5	6	3	5	11	6	5	12	13	3	8	3	3	9	14	4	14	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	208	2	1	2	1	9	1	9	16	0	8	5	11	10	49	4	3	2	4	8	5	3	9	11	0	5	2	2	4	9	1	9	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	154	2	0	2	3	7	1	4	21	27	9	7	1	5	6	3	0	2	1	0	4	4	6	2	4	0	0	7	7	4	1	5	2	7					
