Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Одесская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271					
1	"Число избирателей, внесенных в списки избирателей"	12596	2334	2283	145	746	616	681	568	1292	208	1183	290	121	176	110	681	55	163	204	740					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11426	2000	2000	145	670	570	650	540	1200	190	1060	279	121	169	110	639	56	167	210	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9187	1451	1536	139	519	492	565	453	913	162	934	246	111	139	110	515	43	120	154	585					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	753	112	82	0	54	53	52	87	140	8	49	7	9	8	0	34	9	11	19	19					
6	Число погашенных избирательных бюллетеней	1486	437	382	6	97	25	33	0	147	20	77	26	1	22	0	90	4	36	37	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	753	112	82	0	54	53	52	87	140	8	49	7	9	8	0	34	9	11	19	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9170	1451	1519	139	519	492	565	453	913	162	934	246	111	139	110	515	43	120	154	585					
9	Число недействительных избирательных бюллетеней	106	12	11	3	1	11	12	3	11	4	13	1	1	3	0	10	0	1	4	5					
10	Число действительных избирательных бюллетеней	9817	1551	1590	136	572	534	605	537	1042	166	970	252	119	144	110	539	52	130	169	599					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	449	50	50	10	20	20	34	25	70	10	40	10	10	10	10	20	10	10	10	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	266	37	34	2	5	14	34	25	70	1	9	0	0	0	4	6	1	5	8	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	137	25	19	2	7	5	11	5	15	4	12	2	2	2	2	10	2	4	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	183	13	16	8	15	6	0	0	0	9	31	10	10	10	6	14	9	5	2	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	306	14	35	5	12	14	28	9	53	6	55	19	7	3	2	5	0	3	2	34					
		3.08%	0.90%	2.19%	3.60%	2.09%	2.57%	4.54%	1.67%	5.03%	3.53%	5.60%	7.51%	5.83%	2.04%	1.82%	0.91%	0.00%	2.29%	1.16%	5.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	6	7	0	0	1	7	1	2	0	0	3	1	0	0	0	0	4	2	4					
		0.38%	0.38%	0.44%	0.00%	0.00%	0.18%	1.13%	0.19%	0.19%	0.00%	0.00%	1.19%	0.83%	0.00%	0.00%	0.00%	0.00%	3.05%	1.16%	0.66%					
20	3.Политическая партия «Демократическая партия России»	17	3	2	0	0	2	1	1	1	0	4	0	0	1	0	0	1	1	0	0					
		0.17%	0.19%	0.12%	0.00%	0.00%	0.37%	0.16%	0.19%	0.09%	0.00%	0.41%	0.00%	0.00%	0.68%	0.00%	0.00%	1.92%	0.76%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1362	158	212	29	50	60	123	128	230	45	103	21	32	10	9	45	15	28	15	49					
		13.73%	10.11%	13.24%	20.86%	8.73%	11.01%	19.94%	23.70%	21.84%	26.47%	10.48%	8.30%	26.67%	6.80%	8.18%	8.20%	28.85%	21.37%	8.67%	8.11%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	73	13	25	0	5	1	1	3	5	0	10	0	0	1	0	1	0	0	4	4					
		0.74%	0.83%	1.56%	0.00%	0.87%	0.18%	0.16%	0.56%	0.47%	0.00%	1.02%	0.00%	0.00%	0.68%	0.00%	0.18%	0.00%	0.00%	2.31%	0.66%					
23	6.Политическая партия «Партия социальной справедливости»	17	4	3	0	0	2	1	0	0	3	1	0	0	0	0	0	0	0	1	2					
		0.17%	0.26%	0.19%	0.00%	0.00%	0.37%	0.16%	0.00%	0.00%	1.76%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.33%					
24	7.Политическая партия «Либерально-демократическая партия России»	804	75	181	14	54	43	55	48	63	11	95	13	6	4	4	34	2	17	22	63					
		8.10%	4.80%	11.31%	10.07%	9.42%	7.89%	8.91%	8.89%	5.98%	6.47%	9.66%	5.14%	5.00%	2.72%	3.64%	6.19%	3.85%	12.98%	12.72%	10.43%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	402	52	102	1	29	25	24	8	39	9	42	7	3	2	0	15	1	4	9	30					
		4.05%	3.33%	6.37%	0.72%	5.06%	4.59%	3.89%	1.48%	3.70%	5.29%	4.27%	2.77%	2.50%	1.36%	0.00%	2.73%	1.92%	3.05%	5.20%	4.97%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	56	6	11	2	7	0	3	2	9	1	5	3	0	0	0	1	1	1	1	3					
		0.56%	0.38%	0.69%	1.44%	1.22%	0.00%	0.49%	0.37%	0.85%	0.59%	0.51%	1.19%	0.00%	0.00%	0.00%	0.18%	1.92%	0.76%	0.58%	0.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6708	1211	1005	85	412	386	358	336	636	89	654	186	70	123	95	436	32	72	113	409					
		67.60%	77.48%	62.77%	61.15%	71.90%	70.83%	58.02%	62.22%	60.40%	52.35%	66.53%	73.52%	58.33%	83.67%	86.36%	79.42%	61.54%	54.96%	65.32%	67.72%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	34	9	7	0	3	0	4	1	4	2	1	0	0	0	0	2	0	0	0	1					
		0.34%	0.58%	0.44%	0.00%	0.52%	0.00%	0.65%	0.19%	0.38%	1.18%	0.10%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.17%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
