Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Одесская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247					
1	"Число избирателей, внесенных в список избирателей"	12364	2214	2295	124	755	597	685	587	1299	225	1210	296	114	157	101	562	42	139	175	787					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12286	2200	2220	127	759	607	704	586	1309	223	1193	292	119	156	99	550	46	138	171	787					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7801	1239	1414	118	461	399	500	426	710	183	692	222	94	113	87	335	36	109	115	548					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	744	94	85	0	53	46	39	52	143	12	92	8	14	0	0	55	5	7	22	17					
6	Число погашенных избирательных бюллетеней	3741	867	721	9	245	162	165	108	456	28	409	62	11	43	12	160	5	22	34	222					
7	Число избирательных бюллетеней в переносных ящиках для голосования	744	94	85	0	53	46	39	52	143	12	92	8	14	0	0	55	5	7	22	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7794	1239	1407	118	461	399	500	426	710	183	692	222	94	113	87	335	36	109	115	548					
9	Число недействительных избирательных бюллетеней	114	18	17	0	8	11	6	8	0	1	16	3	1	9	2	6	0	2	0	6					
10	Число действительных избирательных бюллетеней	8424	1315	1475	118	506	434	533	470	853	194	768	227	107	104	85	384	41	114	137	559					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	294	43	51	10	20	17	33	15	32	2	10	5	8	1	0	15	5	7	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	263	43	51	10	17	17	33	15	30	1	5	3	7	1	0	4	4	5	5	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	107	11	22	4	6	9	8	6	10	3	2	4	2	2	0	5	2	2	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	31	0	0	0	3	0	0	0	2	1	5	2	1	0	0	11	1	2	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	710	170	167	8	30	35	30	16	40	15	62	8	6	11	2	45	0	0	9	56					
		8.32%	12.75%	11.19%	6.78%	5.84%	7.87%	5.57%	3.35%	4.69%	7.69%	7.91%	3.48%	5.56%	9.73%	2.30%	11.54%	0.00%	0.00%	6.57%	9.91%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1162	224	246	14	64	35	56	43	105	31	121	31	7	6	6	42	3	30	31	67					
		13.61%	16.80%	16.49%	11.86%	12.45%	7.87%	10.39%	8.99%	12.31%	15.90%	15.43%	13.48%	6.48%	5.31%	6.90%	10.77%	7.32%	25.86%	22.63%	11.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	19	10	2	3	2	0	2	7	1	8	0	2	1	1	6	0	0	1	0					
		0.76%	1.43%	0.67%	1.69%	0.58%	0.45%	0.00%	0.42%	0.82%	0.51%	1.02%	0.00%	1.85%	0.88%	1.15%	1.54%	0.00%	0.00%	0.73%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1610	288	327	28	80	59	126	149	151	27	131	28	30	13	8	76	6	14	19	50					
		18.86%	21.61%	21.92%	23.73%	15.56%	13.26%	23.38%	31.17%	17.70%	13.85%	16.71%	12.17%	27.78%	11.50%	9.20%	19.49%	14.63%	12.07%	13.87%	8.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	88	19	21	0	3	3	4	5	16	1	5	0	0	1	0	3	0	0	1	6					
		1.03%	1.43%	1.41%	0.00%	0.58%	0.67%	0.74%	1.05%	1.88%	0.51%	0.64%	0.00%	0.00%	0.88%	0.00%	0.77%	0.00%	0.00%	0.73%	1.06%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4745	586	694	65	325	299	315	252	529	119	437	159	62	72	66	209	31	70	76	379					
		55.58%	43.96%	46.51%	55.08%	63.23%	67.19%	58.44%	52.72%	62.02%	61.03%	55.74%	69.13%	57.41%	63.72%	75.86%	53.59%	75.61%	60.34%	55.47%	67.08%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	44	9	10	1	1	1	2	3	5	0	4	1	0	0	2	3	1	0	0	1					
		0.52%	0.68%	0.67%	0.85%	0.19%	0.22%	0.37%	0.63%	0.59%	0.00%	0.51%	0.43%	0.00%	0.00%	2.30%	0.77%	2.44%	0.00%	0.00%	0.18%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
