Выборы Президента Российской Федерации																																																																																																																		
Дата голосования: 18.03.2018																																																																																																																		
																																																																																																																		
Наименование Избирательной комиссии:    Домодедовская городская																																																																																																																		
																																																																																																																		
Сводная таблица итогов голосования																																																																																																																		
																																																																																																																		
	Число участковых избирательных комиссий	103																																																																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	103																																																																																																																
																																																																																																																		
		Сумма	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №2006	УИК №2859	УИК №3732	УИК №3733	УИК №3734	УИК №3735	УИК №3736	УИК №3737	УИК №3738	УИК №3739	УИК №3740	УИК №3741	УИК №3742	УИК №3743	УИК №3744	УИК №3745	УИК №3746	УИК №3747									
1	"Число избирателей, включенных в список избирателей"	134658	1246	1415	1503	825	1793	1610	1360	1547	1464	1387	1208	951	1501	1658	1486	1094	1124	1249	1471	1102	1547	1115	1615	1600	1409	1507	1655	1748	1695	1731	1228	1434	1330	1204	1501	1571	1788	1651	1322	1689	1327	1722	1545	982	801	1476	1278	1056	826	1818	1682	1846	1034	1397	1768	1061	1305	1272	1499	337	296	981	482	1455	1468	1831	1460	969	1648	1870	243	271	1121	1086	1155	1416	1682	1431	1720	308	2119	1587	458	1799	404	1921	2134	1001	901	769	593	665	923	1555	974	905	1068	1210	1568	1620	1377	1038	1810									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	110800	1100	1100	1150	600	1300	1200	1600	1150	1300	1200	950	700	1150	1300	1100	900	800	1200	1100	800	1200	800	1400	1350	1300	1250	1300	1300	1400	1450	1000	1100	1100	1000	1300	1250	1350	1400	1000	1300	1100	1300	1400	800	600	1700	1100	750	700	1300	1400	1450	1100	1300	1300	600	1150	950	1200	300	200	750	400	1050	1100	1350	1250	800	1200	1400	200	250	900	750	950	1200	1300	1000	1300	250	1550	1600	600	2000	600	1600	1800	750	700	600	400	500	700	1400	800	800	1000	1200	1200	1600	1100	1350	1600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	84600	726	773	858	543	1020	903	825	922	909	759	724	534	893	1002	852	695	670	796	811	629	913	716	962	979	1141	858	940	1014	1122	1158	903	905	850	718	939	958	1096	1010	719	994	807	1059	958	661	549	1149	785	697	557	954	996	1174	785	908	1061	450	938	794	920	224	120	561	301	882	899	1021	985	658	925	1162	86	165	700	659	671	869	1038	878	1039	192	1230	1585	232	1505	134	1244	1381	642	677	546	345	361	585	1012	611	746	831	1024	859	1027	806	1023	1218									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3861	18	27	35	17	9	24	31	22	16	19	32	37	17	43	23	14	27	29	32	40	54	8	25	15	16	10	49	28	55	21	10	13	19	6	43	32	70	25	72	74	45	60	109	32	15	36	32	35	73	79	80	177	20	67	73	45	30	58	63	13	45	37	44	50	94	90	16	19	77	52	78	28	75	61	31	61	65	71	27	2	7	0	201	0	0	10	5	9	18	9	2	26	16	26	17	12	11	10	92	14	32	15	7									
6	Число погашенных избирательных бюллетеней	22335	356	300	257	40	271	273	743	206	375	422	194	129	240	255	225	191	103	375	257	131	233	76	413	356	143	382	311	258	223	271	87	182	231	276	317	260	184	363	209	232	248	181	333	107	36	515	283	18	70	267	324	99	295	325	166	105	182	98	217	63	35	152	55	118	107	239	249	123	198	186	36	57	125	30	248	270	197	51	234	56	313	15	167	495	466	346	414	99	5	45	53	113	99	362	172	42	158	166	249	559	262	312	375									
