Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Вохомская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8517	189	246	333	378	255	114	139	83	154	196	110	144	239	253	294	143	523	412	260	122	249	1926	1755									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7835	187	218	302	347	230	120	137	84	161	180	113	153	220	230	270	152	482	373	235	121	222	1725	1573									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3319	57	94	127	135	111	39	67	41	77	63	31	66	85	87	117	71	218	130	82	60	120	730	711									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	633	32	7	51	46	35	9	11	11	16	38	26	16	52	24	19	7	25	29	29	12	18	68	52									
6	Число погашенных избирательных бюллетеней	3883	98	117	124	166	84	72	59	32	68	79	56	71	83	119	134	74	239	214	124	49	84	927	810									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	633	32	7	51	46	35	9	11	11	16	38	26	16	52	24	19	7	25	29	29	12	18	68	52									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3319	57	94	127	135	111	39	67	41	77	63	31	66	85	87	117	71	218	130	82	60	120	730	711									
9	Число недействительных избирательных бюллетеней	63	0	1	1	2	2	0	1	1	0	0	0	0	2	0	1	0	5	2	1	0	3	20	21									
10	Число действительных избирательных бюллетеней	3889	89	100	177	179	144	48	77	51	93	101	57	82	135	111	135	78	238	157	110	72	135	778	742									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	137	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	15	7	5	5	5	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	41	0	1	0	0	0	1	0	1	3	2	0	0	1	0	2	5	11	0	0	3	0	3	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	27	0	1	2	1	0	0	2	1	0	1	1	1	0	0	1	1	0	1	3	1	0	6	4									
14	Число погашенных неиспользованных открепительных удостоверений	96	5	4	5	5	5	4	5	4	2	3	5	5	4	5	3	0	4	7	5	2	5	7	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	107	1	1	3	0	4	0	4	0	1	1	0	0	2	6	1	1	15	13	1	1	1	32	19									
		2.71%	1.12%	0.99%	1.69%	0.00%	2.74%	0.00%	5.13%	0.00%	1.08%	0.99%	0.00%	0.00%	1.46%	5.41%	0.74%	1.28%	6.17%	8.18%	0.90%	1.39%	0.72%	4.01%	2.49%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	141	3	1	7	9	4	1	6	3	1	5	1	1	1	6	5	1	12	14	1	3	5	25	26									
		3.57%	3.37%	0.99%	3.93%	4.97%	2.74%	2.08%	7.69%	5.77%	1.08%	4.95%	1.75%	1.22%	0.73%	5.41%	3.68%	1.28%	4.94%	8.81%	0.90%	4.17%	3.62%	3.13%	3.41%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	103	3	2	2	7	4	1	0	0	4	3	2	2	6	2	3	0	9	3	4	5	5	17	19									
		2.61%	3.37%	1.98%	1.12%	3.87%	2.74%	2.08%	0.00%	0.00%	4.30%	2.97%	3.51%	2.44%	4.38%	1.80%	2.21%	0.00%	3.70%	1.89%	3.60%	6.94%	3.62%	2.13%	2.49%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1421	38	55	50	81	61	18	30	21	30	46	17	32	57	40	55	23	63	61	48	28	59	257	251									
		35.96%	42.70%	54.46%	28.09%	44.75%	41.78%	37.50%	38.46%	40.38%	32.26%	45.54%	29.82%	39.02%	41.61%	36.04%	40.44%	29.49%	25.93%	38.36%	43.24%	38.89%	42.75%	32.21%	32.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	3	5									
		0.35%	0.00%	0.99%	0.56%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.90%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.38%	0.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	1	0	2	0	0	2	1									
		0.33%	2.25%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	1.75%	0.00%	1.46%	0.00%	0.00%	0.00%	0.41%	0.00%	1.80%	0.00%	0.00%	0.25%	0.13%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	877	20	16	22	39	40	8	19	23	36	15	22	14	39	27	27	12	39	18	23	14	42	187	175									
		22.19%	22.47%	15.84%	12.36%	21.55%	27.40%	16.67%	24.36%	44.23%	38.71%	14.85%	38.60%	17.07%	28.47%	24.32%	19.85%	15.38%	16.05%	11.32%	20.72%	19.44%	30.43%	23.43%	22.94%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	8	4									
		0.48%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	1.65%	0.00%	0.00%	0.00%	0.00%	1.00%	0.52%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	0	2	0	0	2	0	0	0	1	2	0	1	0	0	0	0	2	0	1	0	0	11	3									
		0.63%	0.00%	1.98%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	1.08%	1.98%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.90%	0.00%	0.00%	1.38%	0.39%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	1.22%	0.00%	0.00%	0.74%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.13%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	25	0	0	2	0	2	1	2	0	0	0	0	2	2	1	0	2	1	1	1	2	1	1	4									
		0.63%	0.00%	0.00%	1.12%	0.00%	1.37%	2.08%	2.56%	0.00%	0.00%	0.00%	0.00%	2.44%	1.46%	0.90%	0.00%	2.56%	0.41%	0.63%	0.90%	2.78%	0.72%	0.13%	0.52%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	998	22	20	85	37	24	17	13	4	17	21	13	25	23	23	38	35	87	36	22	17	14	205	200									
		25.25%	24.72%	19.80%	47.75%	20.44%	16.44%	35.42%	16.67%	7.69%	18.28%	20.79%	22.81%	30.49%	16.79%	20.72%	27.94%	44.87%	35.80%	22.64%	19.82%	23.61%	10.14%	25.69%	26.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	1	0	1	1	2									
		0.28%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	2.56%	0.00%	0.00%	0.00%	0.00%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	0.63%	0.90%	0.00%	0.72%	0.13%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	129	0	2	4	4	2	2	1	0	2	7	0	2	1	5	5	4	5	8	6	2	7	28	32									
		3.26%	0.00%	1.98%	2.25%	2.21%	1.37%	4.17%	1.28%	0.00%	2.15%	6.93%	0.00%	2.44%	0.73%	4.50%	3.68%	5.13%	2.06%	5.03%	5.41%	2.78%	5.07%	3.51%	4.19%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
