Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
"Наименование Избирательной комиссии:    Хабаровск, Центральная"																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	66324	2491	2513	2095	75	2547	1115	2264	2074	1855	2081	2409	2200	1982	2534	2625	2405	2447	3152	2446	2391	1919	2299	2050	2175	2344	2147	2170	2414	2666	2439									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	48450	1800	1800	1500	150	1800	800	1600	1500	1400	1500	1700	1600	1400	1800	1900	1700	1800	2100	1800	1700	1400	1800	1500	1600	1700	2000	1600	1800	1900	1800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	25017	895	1001	758	75	917	481	868	691	690	741	915	838	646	519	799	855	911	1742	856	857	822	1029	887	846	966	894	898	869	935	816									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	596	24	16	29	0	9	12	29	130	15	16	26	8	19	14	5	10	3	19	6	16	21	21	11	21	32	19	12	23	19	11									
6	Число погашенных избирательных бюллетеней	22837	881	783	713	75	874	307	703	679	695	743	759	754	735	1267	1096	835	886	339	938	827	557	750	602	733	702	1087	690	908	946	973									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	596	24	16	29	0	9	12	29	130	15	16	26	8	19	14	5	10	3	19	6	16	21	21	11	21	32	19	12	23	19	11									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	24891	893	998	755	75	917	480	868	690	690	739	915	830	645	519	798	855	911	1742	856	857	722	1029	883	846	966	894	898	869	935	816									
9	Число недействительных избирательных бюллетеней	489	19	21	9	0	12	8	16	19	16	15	14	9	11	15	10	19	15	40	17	17	12	37	19	27	23	20	14	12	14	9									
10	Число действительных избирательных бюллетеней	24998	898	993	775	75	914	484	881	801	689	740	927	829	653	518	793	846	899	1721	845	856	731	1013	875	840	975	893	896	880	940	818									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1260	30	30	40	0	50	50	30	30	30	30	30	70	30	30	50	30	50	150	40	50	50	50	50	30	80	30	30	30	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	508	17	12	12	0	17	12	8	10	9	13	22	26	14	8	19	17	27	35	12	20	15	25	25	10	45	14	8	21	14	21									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	483	36	62	17	0	23	30	13	11	6	9	13	20	3	12	14	15	10	31	19	15	8	10	14	18	13	11	15	15	3	17									
14	Число погашенных неиспользованных открепительных удостоверений	752	13	18	28	0	33	38	22	20	21	17	8	44	16	22	31	13	23	115	28	30	35	25	25	20	35	16	22	9	16	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	224	6	2	9	0	0	1	4	4	4	1	4	6	1	5	7	3	8	96	1	4	1	25	10	8	5	1	2	3	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	536	22	16	10	2	30	10	18	16	15	21	32	15	13	15	23	20	18	27	13	15	21	24	13	16	18	17	18	21	20	17									
		2.10%	2.40%	1.58%	1.28%	2.67%	3.24%	2.03%	2.01%	1.95%	2.13%	2.78%	3.40%	1.79%	1.96%	2.81%	2.86%	2.31%	1.97%	1.53%	1.51%	1.72%	2.83%	2.29%	1.45%	1.85%	1.80%	1.86%	1.98%	2.35%	2.10%	2.06%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	692	25	32	21	5	25	12	17	34	31	23	15	16	22	11	20	26	18	43	29	34	22	29	19	30	28	16	18	30	28	13									
		2.72%	2.73%	3.16%	2.68%	6.67%	2.70%	2.44%	1.90%	4.15%	4.40%	3.05%	1.59%	1.91%	3.31%	2.06%	2.49%	3.01%	1.97%	2.44%	3.36%	3.89%	2.96%	2.76%	2.13%	3.46%	2.81%	1.75%	1.98%	3.36%	2.94%	1.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	723	24	39	28	3	26	16	27	23	15	32	35	21	20	17	16	31	21	19	24	25	24	26	20	30	24	36	30	27	24	20									
		2.84%	2.62%	3.85%	3.57%	4.00%	2.81%	3.25%	3.01%	2.80%	2.13%	4.24%	3.72%	2.51%	3.01%	3.19%	1.99%	3.58%	2.30%	1.08%	2.78%	2.86%	3.23%	2.48%	2.24%	3.46%	2.40%	3.94%	3.30%	3.03%	2.52%	2.42%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9178	306	355	273	34	349	159	304	272	222	252	356	297	226	172	307	288	341	834	288	331	273	405	350	275	392	317	314	302	285	299									
		36.01%	33.37%	35.01%	34.82%	45.33%	37.69%	32.32%	33.89%	33.17%	31.49%	33.38%	37.83%	35.44%	34.04%	32.27%	38.23%	33.29%	37.31%	47.36%	33.41%	37.92%	36.74%	38.57%	39.15%	31.72%	39.28%	34.72%	34.51%	33.86%	29.87%	36.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	488	12	19	20	2	11	15	22	13	13	11	21	23	11	13	19	17	20	27	13	7	12	16	25	18	18	22	22	19	17	10									
		1.91%	1.31%	1.87%	2.55%	2.67%	1.19%	3.05%	2.45%	1.59%	1.84%	1.46%	2.23%	2.74%	1.66%	2.44%	2.37%	1.97%	2.19%	1.53%	1.51%	0.80%	1.62%	1.52%	2.80%	2.08%	1.80%	2.41%	2.42%	2.13%	1.78%	1.21%									
24	"6. Политическая партия ""Гражданская Платформа"""	70	4	3	0	0	1	2	6	2	2	0	2	1	0	2	2	4	3	6	1	1	3	6	2	5	2	3	0	1	5	1									
		0.27%	0.44%	0.30%	0.00%	0.00%	0.11%	0.41%	0.67%	0.24%	0.28%	0.00%	0.21%	0.12%	0.00%	0.38%	0.25%	0.46%	0.33%	0.34%	0.12%	0.11%	0.40%	0.57%	0.22%	0.58%	0.20%	0.33%	0.00%	0.11%	0.52%	0.12%									
